"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE MANAGEMENT LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
804,"AC circuits contain resistance, inductance and capacitance. The capacitive reactance of a circuit is expressed in:",ohms,mhos,henrys,farads,A
805,AC generators voltage failure may be caused by____________.,failure of the exciter generator,a tripped bus circuit breaker,high mica segments on the stator bus bar,excessive prime mover speed,A
806,"An AC circuit has capacitance arranged in series.  If the line voltage remains constant, the capacitive reactance value can be varied by changing the __________.",line frequency,resistance,number of commutating poles,number of interpoles,A
807,"An accumulator in a hydraulic system is precharged to 900 Kpa and is then filled with hydralic fluid until the gas pressure shows 2, 700 Kpa. How much oil has been pumped in, if the accumulator volume is 0.4 m3.",0.143 m3,1.053 m3,0.50 m3 ,1.521 m3,A
808,"An ammeter reads slightly above 'zero' when its leads are disconnected, this is a result of __________.",mechanical misalignment of the meter pointer,a poor ground for the meter case,static electricity in the air,resistors inside the meter storing charges,A
809,"An enclosure constructed so that oil vapors, or free oil not under pressure, that may accumulated within the enclosure will both prevent successful operation of, or cause damage to, the enclosed equipment ________.", oil-proof enclosure, water proof enclosure, dust proof enclosure, drip proof enclosure,A
810,An increase in which of the listed conditions will increase the speed of a synchronous electric motor?,Frequency,Voltage,Armature current,Inductance,A
811,An open coil can be detected by_______________.,high resistance ,low resistance,normal operation,needs adjustment,A
812,"An open in the armature of a DC motor is suspected, but is  not found by visual inspection of the commutator.  The next step in troubleshooting this problem is to __________.",not effect it due to compensation of the other generators ,visually inspect the armature windings,conduct an insulation resistance test of the armature,test the commutator for a ground,A
813,"An open shunt field in a direct current machine may be located by connecting the field circuit to a power equal to its rated voltage, or less, and testing with a voltmeter from____________.",one line terminal to each coil lead succession ,one field coil to its adjacent field coil in turn,any suitable ground to any available line lead,any field pole to each field coil lead,A
814,"An open shunt field in a direct current machine may be located by connecting the field circuit to a power equal to its rated voltage, or less, and testing with a voltmeter from____________.",the incoming generator voltage is too low,one field coil to its adjacent field coil in turn,any suitable ground to any available line lead,any field pole to each field coil lead,A
815,"An operational amplifier, as used in today's consoles, may  have a calculated gain of 5.  This means that as the input  changes by __________.","1 volt, the output changes 5 volts","5 volts, the output changes 1 volt","5 volts, the output changes 10 volts","10 volts, the output changes 5 volts",A
816,An unknown resistance in a circuit is to be tested using the voltmeter method. The meters should be connected such that:,the ammeter is in series and voltmeter is in parallel with the resistance,both meters are in parallel wih the resistance,both meters are in series with the resistance,the ammeter is in parallel and the voltmeter is in series with the resistance,A
817,"As a general rule of thumb, the reservoir used in a hydraulic system should have a capacity, when at the normal level, approximately equal to __________.",two to three times the normal flow rate through the system,the flow rate through the system,ten times the flow rate through the system,the pump gpm,A
818,"As load is added to an AC generator provided with constant  field excitation, the prime mover slows down with the effect of __________.",lowering frequency and lowering generated voltage,increasing frequency and increasing generated voltage,increasing frequency and lowering generated voltage,lowering frequency and increasing generated voltage,A
819,As load is added to an AC generator with a constant field excitation. The prime mover slows down:,lowering frequency and lowering generated voltage,increasing frequency and increasing generated voltage,increasing frequency and lowering generated voltage,lowering frequency and increasing generated voltage,A
820,By adding resistance in series with the shunt field winding of a DC motor with no load will cause the moto_____________.,increase,decrease,fluctuate rapidly,remain the same             ,A
821,Current measuring instruments must always be connected in __________.,series with a circuit,parallel with a circuit,series-parallel with a circuit,delta with the shunt,A
822,Decreasing the power source frequency in a capacitive circuit will __________.,decrease the average current in the circuit,not have any affect on the  average current value,increase the average current in the circuit,not have any affect on the capacitive reactance,A
823,Determine the required horsepower of a primemover having 80% efficiency to drive a 500 KW generator.,837.5,840.56,830.5,825.14,A
824,"Double seated, pneumatically controlled, regulating valves  exhibit good balancing characteristics essential for low-sensitivity applications because __________.","high pressure enters between the seats and creates equal, but opposing forces",they employ a specially fabricated diaphragm,the feedback control signals balance the opposing forces acting on the diaphragm,the special diaphragm motor spring resists pressure changes,A
825,Electric circuits are protected against overloads and short circuits by means of a/an __________.,circuit breaker,amplifier,diode,capacitor,A
826,Electrical instrument being used to observe and measure wave forms in an alternating current.,Correct polarity must be observed because reverse bias will damage the component.,voltmeter,potentiometer,Ammeter,A
827,Engine RPM can be indicated on a engine control panel by measuring the voltage from a  ________.,small engine driven signal generator,bimetallic sensor mounted in the exhaust manifold,ultraviolet radiation counter,shaft torque indicator transducer,A
828,Equal power factors on paralleled AC generators are maintained by an automatic __________.,voltage regulator,reverse power relay,reverse current relay,governor control switch,A
829,"For practical purposes, in a simple series circuit employing two resistors, a drop of one half the source voltage will occur across one resistor if it has __________.",a resistance equal to the other,half the resistance value of the other resistor,at least ten times the resistance of the other,a partial short circuit,A
830,Generators with the same voltage at no load and maximum load but with the peak voltage in between are ,Flat compounded,over-compounded,special nonconductors,all of the given answers,A
831,How are ammeter connected in measuring the current flow in a circuit?,Series,Parallel,Supply voltage,Series / Parallel,A
832,How come that different operation of AC generator it could hardly maintain the maximum power required., Improper setting of load limit switch, Failure of prime remover, Improper of setting slip ring , Defective voltage regulator,A
833,How is lead-acid cell tested?,hydrometer,hygrometer,hogometer,megometer,A
834,How many watts is needed to run an electric motor with a horsepower of 1.25?,"Each wire must be 14 AWG or larger, regardless of locations and use.",986,1007,1018,A
835,"How will a molded-case circuit breaker react after it has tripped, as a result of an overloaded circuit?",The breaker will trip again if immediately reset.,The breaker handle will lock in the OFF position.,The breaker handle will lock in the tripped position until  the thermal element cools down.,The breaker handle cannot be moved to the OFF position until the thermal element cools down.,A
836,If a 65 HP engine drives a DC generator and if the generator has an efficiency of 85% how many kilowatt does it deliver?,41.22 KW,41.20 KW,41.23 KW,41.21 KW,A
837,"If a shipboard AC generator experiences voltage failure, the cause may be due to __________.",an open in the rotor field circuit,the brushes shifting out of the neutral plane,excessive locked-rotor current,a rotating slip ring,A
838,"If all three ground-detection lamps continue to burn at equal intensity after the test button is depressed and released, which of the listed conditions is indicated?",No grounds exist,All three phases are grounded,The test switch is faulty,The current transformers are shorted out,A
839,"If the driving torque, such as that produced by a diesel engine, creates pulsations when coupled with a synchronous generator operating in parallel, the generator rotor may be periodically pulled ahead or behind its normal position as it rotates.  This hu",the use of amortisseur windings,direct coupling,increasing governor speed droop,decreasing governor speed droop,A
840,"If the excitation of one of two alternators operating in parallel is increased, the _______________.",power factor will change in the lagging direction,power factor will chnge in the leading direction,kilowatt load will be greatly increased,ampere load will be greatly decreased,A
841,"If the field current of a paralleled AC generator is increased above normal, what will be the net result to the VAR's and power factor?",VAR's will increase and the power factor will be more lagging,VAR's will increase and the power factor will be more leading,VAR's will decrease and the power factor will be more lagging,VAR's will decrease and the power factor will be more leading,A
842,"If the microprocessor shown in the illustration indicates a fault code representing 'Microprocessor Faulty', which of the following conditions is indicated and what corrective action should be taken?","The self checking feature of the microprocessor locates a malfunction due to a circuit or component failure,  necessitating the replacement of the microprocessor.","If the unit initiates such an alarm, the unit is obviously  functioning correctly and just needs to be reset.",This fault code does not exist and this situation will never occur due to standard manufacturing criteria.,None of the above.,A
843,"If you install a hydraulic hose on a unit and fail to leave sufficient room for expansion, which of the following problems will develop?",The hose may pull loose from its fittings.,The components connected by the hose will be damaged.,The hydraulic unit will fail to acquire any power.,The hydraulic fluid will overheat and breakdown.,A
844,"If your multimeter gives a reading in ohms when testing each end of each conductor of a three-conductor cable, this indicates __________.",continuity of the conductor,an infinite resistance,the presence of a partial ground,that the conductor is not short circuited,A
845,"In a diesel electric plant, raising the generator's field excitation will cause the DC propulsion motor to __________.",increase in speed,decrease in speed,affect generator speed only,affect main motor speed if done in conjunction with higher  generator engine speeds,A
846,"In a series wound motor, the current passing through the field windings is also passing through the __________.",armature,shunt field,reactance comparator,laminations,A
847,"In a three-phase electrical system, three ground detecting  lamps are provided. One lamp goes dark and the others increase in brightness when the ""ground test"" button is pushed. You should conclude that __________.",there is a ground on the line with the dark lamp,the dark lamp must be replaced,there are grounds on the lines with the bright lamps,this is a normal condition,A
848,"In accordance with Coast Guard Regulations (46 CFR), the emergency generator set aboard an 1800 GT tank ship in  ocean service, must be capable of supplying an emergency source of power for a minimum period of __________.",18 hours,"18 hours or twice the time of the vessel's run, whichever is the least",36 hours,"36 hours or twice the time of the vessel's run, whichever is the least",A
849,"In an AC electrical system, a low system power factor is a direct sign of____.",wasted energy,efficient operation,a short circuit,a grounded circuit,A
850,"In an AC generator, direct current from a separate source is passed through the windings of the rotor __________.",by means of slip rings and brushes,by means of a commutator,by means of rotating bar magnet,to minimize the danger of arc over,A
851,"In an alternating current electrical system, a low system power factor is a direct sign of _______.", wasted energy, efficient operation, a short in the exciter field windings, an excessive number of minor system grounds,A
852,"In DC generators, brush sparking caused by coil inductance discharges at the moment of commutation overcome by________________.",power expanded on them,installing copper-graphite composition brushes for better conduction,eliminating any magnetic field around the brushes,increasing spring tension of the brush rigging,A
853,"In measuring the AC current flow, you should always  connect the meter in____________.",series with the power source and load,parallel with power source and load,insuring correct polarity,using the lowest range possible,A
854,Indicate the proper procedure for mixing battery electrolyte:,"use distilled water, add acid to water","use alkaline water, add acid to water","use distilled water, add water to acid","use alkaline water, add water to acid",A
855,It is a Bind od DC generator where  the field winding is connected in parallel with the armature.,Shunt,Compound,Self excited,Series,A
856,It is a device that prints out a permanent record of a machinery operationg conditions in an automated vessel.,Data recorder,Computer,Analyzer,Log adjuster,A
857,It is a kind of circuit protection device where the trip mechanism is actuated by a small armature if excessive current is sensed in the circuit.,shifting the neutral plane of the brush rigging,Thermal breaker,Safety Fuse,Voltage regulator,A
858,It is a material widely used as electric cable due to its good conductivity.,Copper  ,Lead,Brass,Aluminum,A
859,It is a part of a D.C. motor that causes the reversal in the polarity of the  field and makes a contineous rotation of the motor.,Commutator,Windings,Slip rings,Carbon brushes,A
860,It is a poor conductor material that becomes glow red or white hot when heated from conducting electric current.,Tungstern,Mercury,Phosphor bronze,Carbon steel,A
861,It is an extra terminal in a controlled rectifier that is being widely used as an eletronic motor speed controller.,Shunt,Diode,Anode,Cathode,A
862,It is kind of alternator having all the armature conductors connected in series as one winding across which an output voltage is generated.,Single-phase,Double-phase,Three-phase,Multi-phase,A
863,It is prepared electric cable used that is highly resistant to mechanical or corrosive damage.,Armoured sheathed,Lead sheathed,Metallic sheathed,Aluminum sheathed,A
864,It is the common method of producing electricity for the electric power use.,Magnetism,Electrolysis,Chemical Action,Heat transfer,A
865,It is the kind of electric cables is being used in wet locations such as underground or outbuildings?,Non-metallic sheathed cable,Armoured sheathed cable,Lead sheathed cable,Aluminum Sheathed cable,A
866,It is the method of sending electric power from one point to another by using conductors.,Transmission lines,Wave form,Telegraphic transfers,Electronic device,A
867,It is the minimum opening capacity in amperes of a circuit breaker to be installed in a circuit carrying a load of 3 horsepower air conditioning unit in a 220 volts line.,10,15,20,25,A
868,It is the unit of power that is being used in moving electrons from one point to another point.,Watts,Ampere,Volts,Ohms,A
869,Kilowatt load is divided between two AC generators operating in parallel by __________.,adjusting the governor controls,varying the excitation voltage,increasing both prime mover speeds simultaneously,decreasing both prime mover speeds simultaneously,A
870,Large cable sizes are formed as individual conductors that may be comprised of several smaller strands to.,obtain the flexibility requires for easy handling,reduce the overall weight of the wire run,reduce the number of supports needed,all of the given answers,A
871,Nickel-cadmium batteries are superior to lead-acid batteries at high discharge rates because they __________.,25,need fewer cells in connected series and less mounting space,have higher output voltages and require no maintenance,all of the above,A
872,"On a main switchboard, if all three ground detection lamps burn with equal intensity when the test button is depressed, which of the listed conditions is indicated?",The bulbs are operating properly,All three phases are grounded.,The test switch is grounded.,The current transformers are shorted.,A
873,One function of the movable cams in a drum-type winch motor controller is to __________.,regulate the speed of the motor,maintain resistance contacts in clean condition,insulate the operating handle,limit the amount of load put on the motor,A
874,One method of providing an input speed signal for an electric analog tachometer on an engine control panel would be by using a ________.,small generator mounted on the engine,bimetallic sensing device,stroboscopic liquid crystal display,shaft torque indicator,A
875,"Operational amplifiers, used primarily in analog circuits,  are characterized by __________.","high input impedance, high gain and low output impedance","high input impedance, high gain and high output impedance","low input impedance, low gain and high output impedance","low input impedance, high gain and low output impedance",A
876,Periodic testing by a shore side support technician using a special camera which can detect potentially dangerous loose or corroded bus bar and controller connections is termed __________.,heat sensitive thermography,visual pyrotronics,corrosion electrolysis,electric vibro-analysis,A
877,Polarization of a cell supplying electrical energy is caused_______________.,formation of hydrogen gas on its positive plate,an alternating of material of the electrode,an opposing EMF set up in the cell,gradual increase in concentration of the electrolyte,A
878,Possible phase relationship between voltage and current in an alternating current circuit include which if the following conditions?, current and voltage may be in phase, current may lead the voltage, current may lag the voltage, all of these choices,A
879,Proper maintenance of a D.C. motor's commutator includes __________.,it puts an additional load on the bus,coating the copper surface with light machine oil for the first four hours of operation,applying a thin coat of electrical varnish monthly,all of the above,A
880,"Resistance of 4, 5 and 6 ohms are in series with another in a 220 V circuit. Calculate the total resistance, line circuit, total voltage drop across the resistance and total power consumed?","RT=  15 ohms.; A= 14.66 amps.; V= 219.90 V; P=3, 223.7 watts","RT=  14 ohms.; A= 14.66 amps.; V= 220.10 V; P=4, 353.7 watts","RT=  18 ohms.; A= 17.66 amps.; V= 230.10 V; P=4, 223.7 watts","RT=  12.2 ohms.; A= 16.16 amps.; V= 180 V; P=2, 223.7 watts",A
881,Routine maintenance of dry-type transformers should include __________.,"cleaning the windings, if accessible, with a vacuum cleaner or very low pressure air",measuring and recording the winding temperature with an accurate mercury thermometer,periodic cleaning of the winding insulation with an approved solvent,making sure that the units are close to bulkheads or corners to protect them from damage,A
882,Shading coils are installed on AC full-voltage starters to  __________.,eliminate contact chatter,dissipate opening contact arcs,delay current build up in the holding coil,protect the motor windings from momentary starting current  overload,A
883,The  important components of D.C. motors are the following ___________. I. Commutator II. Brush III. Tachometer,I & II,I & III,II & III,"I, II, & III",A
884,The amount of watts that is needed to run an electric motor that is designed to develop 1.25 horsepower is______________.,933,986,1007,1018,A
885,The best liquid cleaner for the generator parts that was submerged in sea water is ___________.,Fresh water,Carbon tetracholoride,Alcohol,Kerosene,A
886,The characteristic of 'offset' is inherent with which mode of control?    I. proportional control    II. reset control,I only,II only,Both I and II,Neither I nor II,A
887,The circuit protection device where the current heats a bimettalic strip which when heated sufficiently bends to allow the trip mechanism to actuate is called the _____________.,Thermal breaker,Magnetic breaker,Overload relay,Voltage regulator,A
888,The conversion of the throttle command voltage to the signal necessary to achieve the desired shaft RPM is accomplished  by the __________.,ahead or astern function generator of the throttle control circuit,feedback resistor of the summing amplifier circuit,operational amplifiers in the autorotation circuit,long time constant amplifier circuit,A
889,The D.C. motor that operatoes with the field coil connected in parallel with the armature is a ________.,Shunt wound,Series wound,Single phase,Three phase,A
890,The device in an electrical installation that is being used to or close the electrical path way in a complete circuit is called the________________.,switch,fuse,load ,Current ,A
891,The device measure pressure and converts it into an electrical signal?,transducer,reducer,Transformer,Rectifier,A
892,The electric instrument used in trouble shooting by allowing current is called a/an__________.,clampmeter,Wattmeter,multi tester,handy tester,A
893,The final step in testing a circuit for a ground involves the use of a megohmmeter.  A grounded switch or cable will  be indicated by a megohmmeter reading of __________.,voltage regulators,infinity,steady in the high range,unsteady in the low range,A
894,The following results were obtained when an uncalibrated bourdon tube pressure gage was compared to a test pressure gage.  Which adjustment(s) is/are necessary?   True Pressure - Indicated Pressure ;  20 - 35;  30 - 45; 40 - 55;  50 - 65;    I. set point ,I only,II only,Both I and II,Neither I nor II,A
895,The frequency output of an operating alternator is  controlled by the __________.,relative speed of the rotor poles,number of turns of wire in the armature coil,strength of the magnets used,output voltage,A
896,The good conductor material installed in the main switch board where the incoming alternator is the ______________.,Busbor,Commutator,Terminal,Winding,A
897,The heat dissipating capability of a resistor is measured in _______., watt, ohm, volts, ampere,A
898,The inductive reactance of AC circuit is express in _________________.,ohms,mhos, henries,farads,A
899,The instrument being used to measure the atmospheric pressure is called a ____________.,Barometer,Pneumercator ,Compound Gauge,Pressure Gauge,A
900,The insulation efficiency if electric devices and wiring can be tested by using an instrument called ______________.,Megger,Ammeter,Voltmeter,Potentiometer,A
901,The kind of conduit that is used because of its characteristics of easy installation underground and does not rust is____________.,Polyvinyl chloride,Galvanized pipe,Rigid aluminum,Metallic tubes,A
902,The kind of connection/s where in the positive terminals are connected together at the same time the negative terminals are connected together in an electric circuit is/are_____________.,I only,II only,I & II ,II & III,A
903,The kind of self excited D. C. compound generator where the rated voltage is less than no-load voltage is called_______________.,Under compound ,Over compound,Flat compounded,Round compounded,A
904,The kind of working gloves to be used in working on electrical jobs to prevent electric shock.,Leather,rubber,Cotton,Silk,A
905,The lamp that is being installed in the main switchboard that indicates whether the alternator is in the correct phase position or not is called _______________.,Synchronizing lamp,Standby lamp,Running lamp,Power lamp,A
906,"The life expectancy of electrical insulation, is approximately halved for an increased operating temperature of __________.",10°C,25°C,50°C,100°C,A
907,The location where you can find the most number of emergency lights are installed onboard.,Passage ways,Steering room,Mast houses,Bridge deck,A
908,The loop of wire that rotatyes through and cut the magnetic field in a generator is called the __________.,Armature,Pole,Slip ring,Carbon brushe,A
909,The material that is used a electrical cable due to its good conductivity is_________.,Copper  ,Lead  ,Brass,Aluminum,A
910,The megohmmeter reading of a grounded should be____________.,zero ,at infinity,unsteady in the high range,unsteady in the low range,A
911,The method of sending electric power from one point to another by using conductors is by_____________.,Transmission lines,Wave form,Telegraphic transfers,Electronic device,A
912,The minimum opening capacity in amperes of a circuit breaker to be installed in a circuit carrying a load of 3 horsepower airconditioning unit in a 220 volts line.,10,15,20,25,A
913,The most practical method used for resurfacing a ships service generator commutator is to______. , Use a grinding rig, Hand stone it, Turn it own in the same ship lathe, Burnish with  commutator stones,A
914,The nominal open-circuit voltage of one cell of a fully charged wet cell nickel cadmium battery is __________.,1.2 volts,1.5 volts,2.0 volts,3.0 volts,A
915,The number of watss in one horsepower is,746 watts,663 watts,500 watts,"1,000 watts",A
916,The polarity of the pole pieces of a self-excited DC generator has been lost. Properly flashing the field result in _______________.,restorating of proper residual magnetism,realignment of the communicating poles,raising the no load voltage drop,the removal of silicone contamination,A
917,The polarity of the pole pieces of a self-excited DC generator has been lost. Properly flashing the field result in _______________.,electromagnetic field revolving armature type,realignment of the communicating poles,raising the no load voltage drop,the removal of silicone contamination,A
918,The primary function of an electric motor is to __________.,develop torque,generate high voltages,produce a magnetic field,generate high electrical resistance,A
919,The proper sequence for securing a D.C generator in parallel operation is to:,"reduce current to near zero, open circuit breaker and switch and secure the driving unit","open the circuit breaker, secure the driving unit and cut in resistance to the field","open the circuit breaker, reduce the current zero and secure the driving unit",none of the above,A
920,The purpose of a motor under voltage protection device is to _________________.,provide high armature current when voltage is restored,start the motor at a very low voltage,trip the load off the motor incase of fire,protect the personnel from low voltage shock,A
921,The purpose of an impressed current cathodic protection system aboard ship is to __________.,"prevent corrosion of the hull, propeller, rudder and line shafting",neutralize the vessel's stray magnetic fields which would interfere with radar,protect engine room and deck machinery from oxidation in the presence of salt air,maintain a minimum constant alternator load to prevent overheating,A
922,The ratio of the effective value of the counter EMF in volts to the effective value of the current in amperes.,potassium hydroxide with a small amount of sulfuric acid, Relative efficiency, Inductive capacitance, Efficiency drag,A
923,The reading of the voltmeter if you measure the voltage of a fully charge 24V battery by placing positive lead to the negative side of battery and negative lead to the positive terminal of battery wire be______________.,restorating of proper residual magnetism,6,12,24,A
924,The recommended method used to resurface an eccentric DC motor commutator is to __________.,turn it down in the ship's lathe,use a hard canvas wipe,use a hand stone,burnish it with commutator stones,A
925,The resistance in the electrical wiring decreases as _____ increases., Cross sectional area, Temperature, Length, Metal impurities,A
926,The resistance of wire or cable in an electrical installations is propotional ti the ____________.,Length of wire,Area of wire,Insulation of wire,Material of wire,A
927,The resistor using metal with low resistance value and melting point is designed to blow out thus opening the circuit when the current exceeds the rated value of resistance is called a _______________.,Fuse,Switch,Breaker,Cartridge,A
928,The rotation of a three-phase induction motor can be reversed by __________.,interchanging any two of the three line leads to the stator,disconnecting one of the three line leads to the stator,switching the shunt field coil leads,permanently disconnecting any two of the three line leads to the stator,A
929,The set point current at which a magnetic-type overload relay tends to trip may be increased by turning the dashpot in the 'lower' direction.  This action __________.,reduces magnetic force on the plunger and requires more current to trip the relay,reduces magnetic force on the plunger and requires less current to trip the relay,increases magnetic force on the plunger and requires more current to trip the relay,increases magnetic force on the plunger and requires less current to trip the relay,A
930,The shunt of an ammeter should be connected in,series with the load and in parallel with the meter movement,parallel with load and in series with the meter movement,parallel with the load and in parallel with the meter movement,series with the load and in series with the movement,A
931,The simplest methods of controlling the terminal voltage compound wound DC generators is with a ________., hand-operated field rheostat connected in series with the shunt field circuit, separate exciter in a series with the shunt field, carbon pile regulator in series, balance coil diverting neutral current through the shunt field,A
932,The small variable shunt connected across the series field coils to permit adjustment of the degree of compounding is called_____________.,Diverter,Divider,Resistor,Rheostat,A
933,"The speed of a squirrel-cage, multi-speed, induction motor, as used aboard ship, is varied by changing the __________.",number of connected poles in the stator,frequency to the motor,excitation voltage,resistance of the rotor circuit,A
934,The timer element of a reverse power relay will activate when __________.,the power flow is the same as the tripping direction,the power flow is the opposite to the tripping direction,the movement of the disk is damped by a permanent magnet,the load difference between generators is more than 10 percent.,A
935,The total opposition to current flow in an AC circuit which is a combination of resistance and reactance (X) and is measured in ohm, impedance (Z), capacitance, inductance,resonance,A
936,The total voltage and amperage of two 50-amp 6-volt batteries connected in parallel is;,"6 volts, 100 amps","6 volts, 50 amps","12 volts, 100 amps","12 volts, 50 amps",A
937,"The true power indicated by the pointer movement of a wattmeter depends on the current flow through the load, the magnitude of the potential across the load, and the __________.",power factor of the load,angle of coil displacement,inertia of the movable coil,high resistance from the load,A
938,The type of electrical cables that are being used in wet locations such as underground or outbuildings for safety reasons is the _______________.,it is not affected during charging,Armoured sheathed cable,Lead sheathed cable,Aluminum Sheathed cable,A
939,"The type of motor control circuit that will not permit automatic restarting after power is restored, following a power failure, is called __________.",low voltage protection,low voltage release,overload lockout,reduced voltage restart,A
940,The unit of power being used in moving electrons from one point to another point is a/an:,watts,volts,ampere   ,ohm,A
941,The voltage of an operating AC turbogenerator is raised or lowered by adjusting the,generator field exciter,phase sequence switch,generator governor controls,synchronizing switch,A
942,The voltage produced in a single phase generator for the greatest output is at__________.,90 and 270 degress,90 and 180 degrees,0 and 180 degrees,180 and 360 degrees,A
943,Thermal strip heaters are provided in DC main propulsion motors to __________.,prevent moisture buildup in windings,maintain a relatively constant temperature in the motor enclosure,prevent the rotor from warping,provide an additional means of starting resistance,A
944,These are the characteristics in the selection of electric cables and conduit before installation.   I. Good conductivity   II. Do not rust    III. Easily formed,I & II,II & III,I & III,"I, II & III",A
945,This can be obtained in an open circuit if we use the instrument called meager tester.,Insulation efficiency,Resistance of wire,Maximum load,Current flaw,A
946,This element is placed inside switchboard boxes of deck machineries outside the engine room to avoid formation of moisture on electric parts.,Selica gel,Carbon tetracholoride,Absorbent material,Sodium chloride,A
947,This is a D.C. generator where the field is supplied from an external source.,Self excited,Separately excited,Shunt,Compound,A
948,This is a kind of self excited D. C. compound generator where the series windings are so proportion that the terminal voltage is practically constant at all loads within its range.,flat compounded,Round compounded,Under compounded,Over compounded,A
949,This is the principle of electricity when a solid material gives off light when conducting electric current.,Electroluminescence,Phosphorescence,Flourecence,Electricence,A
950,"To check the three line fuses of a three-phase system consisting of a three-phase motor, you must __________.",place the starter in the 'stop' position,make sure the motor is operating at full load to guard against a false reading,place the leads across the 'hot' ends of the fuses,place the leads across the bottom ends of the fuses,A
951,"To correct reversed residual magnetism in a self-excited DC generator, you must___________.",insulate the brushes from the commutator and flash the field,reverse the exciter connections,short circuit the armature and series field thorough a fuse,short circuit and the shunt field thorough a fuse,A
952,"To ensure an accurate pneumercator reading, you should",purge the balance chamber to remove any liquid,read the bottom of the mercury meniscus,take the reading with the operating cock in the vent position,make certain the tank has been bled of air,A
953,To equalize the power factor of two alternators operating in parallel the________________.,field excitation of both units is adjusted,governors of both unit are adjusted,phase sequence is altered,kilowatt load is evenly divided,A
954,"To properly seat the brushes on a commutator or slip rings, you should use  __________.",sand paper,crocus cloth,diamond file,hack saw,A
955,"To repair small electrical motor that has been submerged in saltwater, you should_______________.",Wash it fresh water and apply external heat,Renew the windings,send it ashore to an approved service facility,rinse all electrical part with a carbon tetrachloride cleaning solvent and then blow dry the motor with compressed air,A
956,"Two alternators are operating in a parallel. If there is an increase in load and decrease in voltage, the automatic voltage regulator will_______________.",cut out the field resistance ,cut in the filed resistance,cut in armature resistance,cut out armature resistance,A
957,"Under normal conditions, storage batteries for the starting the emergency diesel generator are maintained in a charged state by which of the following methods:",prevent grounds in branch circuits,reverse charging,equalizing charging,fear charging,A
958,Unnecessary and frequent applications of insulating varnish to the generator stator windings to repair defective insulation will result in __________.,improper heat dissipation,deficient air gap clearance and eventual damage to the casing,failure of the rectifier assembly,shorting out the line leads,A
959,Using a fuse whose rating is higher than necessary __________.,endangers the apparatus it is supposed to protect,reduces the possibility of short circuits,increases the efficiency of the equipment by allowing more  current to be used,wastes money because they are more expensive,A
960,Ventilation is required in battery rooms to _____________.,avoid flammable gas accumulation,prolong battery life,avoid toxic vapor accumulation,prevent battery discharge,A
961,Water accumulating in hydraulic system oil will cause an oxidation process producing by products which are normally,"gums, acids, and varnishes",remove by cellulose type filters,neutralized by oil additives,not removed by absorbent filters,A
962,What do you call a connection/s in two battery cell where the position terminals are connected together at the same time the negative terminals are connected together in an electrical circuit?,To determine its capacity.,II only,I & II,II & III,A
963,What do you call the electric instrument consist of an ammeter connected in series with a resistor that limits the current flow?,Voltmeter,Wattmeter,Ohmmeter,potentiometer,A
964,What electrical apparatus can test the insulating efficiency in an electric installation?,meger tester,volt meter,ammeter,potentiometer,A
965,What electrical part that can be installed across the motor terminals in order to improve the power factor?,Capacitor,Conductor,Resistor,Rheostat,A
966,What element is placed inside switch boxes of deck machineries outside the engine worn to avoid short circuits?,Selica gel,Carbon tetracholoride,Absorbent material,Sodium chloride,A
967,What happen in a series circuit when the voltage remain constant and the resistance increase?, current decrease, current remains the same,both A the B,None of these choices,A
968,What is a measuring device where the reading can be indicated thru the expansion of a high resistance wire?,thermocouple,thermometer,pressure gauge,compound gauge,A
969,What is an electrical system in permitting current to leak off to the ship's hull either directly or through other parts of the ship.,grounding,insulating,wiring,electrifying,A
970,What is the approximate discharge voltage produced by one wet cell of a nickel-cadmium battery?,1.25 volts,1.5 volts,2.2 volts,6.0 volts,A
971,What is the best liquid cleaner for the generator parts that was submerged in sea water?,Fresh water,Carbon tetracholoride,Alcohol,Kerosene,A
972,What is the device that prints out a permanent record of a machinery operationg conditions in an automated vessel is a/an ____________________.,Data recorder,Analyzer,Log adjuster,Computer,A
973,What is the instrument onboard being used to measure the pressure of the atmosphere?,Barometer,Compound Gauge,potentiometer,Pressure Gauge,A
974,What is the lowest permissible flashpoint of the oil used in a hydraulic valve actuating system that operates at 145 psi? (46 CFR),200°F,212°F,300°F,315°F,A
975,What is the main difference between a relay and a contractor?,contractors can be handle loads than relays,a relay is series connected; a contractor is parallel connected,contractors control current; relays control voltage,contractors are made from silver; relays are made from copper,A
976,What is the method of sending electric power or signals from one point to another by using conductors?,Transmission lines,Wave form,Telegraphic transfers,Electronic device,A
977,What is the minimum opening capacity in amperes of a circuit breaker to be installed in a circuit carrying a load of 3 horsepower air conditioning unit?,10,15,20,25,A
978,What is the primary reason for commutating poles in a D.C. generator?,prevent sparking of the brushes,increease field strength,neutralize armature reaction,aid in a commutation,A
979,What is the reason why the entire core and coil assembly of transformer are dipped in an insulating varnish and baked into a solid mass?,avoid vibration and wear,avoid loss of current,obtain efficient voltage reduction,obtain more efficient insulation,A
980,What is the unit of power being used in moving electronic from one point to another point?,Watts,Amperes,Volts,Ohms,A
