FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
874,An O-ring seal in a hydraulic system will begin to leak when it has lost its interference fit due to __________.,compression set or wear,low fluid pressure,high fluid flow,low fluid temperature,A
875,"Any liquid which gives off flammable vapors at, or below, 80 degree F, as determined by flashpoint from an open cup tester, describes a                                .",flammable liquid,combustible liquid,nonflammable liquid,noncombustible liquid,A
876,Archimedes' principle states that the resultant pressure acting on a body immersed in a fluid __________.,acts vertically upward through the center of gravity of the displaced fluid and is equal to the weight of the fluid displaced,will cause the body to have a reduction in mass equal in magnitude to the effective mass of the structure located above the line of floatation,"is proportional in magnitude and direction, regardless of the direction originally developed when the object was submerged",is applied equal and in all directions throughout the vessel in which it is contained,A
877,"At pressure of 1.013 bar, or atmspheric pressure at sea level, water boils at _______.",373 K,100º F,66º C,87º C,A
878,Bearing wear on a split sleeve type bearing is normally measured with a __________.,ball anvil micrometer,pair of outside calipers and a dial indicator,pair of inside calipers,depth micrometer,A
879,Boyle's law can best be defined as _________.,"the volume of an enclosed gas varies inversely with the applied pressure, provided the temperature remains constant","if the pressure is constant, the volume of an enclosed gas varies indirectly with absolute temperature",a body at rest tends to remain at rest.,none of the above.,A
880,Carbon deposits forming on the discharge valves of an air compressor are caused by oil deterioration under high pressure.  The first step in reducing these deposits would  be to __________.,reduce the discharge temperatures with intercoolers,increase the compression ratio,use a high viscosity oil,increase the oil volatility,A
881,Carryover in a flash type distilling plant can be a result  of __________.,faulty operation of the brine overboard pump,a pressure drop through the loop seal,high distillate conductivity,low distillate conductivity,A
882,"Certain essential requirements under ""UMS"" operatio must be met:",Voyage alarm system,Machinery control room,Bridge Control,Low power alarm and fire protections,A
883,Coast Guard Regulations (46 CFR) specifically prohibit seats or disks in pressure vessel relief valves to be made of __________.,cast iron,bronze,brass,stainless steel,A
884,Copper coil tubing is best cut with a __________.,tubing cutter,hand hacksaw,pipe cutter,flare cutter,A
885,Demulsibility of lubricating oil is defined as ____________,the ability of oil to separate from water,the temperature at which oil flows rapidly,a measure of the water in a lube oil system,an emulsion of different grades of oil,A
886,Determine the molecular mass of hydrocarbon where mass of the hydrogen and carbon are 1 and 12 respectively?,16,20,30,44,A
887,Diesel engine lube oil diluted with fuel oil:,decreased viscosity,increased flash point,decreased pour point,increased viscosity,A
888,"Due to the hazards involved with Halon type fire extinguishers on a VESSEL, the size II extinguisher may only  be used __________.",outside of an occupied space,on class C fires,in any inside emergency,on class B fires,A
889,"During the operation of a flash-type evaporator, the distillate flow meter indicates the output has significantly  decreased from the previous day. Although all shell pressures appear normal, which of the following could be the probable cause for the decr",A leak has developed in the distillate collection tray.,Excessive L.P. extraction steam is flowing to the feedwater heater.,Feedwater temperature is being introduced at 170°F.,Distillate output temperature is being discharged at 100°F.,A
890,"Each person on a VESSEL carrying immersion suits must wear the exposure suit in a boat drill, or participate in a drill which includes donning the suit and being instructed in its use at least once every __________.",month,two months,three months,six months,A
891,Early models of the flash-type evaporators required a pump to drain the steam condensate from the salt water feed heater.  This pump would normally discharge to the __________.,DC heater,first stage flash chamber,second stage flash chamber,brine overboard line,A
892,"Ejectors are simple, reliable, inexpensive, effective and ______________.",maintenance free,utilizes high grade metal,hard to maintain,heavy,A
893,Energy imparted to the hydraulic fluid in an operating hydraulic system is stored in the __________.,accumulator,actuator,ram,reservoir,A
894,Evaporators and condensers are two forms of __________.,heat exchangers,liquid receivers,storage receptacles,flow inhibitors,A
895,Excessive air leakage into the suction side of a centrifugal pump would be indicated by which of the following operational problems?,"The pump delivers full capacity when started, but gradually slackens off to an abnormally low flow.",The pump packing gland overheats after short operating periods.,The motor overcurrent protective device continually shuts the pump down.,Pounding noises can be heard at the pump suction chest.,A
896,Excessive moisture being collected in the purge unit of a low pressure refrigeration system could indicate which probable condition?,leaking condenser or chiller tubes,low efficiency purge unit,dryer core needs replacement,improper charging of refrigerant,A
897,Excessive wear on a centrifugal pump shaft sleeve will __________.,cause new packing to be torn and scored,cause severe pump vibration at operating speed,damage the packing gland stuffing box,damage the pump casing interstage seals,A
898,Failure to remove the carbon ridge at the top of the cylinder when removing a piston may result in __________.,damaged upper piston rings and/or ring lands,scored piston walls,damaged cylinder liners,deformed piston skirts,A
899,Feedwater supplied to a flash type distilling plant will flash to vapor in the first-stage due to the flash chamber  __________.,pressure being lower than the saturation pressure corresponding to the feedwater temperature,temperature being higher than the evaporation temperature of the supplied feedwater,heat exchange surfaces being directly in the path of the entering feedwater,orifices finely atomizing the heated feedwater entering the flash chamber,A
900,Find the area of a 13 inches diameter circle to one decimal place?,132.7 in.2,154.8 in.2,169.8 in.2,173.9 in.2,A
901,Fittings used to close the ends of pipe are called 'pipe __________.,caps,ells,tees,closures,A
902,Foaming of the oil in a refrigeration compressor crankcase  is caused by __________.,refrigerant boiling out of solution from the lube oil,liquid refrigerant flooding the compressor and system,lube oil viscosity being reduced by refrigerant dilution,compressor suction pressure suddenly increasing,A
903,"For a VESSEL with trim, a decrease in 'GMT' will cause the angle of inclination to __________.",increase,decrease,remain constant,stabilize at an angle,A
904,Fuel oil settling tanks are used to:,store fuel oil prior purification,precipitate water and solids from the fuel,facilitate water and solids from the fuel,an air receiver which has been repaired by a Coast Guard certified welder,A
905,Gas leaks through a boiler casing could _____________.,cause overheating of the uptakes,impair the operation of the high steam pressure limit switch,cause improper burning of fuel oil,impair the effectiveness of the air purge cycles,A
906,Heavy carbon accumulations in an auxiliary boiler could be caused by _____________.,improper burner maintenance,high fuel oil pressure,excessive cycling,water in the fuel,A
907,How do you reestablish the loop on an air ejector condenser?,close off the drain valve as provided,decrease the air ejector pressure,increase the flow of condensate through air ejector condensers,secure the second stage air ejector,A
908,"How lond will it take Oscar and Bong, together to plow a field which Oscar can do alone in 5 days, and Bong do the job in 8 days?",3.08 days,3.18 days,3.05 days,3.10  days,A
909,How many fathoms is the equivalent of one shot when measuring the ship's anchor chain?,15,6,12,3,A
910,How much water must be added to 400 liters of mixture that is 80% alcohol to reduce it to  a 60% mixture?,80 liters,70 liters,20 liters,50 liters,A
911,Hydraulic systems typically operated for intermittent service do not require the use of oil coolers and would include all of the following except _________?,Constant tension mooring winch system,Hatch cover systems,Watertight door system,Internal combustion engine hydraulic starter system,A
912,"If a ball bearing installed on a pump is completely packed  full of grease, this can result in __________.",bearing failure,smoother pump operation,reduced corrosion in the bearing,increased pump capacity,A
913,"If a diesel is operating with excessive high exhaust temperature on all cylinders, you should first__________.",reduce the engine load,increase cooling water flow,increase lube oil flow,increase lube oil pressure,A
914,"If a hole were to form in the division plate between stages of a flash type evaporator __________.

I. vaporization of the feed water would continue
II. 2nd stage vacuum would increase",I only,II only,Both I and II,Neither I nor II,A
915,"If a liquid drying agent is used in a refrigeration system  already equipped with a solid drying agent, the liquid drying agent will __________.",release the moisture already trapped in the solid drying agent,react violently with the solid drying agent,cause toxic gases to form in the refrigerated space,solidify the refrigerant oil in the compressor crankcase,A
916,"If a refrigeration system were short of refrigerant, the condition would result in __________.",continuous running of the compressor,high suction pressure,high discharge pressure,short cycling of the compressor on the water failure switch,A
917,"If a stateroom has a 5 inch by 12 inch opening through which the air travels at 100 feet per minute, what is the volume  of air being supplied to the stateroom?",41.6 cu. ft/min,51.6 cu. ft/min,61.6 cu. ft/min,81.6 cu. ft/min,A
918,"If a trouble occurs wherein the sea domestic pump onboard keeps running and stopping very frequently, what will be your immediate action in order that this kind of problem will be rectified?",Check suction pipe leaks,Add air hydrophore tank,Clean suction pump,Purge air hydrophore tank,A
919,"If an air compressor is used to supply air primarily to the combustion control system and other pneumatic controllers,  the entire system is known as the __________.",control air system,forced draft air system,supply air system,ships service air system,A
920,If the chemical analysis of a lube oil sample taken from the main propulsion machinery indicates an increased neutralization number the __________.,acidity has increased,viscosity has decreased,demulsibility has improved,tendency to foam is guaranteed to occur,A
921,"If the control air pressure for an automatic combustion control system is lost during maneuvering, you should immediately __________.",switch to manual control,blowdown the air receiver,attempt to restart the air compressor,secure the boilers,A
922,"If the discharge valves on a refrigeration compressor are leaking slightly, the compressor will __________.",run continuously,not start,short cycle on the water low pressure switch,short cycle on the high pressure switch,A
923,"If the flame of a Halide leak detecting torch burns yellow, which of the problems listed is indicated?",A restricted exploring tube,A refrigeration leak,A faulty reactor plate,Normal operation,A
924,"If the flue gas oxygen content is too high, you should __________.",adjust the combustion control system,adjust the fuel oil service system,increase the forced draft fan speed,increase the fuel oil temperature,A
925,"If the turbo charger of an auxiliary diesel engine would develop trouble, which of the following condition would probably occur?                               I. Power of the given load can not be developed  II. Would released a black exhaust gas  III.","II , II & III",I only ,I and II,II only ,A
926,"If you have a duplex double acting reciprocating pump making 120 strokes/minute, with a 5"" diameter cylinder, a 5"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",95 gpm,38 gpm,30 gpm,15 gpm,A
927,"If you have a duplex double acting reciprocating pump making 120 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",108 gpm,54 gpm,36 gpm,27 gpm,A
928,"If you have a duplex double acting reciprocating pump making 150 strokes/minute, with a 5"" diameter cylinder, a 12"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",291 gpm,145 gpm,349 gpm,73 gpm,A
929,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 5"" diameter cylinder, a 4"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",101 gpm,50 gpm,40 gpm,25 gpm,A
930,"If you have a duplex double acting reciprocating pump making 170 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 97% volumetric efficiency, what is the capacity of this pump?",202 gpm,101 gpm,84 gpm,50 gpm,A
931,"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 9"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",157 gpm,78 gpm,176 gpm,39 gpm,A
932,"If you have a duplex double acting reciprocating pump making 190 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 88% volumetric efficiency, what is the capacity of this pump?",205 gpm,102 gpm,85 pm,51 gpm,A
933,"If you have a duplex single acting reciprocating pump making 150 strokes/minute, with a 5"" diameter cylinder, a 12"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",145 gpm,349 gpm,73 gpm,291 gpm,A
934,"If you have a duplex single acting reciprocating pump making 180 strokes/minute, with a 4"" diameter cylinder, a 13"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",108 gpm,352 gpm,54 gpm,216 gpm,A
935,"If you have a duplex single acting reciprocating pump making 200 strokes/minute, with a 3"" diameter cylinder, a 4"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",23 gpm,11 gpm,40 gpm,46 gpm,A
936,"If you have a simplex single acting reciprocating pump making 100 strokes/minute with a 6"" diameter cylinder, a 12"" stroke with a volumetric efficiency of 90%, what is the capacity of this pump?",66 gpm,132 gpm,264 gpm,529 gpm,A
937,"If you have a simplex single acting reciprocating pump making 100 strokes/minute with a 6"" diameter cylinder, and a 10"" stroke at an 80% volumetric efficiency, what is the capacity of this pump?",49 gpm,98 gpm,196 gpm,272 gpm,A
938,"If you have a simplex single acting reciprocating pump making 120 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 83% volumetric efficiency, what is the capacity of this pump?",19 gpm,38 gpm,66 gpm,76 gpm,A
939,"If you have a simplex single acting reciprocating pump making 140 strokes/minute, with a 3"" diameter cylinder, a 9"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",18 gpm,72 gpm,36 gpm,109 gpm,A
940,"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",35 gpm,140 gpm,70 gpm,47 gpm,A
941,"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 4"" diameter cylinder, a  11"" stroke and operating with 89% volumetric efficiency, what is the capacity of this pump?",45 gpm,181 gpm,91 gpm,249 gpm,A
942,"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 5"" diameter cylinder, a 4"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",25 gpm,39 gpm,49 gpm,98 gpm,A
943,"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 7"" diameter cylinder, a 11"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",136 gpm,542 gpm,271 gpm,426 gpm,A
944,"If you have a simplex single acting reciprocating pump making 180 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",40 gpm,160 gpm,80 gpm,96 gpm,A
945,"If you have a simplex single acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",37 gpm,150 gpm,75 gpm,50 gpm,A
946,"If your vessel burns 5 tons of fuel per hour at 23 knots, how many tons per hour will it burn at 18 knots?",2.4 tons,3.9 tons,3.1 tons,3.3 tons,A
947,"In a bypass-type lubricating oil sytem, the main lube oil pump forces. ",all of the oil used by the engine through a filter,some of the oil used by engine through a centrifuge,all of the oil used by the engine through a filter,some of the oil used by the engine through a filter,A
948,"In a fuel oil burner havin a standard mechanical atomizer, the fuel and air are mixed as the fuel leaves the:",orifice,annular slots,tangential slots,oil passages,A
949,"In a refrigeration system, The push-pull technique can be used for the recovery of  __________.",both liquid and vapor,liquid only,vapor only,should never be used with low pressure systems,A
950,"In ballast system, combined or separate main for suction and discharge ____________.",maybe provided,are not interconnected,may not be provided,have separate mains,A
951,"In cold weather, moisture trapped in the equipment may freeze and cause valves to malfunction; that equipment is thawed out by _.",Hot water,Welding torch,Hot gas,none of the above,A
952,"In one of the innspections of the jacket cooling spaces of the main propulsions diesel engine, it was found that there are plenty of scales inside. The action to do to rectify this problem is to:",Increase pH jacket cooling,Decrease pH jacket cooling,Decrease jacket cooling temperature,Increase jacket cooling temperature,A
953,"In order to recognize the amount of anchor chain paid out,  specific portions of the chain are color coded and wrapped  with wire.  A red painted detachable line would be found between the __________.",number 1 and 2 shots of chain,number 2 and 3 shots of chain,number 3 and 4 shots of chain,all of the above,A
954,"In the VESSEL construction portfolio, materials which do not  conform to ASTM or ABS specifications must also include the __________.",chemical and physical properties of the material,name of the alternative standard or specification,the ASTM or ABS specification the material approximates,manufacturer or origin of the material,A
955,It is defined as the capacity for doing work?,energy,resistance,velocity,inertia,A
956,It is the very earliest lubricant in the early age:,fats/animal origin,oil,fuel oil,natural oil,A
957,Lapped surfaces of fuel injection equipment should be handled only after they have been:,immersed in clean fuel oil,washed in distilled water,dried by heat for several minutes,allowed to dry at room temperature,A
958,Lube oil temperature leaving the lube oil coolers is regulated by throttling the:,cooling water outlet valve,cooling water inlet valve,lube oil out valve,lube oil return flow valve,A
959,Lubricating oil which makes the requirements of more than one grade is termed:,multi-grade,petrol,additive,multi-purpose,A
960,Moisture in the refrigerant may __________.,freeze on the expansion valve seat and reduce the flow of liquid refrigerant,emulsify the oil in the condenser,freeze in the king valve,clog the oil trap,A
961,Most pump manufacturers recommended that the discharge piping for centrifugal pumps be __________.,one size larger than the pump discharge nozzle,the same size as the pump discharge nozzle,one size smaller than the pump discharge nozzle,installed with a short radius elbow at the pump,A
962,Oil emulsification in engine lubrication oil will:,causes water to separate from oil,displace lube oil required in areas of friction,reduce sludge formation in lube oil,improve the lubricating oil viscosity,A
963,Open end wrenches are __________.,nonadjustable solid wrenches,intended for gripping round objects,not suitable for tubing fittings,used with a speeder handle,A
964,"Personnel working with refrigeration systems, and subject to the exposure of refrigerants should wear __________.",face shield,a respirator,rubber gloves,an all purpose gas mask,A
965,"Prior to testing the pyrometer circuit wiring for continuity with a multimeter, you should disconnect the pyrometer because __________.",the driving voltage of the meter batteries can damage the  circuit meter,the pyrometer total resistance can damage the ohmmeter,the reactance of the pyrometer will give a no meter reading,meter current running through the pyrometer will permanently magnetize the pyrometer's pointer,A
966,Propeller pitch speed minus ship speed divided by the propeller pitch speed is termed __________.,apparent slip,true slip,pitch,propulsive efficiency,A
967,Protective equipment to be used while carrying out  oxy-acetylene welding should always include __________.,tinted goggles,ear plugs,non-sparking tools,steel toe safety shoes,A
968,Raising head pressure raises discharge temperature and              .,more power is needed per ton of refrigeration,suction temperature is decreaesed,is less power needed per ton of refrigeration,have more energy needed during suction,A
969,Refrigerant flow through a thermostatic expansion valve is  greatest when the __________.,evaporator is warm and empty of refrigerant,evaporator is cold and empty of refrigerant,low side and high side pressures are equal,low side pressure and thermal element pressure equalize,A
970,"Regarding heat transfer principles, which of the following is true?",Heat transfer always flows from hot regions to cold regions.,Heat transfer always flows from cold regions to hot regions.,Steel pipe can transfer heat more efficiently than copper pipe.,A gas can transfer heat more efficiently than a liquid.,A
971,'Respiratory heat' is a term applied primarily to which of  the following cargoes?,Fresh vegetables,Meat,Frozen vegetables,All of the above,A
972,Return lines to hydraulic systems reservoirs should________.,end the return line as far as practicable from the pump  suction,end the return line as close to the pump suction as possible,"provide a ""P"" or ""S"" trap in the return line as close to  the reservoir as possible to trap sediment from entering the tank",connect the return lines directly to the cleanout and inspection plates to limit the number of openings on the reservoir,A
973,Routine maintenance on a Central Control Room hermetically  sealed air conditioning unit should include __________.,changing the air filter,recharging the system,changing compressor lubricant,renewing container vacuum,A
974,Small leaks in flange gaskets should be stopped immediately after installation because __________.,the leak may cause damage to the flange mating surface over a period of time,the leak may cause corrosion on the flange,the leak will result in severe flange distortion,small leaks cause the pipeline to creep,A
975,Squealing sound from a compressor are caused by ____.,Compressor overload,A burned out bearing,Low oil level,Excessive leakage of valves,A
976,Standard screw threads for bolts 1/2 - inch outside diameter National Coarse are ____________.,13,16,18,20,A
977,Steam tables can be used to obtain the __________.,values for properties of water and steam vapor at various conditions,specific fuel consumption under steady steaming conditions,steam generating capacity of a vessel's boilers,mechanical efficiency of the main unit,A
978,Temperature measurement is an indication of the __________.,level of heat intensity,total heat of a substance,rate of heat transfer from one substance to another,total heat contained in any closed energy system,A
979,The absolute pressure maintained in the shell of the salt water feed heater on most flash evaporators used on steam propelled vessels is __________.,slightly less than the absolute pressure of the L.P. extraction,slightly more than the supplied live steam pressure at the  reducing valve outlet,slightly higher than the second stage vacuum,slightly lower than the first stage vacuum,A
980,The basic function of a steam trap includes which of the following processes?,Regulate the flow of condensate from a heater.,Regulate the flow of steam from a heater.,Regulate the flow of steam to a heater.,Regulate the flow of condensate to a heater.,A
981,The brazing requires:,hard solder,soft solder,more heat,less heat,A
982,The calorific of heat value of an oil is determined by the use of a/an:,calorimeter,oil analizer,calorifier,hydrometer,A
983,The cause of too high exhaust temperature in one cylinder of a 6-cylinder generator engine is _.,Timing of the fuel pump changed,Fuel supply too much,all of these,none of the above,A
984,The characteristic of a good quality lubricating oil for use in any machinery should be                             .,acid free,rapid oxidizer,capable of emulsifying,additive free,A
985,"The engineer on watch notes excessively high steam pressure in the deaerating feed tank. To prevent flashing, he should;",I only,II only,both I and II,neither I nor II,A
986,The final heating of the feed water in a flash type  distilling plant is carried out by __________.,low pressure steam admitted to the feedwater heater,heat exchange in the first-stage feedbox,vaporization in the first-stage flash chamber,heat exchange in each stage distiller condenser,A
987,"The FIRST thing to do to ensure that a refrigeration unit will not start while undergoing repairs, is to __________.",secure and tag the electrical circuit,place a crow bar in the flywheel of the unit,inform all persons in the area not to start the unit,make a log book entry,A
988,The function of a centrifugal pump double volute casing is  to __________.,reduce radial thrust on the impeller,double the liquid velocity through the pump when compared to a single volute,reduce hydraulic end thrust,provide the effect of multi-staging,A
989,The function of lubricating oil is to __________.,reduce friction between contact surfaces in motion,provide even distribution of bearing wear,reduce the accumulation of harmful detergents,maintain a constant oil temperature output at each bearing,A
990,The heat required to raise the temperature of 1 pound of any particular substance 1° F is called,Its specific heat,its latent heat,a British thermal unit,its adiabatic heat,A
991,The instrument is being used onboard to indicate the direction as well as the speed of wind is called ______________.,Anemometer,Barometer,potentiometer,Hydrometer,A
992,The kind of maintenance system if you replaced a heavily wornout pump impller only found out.,Breakdown,Pinned,Condition,Operational,A
993,The location of a vessel's frame stations may be obtained from which of the listed drawings?,Profile,Base line,Cross section,Buttock,A
994,The low pressure side of a refrigeration system is  considered to exist from the __________.,expansion valve to the compressor,receiver to the expansion coil,expansion valve to the evaporator,condenser to the expansion valve,A
995,The maximum stress applied to rupture a material is called,Ultimate strength,Compressor strain,Elastic limit,Yield point,A
996,"The meat box temperature control circuit, as used in the ship service refrigeration system, is an example of __________.",two position control,single speed floating control,proportional control,reset control,A
997,The method of lubrication for crankpin bearings of marine diesel engines is:,pressure ,splash,immersion,forced,A
998,"The movement of steam piping, as a result of changes in temperature, is compensated for by the use of __________.",expansion joints,flexitallic gaskets,rigid brackets,union rings,A
999,The physical state of refrigerant as found in the system  reciever would be defined as a _______?,high pressure liquid,high pressure vapor,low pressure liquid,low pressure vapor,A
1000,"The pitch of the propeller of an ocean-going ship is 3600 mm. What is the engine milleage in 24 hours if the propeller makes 118 rpm? If the apparent slip is minus 3%, What is the observed speed?",14.17 knots,15.63 knots,16.50 knots,17.76 knots,A
1001,The possible cause if there is persistent knocking in one cylinder of an eight cylinder diesel engine could be ___________.,badly worn piston pin,a loose flywheel key,a loose bed plate bolt,using fuel oil with low cetane number,A
1002,The possible cause wy a piston crown may crack is___________.,Underside of piston crown dirty thus lowering te heat transfer,poor cooling of cylinder walls,Inssufficient groove clearance,High lubricating oil temperature,A
1003,The power developed within the engine cylinder and can be measured by an engine indicator is called,indicated power,shaft power,brake horse power,torsion power,A
1004,The primary danger in helicopter fires occurring on a VESSEL  is __________.,burning jet fuel running into the quarters or other areas,loss of the mooring system,rotating and flying debris,heat damage to helicopter structure,A
1005,"The proper operation of a P-tank as found on oil industry supply vessels, depends primarily upon __________.",the correct air pressure supply,heating the cargo to the correct temperture,the correct circulating salt water pressure,All of the above,A
1006,The purpose of an evaporator's three-way solenoid valve is to                                     .,Prevent excessively saline distillate from entering the freshwater system,Drain the evaporator first-effect only,Drain the second-effect only,Allow the evaporator's first and second effects to be drained with one valve,A
1007,The purpose of the crescent found in the illustrated internal gear pump is to ________________. ( See illustration GS0130 ),allow for changing the direction of flow,maintain tolerances between the drive and internal gears,remove entrained air,prevent flow pulsations on the discharge side,A
1008,The purpose of the kathabar or cargocaire system is to gives of moisture on fruits of cargo.,keep dew point from going to high,keep sew point from going to low,keep temperature from going high,keep temperature from going low,A
1009,"The purpose of the safety-wiring, or lock wiring, of parts is to _________.",prevent loosening,maintain prescribed torque,look professional,pre-stress fasteners,A
1010,The quantity of heat is affected by the amount of__________that is present in the substance heated.,mass,molecules,atoms,weight,A
1011,The quotient of 13 divided by 3/7 is :,30.33333333,30.5,31.33333333,30.25,A
1012,The ratio of the absolute viscosity of an oil to the specific gravity of oil is called                       .,kinematic viscosity,specific viscosity,absolute viscosity,average viscosity,A
1013,The refrigerant gas returning to the compressor should be __________.,superheated,saturated,dense,flooded,A
1014,"The refrigeration system compressor is short cycling on high head pressure when the sea water cooling temperature is 72°F.  In this situation, you should __________.",check for sufficient cooling water flow through the condenser,purge noncondensable gases from the receiver,reset the thermostatic expansion valve,completely purge the high pressure side of the system,A
1015,The steam supplied to operate a steam driven reciprocating  pump is usually obtained from the __________.,desuperheated steam line via a reducing station,auxiliary exhaust line,main steam line via a reducing station,contaminated steam generator,A
1016,The temperature at whichair begin to liquifies is called,dew point ,moisture point,vaporation point,melting point,A
1017,The tendency of a flammable liquid to vapor is indicated by its:,flash point,ignition temperature,flammable range,convection index,A
1018,The tension on outside of a belt is 350 lbs. and that on the other side is 150 lbs. The belt is moving at 300 ft/min. Find the horse power delivered to the pulley?,4.5 HP,7.6 HP,8.9 HP,12 HP,A
1019,The type of tooth set on a hacksaw blade where the teeth are continuously staggered with one to the left and one to the right is known as __________.,alternate,double alternate,raker,wave,A
1020,"The use of a___________grade of oil may cause a breakdown of the oil film, resulting in rapid wear and possible seizure of the working parts.",thin ,heavy,thick,viscous,A
1021,"The vapors given off by heated fuel oil are flammable, explosive and                       .",explosive,odorless,nontoxic,visible,A
1022,"The watch engineer finds the cargo refrigeration compressor has blown the shaft seal.  In this situation, he should __________.",secure the compressor at once and close the suction and discharge valves,pump the system down and isolate the leak,"close the suction valve, secure the compressor, and then replace the shaft seal","tighten the shaft seal packing to reduce leakage, slow the  compressor, and operate the expansion valves by hand until  repairs can be made",A
1023,Thermal energy in transition is also referred to as,heat,power,horsepower,foot-pound,A
1024,These are series of weights attached to the crankshaft throws designed to eliminate any forces tending to produce vibration:,crankshaft counter balance,crankcase,crankshaft,camshaft balance,A
1025,This is the temperature of a liquid in which boiling occurs?,saturation temperature,superheated temperature,vaporization,latent heat  ,A
1026,"This type of heat when added to a substance, it will result to a change in physical state without changing its temperature.",sensible heat,latent heat,latent heat of fusion,laten heat of vaporization,A
1027,Uneven bolt tightening during installation of a fuel injection pump could result in,Binding of pump moving parts,High torsional shock to fuel lines,Poor fuel penetration into the cylinders,Improper pump to engine timing,A
1028,What comes about from some static form of loading and the value of the stress does not change?,Simple stress,Fluctuating stress,Alternating stress,Cyclic stress,A
1029,What corrective action is required when the boiler water result show low pH?,add boiler compound ,add disodium phosphate,add caustic soda,add boiler compound ,A
1030,What is a measure of the internal resistance of the fluid to the movement of the plate?,Specific viscosity,Absolute viscosity,Kinematic viscosity,Average viscosity,A
1031,What is the phenomenon resulting from any reaction tending to develop heat?,Combustion,Supercharging,exhaust,compression,A
1032,What is the reason why plates of plate type heat exchanger is designed corrugated?                                                                                        I. To add strength    II. To add heat transfer surfaces    III. To prevent leakage,III only,II only,I & II,I only,A
1033,What may be the possible cause if there is an increase of fuel injection pump discharge pressure?,plugged injection spray hole ,leaking injection pump delivery valve,insufficient heating of fuel oil and line system ,increased in pump plunger stroke,A
1034,What size circular bar is required to make a hexagonal nut of 16mm sides along the circumferences? ,16 mm,17 mm,18 mm,19 mm,A
1035,"When a new section of shell plating is being installed, the proper weld sequence must be followed to __________.",minimize shrinkage stresses and harmful distortion,ensure that all weldments are downhand,provide the greatest restraint in the weld,ensure all horizontal weldments are completed first,A
1036,"When a refrigerated space reaches the desired temperature in a multi-box refrigeration system, which of the listed actions will occur FIRST?",The solenoid valve will close.,The expansion valve will open.,The low pressure cutout switch will stop the compressor.,The high pressure cutout switch will stop the compressor.,A
1037,"When a thermostatic expansion valve is installed in a container refrigeration system, the sensing bulb may not require insulation if the bulb is installed __________.",outside of the cooled air stream,in the cooled air stream,on the tail end of the condenser outlet pipe,at the mid-horizontal level of a vertically run tail coil,A
1038,"When adding oil to a refrigeration system, you must be certain that __________.",all air is removed from the pump and fittings,the suction strainer is not blocked,the discharge pressure is not too high,the condenser is secured,A
1039,"When any low pressure distilling plant is operated with less than the designed vacuum, the __________.",heat level rises,heat level drops,capacity increases,scale formation decreases,A
1040,"When gas welding or burning, the acetylene working pressure must be kept below 15 psi (103.41 kPa) to prevent a possible __________.",explosion,torch backfire,torch flameout,acetone fire,A
1041,"When increasing the firing rate of a boiler, what should be done FIRST?",increase the forced draft air pressure ,increase the fuel pressure,increase the feedwater flow,decrease the stem pressure,A
1042,When internal threading for piping where the work permits the tap to be run entirely through you can begin and end the tapping of the hole by using a __________.,taper tap,plug tap,bottoming tap,finishing tap,A
1043,"When renewing only a portion of an entire hull plate with an insert plate, which of the listed guidelines should be followed?",The insert plate should cover at least one full frame space.,"The lines of new welding should, where possible, lie in existing lines of welding.",The corners of the insert plate should be square.,The insert plate should be at least 9/16 thick.,A
1044,"When replacing packing rings in the stuffing boxes of reciprocating pump piston rods, the ends of the rings should be cut __________.",square,beveled,step-designed,diagonal,A
