FUNTION 4: CONTROLLING OF OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
915,An operator's attention may not stray far from the problem but problem-solving failures may occur due to lack of familiarity with the problem.,Knowledge-based,Rule-based,Ability- base,Attitude-base,A
916,An unstable upright equilibrium position on a vessel means  that the metacenter is __________.,at the same height as the center of gravity,lower than the center of gravity,higher than the baseline,on the longitudinal centerline,A
917,Angular motion about the vertical axis of a vessel is known as:,Yaw,Surge,Hog,Roll,A
918,Annex I of MARPOL 73/78 was enforced on which date?,"October 02, 1983","April 6, 1987","March 3, 1983","May 6, 1987",A
919,Any firefighting equipment that is carried in addition to the minimum required number must:,meet the applicable standards,be marked as additional equipment,put in one room and used if old extinguisher expires,any of the choices,A
920,"Any liquid which gives off flammable vapors at or below 80░F, as determined by flash point from an open cup tester, describes a __________.",flammable liquid,combustible liquid,nonflammable liquid,noncombustible liquid,A
921,"Apart from red, what other colour is frequently used for a CO2   extinguisher?",Black,Light blue,Green,Yellow,A
922,"Apart from red, what other colour is frequently used for a dry powder extinguisher?",Blue ,Black,Green,Yellow,A
923,"Aqueous Film Forming Foam (AFFF), commonly known as 'light water', is especially suitable for fighting  __________.",oil fires in the engine room bilges,class C fires in paint lockers,any class D fire,all of the above,A
924,"As a deck department manager, promoting safety is a fundamental consideration. In terms of the causes of accidents, which cause is responsible for most work-related accidents? ",Human factors,Environmental factors,Technical factors,Undetermined factors,A
925,"As per MARPOL 73/78 Annex VI, what is a permissible alternative to burning oil residue sludge in an appropriate incinerator? ","The oil sludge residue may be burned in a boiler OR engine, and it AND may be burned only in unrestricted waters (other than in port, in harbors, or estuaries).","The oil sludge residue may be burned in a boiler OR engine, AND it may be burned without restriction in terms of vessel location.","The oil sludge residue may be burned in a boiler only AND may be burned only in unrestricted waters (other than in port, in harbors, or estuaries).",The oil sludge residue may be burned in a boiler only AND may be burned without restriction in terms of vessel location.,A
926,"As per Protocol on Preparedness, Response and Co-operation to pollution Incidents, 2000 (OPRC-HNS Protocol),  it is defined as any substance other than oil which, if introduced into the marine environment is likely to create hazards to human health, to harm living resources and marine life, to damage amenities or to interfere with other legitimate uses of the sea. ",Hazardous and Noxious Substance,Harmful and Noxious Substance,Harmful and Harmful Substance,moderately hazardous substance,A
927,"As per SOLAS Regulation, the minimum Fuel supply for fast Rescue Boat shall last for:",4 hours,16 hours,8 hours,12 hours,A
928,At all angles of inclination the metacenter is located:,vertically above the center of buoyancy,vertically above the center of gravity,at the intersection of the upright vertical centerline and the line of action of the buoyant force,geometric center of the underwater volume,A
929,"At the lifeboat station, the following shall be done EXCEPT:",help facilitate the immediate lowering of the life lifeboat,lifeboat is not entered while still craddled unless to carry preparations,do not enter lifeboat without orders,enter the lifeboat when ordered by the lifeboat commander,A
930,At what body temperature can be dangerous to the survival of a patient and which needs careful management and nursing,over 40 degree C,39 to 40 degree C,38 to 39 degree C,37 to 38 degree C,A
931,At which time shall required fixed fire-detection and fire-alarm systems with manual operated call points be in operation? (SOLAS II-2/13.1.1),Capable  of immediate operation at all times,At all times during navigation,Always at nighttime,At sea and in ports when there are qualified officers on duty,A
932,Automatic mechanical ventilation shutdown is required for CO2 systems protecting the:,machinery spaces,cargo compartments,living quarters,galley,A
933,B Class divisions in ships are constructed so that they are capable of preventing the passage of smoke and flame to the end of a standard fire test held for how many minutes?,30 minutes.,15 minutes,45 minutes.,60 minutes.,A
934,"Basically there are three stages in the task of organizing a training program, which of the  following stages is NOT involved?
",Monitoring stage                                       ,Disposal stage                                             ,Discharging stage,Segregation stage,A
935,"Before CPR is started on the victim, you should  __________.",establish an open airway,treat any bleeding wounds,insure the victim is conscious,make the victim comfortable,A
936,"Before releasing CO2 into the machinery space, the alarm for a fixed CO2 fire extinguishing system must sound for at least __________.",20 seconds,30 seconds,40 seconds,60 seconds,A
937,"Before the seas get rough, it is a good safety practice to __________.",make a visual inspection of all engine spaces and secure loose gear,move quickly about the ship,increase all engine space lighting,shutdown auxiliary equipment,A
938,"Besides heat, fuel, and oxygen, which of the following is necessary for a fire to exist?",Chain reaction,Thermal action,Chemical occlusion,Pyrotechnical reaction,A
939,"Between the side frames of a MODU, support for the deck beams is provided by:",stanchions,brackets,web frames,deck stringers,A
940,Blocks and falls used as lifeboat gear must be designed with a minimum safety factor of __________. ,"6, based on the maximum working load","8, based on the normal working load","4, based on the breaking strength","5, based on the maximum allowable stress",A
941,Bonding cables are used to reduce the possibility of accidental spark discharge when __________.,transferring flammable liquids to or from a vessel,transferring dry mud to or from a vessel,transferring fuel oil from storage to day tanks,securing drill pipe on deck,A
942,Breathing apparatuses is an important piece of equipment for being able to fight a fire onboard a vessel.  What routine precautions to be observed with regard to use and maintenance of such equipment?,All the mentioned alternatives.,"That the equipment always to be kept cleaned,checked and bottles are recharged immediately upon use, and frequently inspected. ","That personnel that are appointed as smoke divers, primarily are given a shore based proper basic education and training.",That personnel having a beard are not selected as smoke divers.,A
943,Bunkering procedures on all ships so as to avoid pollution require that the OOW be informed prior starting bunkers.  The reason is:,to make sure that appropriate precautions are taken by the deck department,to ensure that bunkering flag is hoisted and the Oil Spill recovery team on stand by,to ensure that bunkering lights is hoisted and the Oil Spill recovery team on stand by in night time,all of the choices,A
944,Buoyant smoke signal shall emit smoke of a highly visible color at a uniform  rate for a period of not less than ___________ when floating in calm water.,3 minutes                    ,5 minutes               ,8 minutes               ,10 minutes               ,A
945,C class (fire) divisions shall meet one of the listed requirements: (SOLAS II-2/3.5),Constructed of non-combustible material,Constructed by steel or equivalent material,Constructed of low flame spread material,Constructed of ignition resistant material,A
946,Changing rescuers while carrying out artificial respiration should be done __________.,without losing the rhythm of respiration,only with the help of two other people,by not stopping the respiration for more than 5 minutes,at ten-minute intervals,A
947,Chemical burns are caused by the skin coming in contact with _______,acids or alkalies,diesel oil,acids but not alkalies,alkalies but not acids,A
948,Chemical burns in eyes or on the skin can cause severe damage. Some chemicals may be absorbed through the skin and cause widespread and sometimes fatal damage within the body. What is the first main treatment if someone is a  victim of chemical burns?    ,Remove any contaminated clothing and flood the affected area with slowly running water.  Make sure that the  contaminated water drains away freely and safely.  ,Break possible blisters around the eye and mouth.,"Apply lotions, ointments to the affected area ASAP.",The casualty may be free to both rub the eye and the affected area.,A
949,"CO2 system extinguishes a fire in a protected space by by_,",depriving the fire oxygen,cooling down the fire,reacting chemically with the fire,none of the above,A
950,Coast Guard regulations require a shipboard oil pollution emergency plan to be reviewed:,annually only,biennially only,quad-annually only,only one every five years,A
951,Combustible gas indicators operate by drawing an air sample into the instrument:,over an electrically heated platinum filament,where it is mixed with nitrogen,where it is ignited by a sparking device,where its specific gravity is measured,A
952,"Comminuted or ground garbage which will be discharged into the sea, must be able to pass through a screen with a mesh size no larger than __________.",25 millimeters,50 millimeters,75 millimeters,100 millimeters,A
953,Directing and influencing subordinates concerns the management function of _________.,leading,planning,coaching ,production,A
954,"Due to the hazards involved with Halon type fire extinguishers on a VESSEL, the size II extinguisher may only  be used __________.",outside of an occupied space,on class C fires,in any inside emergency,on class B fires,A
955,"During a fire drill on a VESSEL, which of the following actions is required to be carried out?",Each fire pump is to be started.,The lifeboat is to be launched and operated.,An inventory of rescue and fire equipment is to be taken.,An inspection and inventory of fire hoses is to be made.,A
956,"During a helicopter evacuation, the helicopter lowers his winch wire to the deck. Which of the following should NOT be done with the winch wire?",All of the mentioned actions,Secure it to a strong point on deck,Touch the wire with bare hands,Secure it to the deck with a weak link,A
957,"During oil transfer operations, who would be responsible to guarantee that the posted transfer procedures are being followed?",The designated person in charge,The tankerman,The senior able seaman,The oiler,A
958,Each fire hydrant is required to have at least one spanner  wrench and at least one __________.,hose rack or reel,hammer,foam applicator,pick ax,A
959,Each fire pump on a VESSEL must have a pressure gage located  __________.,at the pump discharge,at the manifold connection,at each fire station discharge,at the pump station,A
960,Each hose in the fuel transfer system for helicopter refueling must have a __________.,static grounding device,quick-disconnect nozzle,splash guard,vapor recovery system,A
961,"Each inert gas system must be designed to supply the cargo  tanks with a gas, or mixture of gases, that has an oxygen  content by volume of __________.",5% or less,10% or less,15% or less,20% or less,A
962,"Each person on a VESSEL carrying immersion suits must wear the exposure suit in a boat drill, or participate in a drill which includes donning the suit and being instructed in its use at least once every __________.",month,two months,three months,six months,A
963,"Effective leaders have an easy level of honest communication with their teams and their peers, and a thorough understanding of how they are assessed. What trait of leadership is this?",Sharp perception,Accountability,Self-assessment,Decisive,A
964,Emergency exits are provided for personnel's safe and quick escape from the engine room in case of fire. The emergency  exits are an item to be checked during the Safety Equipment   survey annually. What is the surveyor checking?,"The  surveyor is checking that the emergency exits are properly marked, free from obstacles and that the closing devices are easy operable.",The surveyor is checking that the vessel is equipped with emergency exits.,Either A or B,Neither A nor B,A
965,Establishment and maintenance of procedure for identifying training which maybe required in support of the SMS and ensure that such training is provided for all personnel concerned is the responsibility of the:,company,master,owner,principal,A
966,Every vessel personnel should be familiar with the survival craft:,boarding and operating procedures,maintenance schedule,navigational system,none of the above,A
967,Few days after departure the vessel discovered a stowaway hiding in the port lifeboat. Which  information should the master ask from the stowaway? ,Place of birth of the stowaway ,Details of any military service of the stowaway,Name of the stowaway,How did he enter the vessel,A
968,Fire fighting equipment requirements for a particular vessel may be found on the:,Certificate of Inspection,Certificate of Registry,Classification Certificate,Certificate of Seaworthiness,A
969,Fireman’s outfit shall have at least how many complete sets to be carried on board cargo vessel as per SOLAS Regulation?,2 sets,4 sets,1 sets,3 sets,A
970,"For any reason, it is necessary to abandon ship while far out at sea, it is important that the crew members should ________.",remain together in the area because rescuers will start searching at the vessel's last known position,separate from each other as this will increase the chances of being rescued,get away from the area because sharks will be attracted to the vessel,immediately head for the nearest land,A
971,Governments are advised by the STCW Code to prohibit bridge team of any alcohol consumption at least _______ hours before going on watch.,4,3,5,6,A
972,"He is an officer on board a vessel who gives responsibilities to his followers gradually so that in the future, they can stand on their own. The leadership style he is practicing is:",by example,bureaucrat,democrat,autocrat,A
973,How many B-II fire extinguishers must be in the machinery space of a 175-foot long fishing vessel propelled by engines with 3200 brake horsepower?,4,5,2,3,A
974,How many pyrotechnic signals are required to be in each lifeboat?,4  Rocket parachute flares / 6 hand flares / 2 buoyant smoke signals,10  Rocket parachute flares / 12 hand flares / 5 buoyant smoke signals,6  Rocket parachute flares / 5 hand flares / 3 buoyant smoke signals,4  Rocket parachute flares / 7 hand flares /  buoyant smoke signals,A
975,How many 'thermal protective aids' are required to be carried on vessels with open lifeboats?,One for each person on board who is not provided with an immersion suit,Each lifeboat should carry the same number of thermal protective aids as the number of persons it is designed to carry,One Immersion suit and one thermal protecting aid per person,All person onboard must have TPA even with or without immersion suit,A
976,How much water per person is provided in a life raft not equipped with a desalting apparatus?,1.5 liter,5 liter,6 liter,4.5 liter,A
977,How much weight should it be suspended from it and how long should it remain floating when testing lifebuoy to a Flotation Test?,4.5 kgs of iron for a period of 24 hours     ,13.5 kgs of iron for a period of 48 hours        ,15.5 kgs of iron for a period of 60 hours        ,17.5 kgs of iron for a period of 48 hours        ,A
978,How would a manager BEST overcome resistance to a planned change?,Involving crew in the planning process,Slowly making changes over a long period of time,Exerting authority as a manager,Keeping the consequences of change from the crew,A
979,How would you know how many people a lifeboat is supposed to hold?,The number of persons should be clearly stated on the outside of the boats bow.,Fill the boat up until no more space is left.,Fill the boat until the water is in the water line,The person in-charge should know the limits of the boat personally,A
980,Human resource management does NOT deal with ______.,production,training,recruitment,placement,A
981,Human resource management must understand the organization's _______ in order to supply human resources.,strategy,location ,marketing policies,competitive position,A
982,"If a freely swinging load is suspended from a crane, the center of gravity acts as if it were located at the ________:",point of suspension,counterweight,at the centerline,pedestal,A
983,"If a powdered aluminum fire is being fought, the correct extinguishing agent would be:",dry powder,water fog,CO2,steam,A
984,"If a vessel lists to port, the center of buoyancy will:",move to port,move to starboard,move directly down,stay in the same position,A
985,"If an electrical fire has been extinguished with a dry chemical agent, there is a possibility of the __________.",electrical relays being rendered inoperative,chemical crystals suffocating the fire fighter,fire-fighter getting electrocuted,cooling of the metal below its ignition temperature,A
986,"If deck machinery is expected to be idle for an extended period of time, what should be done? ",Energize space heaters to prevent the condensation of moisture,Have electrical safety gloves available in case of electrical shock before running,Perform a 'high pot' test to determine the condition of the insulation,Water wash the motor and controller to remove any salt that may interfere with smooth operation,A
987,"If the ship is supported amidship by the crest of a wave, the vessel is subjected to which of the following stresses?",Hogging stresses,Yawing stresses,Sagging stresses,Pitch rolling,A
988,"If weight is added at the keel, the ship’s center of gravity will:",move down,move up,merge with the metacenter,pass through the center of flotation,A
989,"If you observe any situation which presents a safety or pollution hazard during the fuel transfer operations, which action should you take FIRST? ",Shut down the operation.,Close the valves at the manifold.,Sound the general alarm.,Notify the person in charge of the shore facility.,A
990,"If your liferaft is to leeward of a fire on the water, you should first.",cut the line to the sea anchor,paddle away from the fire,splash water over the liferaft to cool it,get out of the raft and swim to safety,A
991,"If your ship is in collision in the waters of a foreign nation, which of the following is NOT a legal responsibility for the MASTER?",Go as soon as possible to the nearest appropriate port to report to the authorities,Enter a witnessed statement in the official log book,Inform the other vessel of the name of your ship and other details,"Render assistance to the other ship, if practicable",A
992,"If your vessel will list with equal readiness to either side, the list is most likely caused by:",negative GM,off-center weight,pocketing of free surface,excessive freeboard,A
993,"In a cartridge-operated dry chemical type fire extinguisher, when the CO2 cartridge is activated, the dry chemical is released from the extinguisher __________.",with the squeeze-grip on/off nozzle at the end of the hose,with the squeeze-grip trigger on top of the container,by squeezing the control valve carrying handle,by turning the activating handle on the bottom of the container,A
994,"In accordance with MARPOL 73/78 Annex VI, the nitrous oxide (NOx) emissions associated with certain diesel engines are required to operate under certain acceptable limits. To which of the listed engine applications would the NOx emission regulations apply? ",Diesel engines with a power output of more than 130kW.,Diesel engines with a power output not greater than 130kW.,Diesel engines powering emergency diesel-generator sets.,Diesel engines powering lifeboats.,A
995,"In reviving a person who has been overcome by gas fumes, which of the following treatments would you AVOID using? ",Giving stimulants,Prompt removal of the patient from the suffocating atmosphere,"Determine the need for, and administer CPR if appropriate",Keeping him warm and comfortable,A
996,"In ship construction, the frames spacing will be:",reduced at the bow and stern,increase in length at the beams,increase girder bottom plate,to have enough strength at frames,A
997,"In ship construction, the hull frame members that run athwartship are called __________.",transverse,deck ,stringer,longitudinal,A
998,It is a kind of teaching- learning principle where the trainee must proceed step by step and each step must be in some way more difficult than the previous step.,Graduated sequence,Perceived purpose,Affective Objective  ,Cognitive Objective ,A
999,It is a person approved by the company to assess a seafarer’s competence at the appropriate level and for the functions specified. ,In-service assessor,The Master,The Chief Engineer,The Surveyor,A
1000,It is a planning and result-oriented strategy wherein management clarifies its value-goals to employees or participants who simultaneously are given the opportunity to clarify their personal values and to examine whether these are compatible with those of management.,Management By Values,Management By Force,Management By Manners,Management By Attitude,A
1001,"It is a systematic application of management system policies, procedures and practices to the task of analyzing, evaluating and controlling environmental risk.",Environmental Risk Management,Environmental Aspect,Environmental Safety Procedures,Environmental Rules and Regulations,A
1002,"It is a value underlying the behavior as a Filipino where it stimulates generosity and working together, but it is often abused:",gratitude ,pride ,pity,shame ,A
1003,"It is the ability to use and exert power over followers, leader role models actions and behaviors he/she wants followers to emulate.",Influence,Persuasion,Motivate,Encouragement,A
1004,It is the means by which data are transmitted across the levels of the organization.,Lateral relationship,Chain command,Command hierarchy,Unity of command,A
1005,Kind of learning principle where the trainee must see why he should study something.,perceived purpose,individual differentiation,knowledge of results,graduated sequence,A
1006,"Liferaft shall be so constructed that when it is dropped into the water from a height of _______, the liferaft and its equipment will operate satisfactorily.",18 meters,20 meters,22 meters,24 meters,A
1007,Lighter longitudinal stiffening frame on the vessels side plating are called _______.,stringers,side frames,side stiffeners,intercostals,A
1008,Management of career is ultimately the responsibility of the ______:,individual,top manager,"direction, management development",human resource management,A
1009,Method for effectively applying foam on a fire is by ________.,flowing the foam down in a vertical surface,sweeping the fire before you with the foam,"apply traction to the hand to keep the bones in line, splint and apply a pressure dressing","force the ends of the bones back into line, treat the bleeding, and splint",A
1010,No person may discharge garbage from a vessel located near a fixed or floating platform engaged in oil exploration at a distance of less than.,1650 feet,1850 feet,2000 feet,2500 feet,A
1011,"On the fully containerized ship, approximately one-third or more of the cargo is on deck above the rolling center. Top stowed containers are subject to __________.",Accelerations greater than on conventional vessels,Accelerations less than on conventional vessels,Accelerations the same as on conventional vessels,No accelerations,A
1012,Pollution Prevention Regulations (33 CFR) specify that the person-in- charge of bunkering is responsible for:,establishing the transfer rate,quantity of fuel received,quality of fuel received,vessel draft,A
1013,Pollution Prevention Regulations (33 CFR) state that no person may transfer oil to or from a vessel unless:,hoses are supported to prevent kinking and strain on its coupling,a sample has been taken from the oil being received,adequate deck lighting is turned on one hour before sunset,each part of the transfer system is blown through with air,A
1014,Poster or signs shall be provided on or in the vicinity of survival crafts and their launching controls. Which one of the following requirements has to be included according to present SOLAS regulations?,Give relevant instructions and warnings.,Give an overview of location of all lifesaving appliances.,Give adequate instruction how to use the appliances,"Give the list of appliances, safety and procedures to use",A
1015,Problem Solving Skills require a manager:,to think on their feet and solve any shortcomings as soon as they happen while remaining calm and focus,to know the outcome of every decision put in place in order to solve the problem based on the output presented to him,to get the work done by solving the problem involving tools and processes needed by front-line employees,to understand what is the goal of the problem by applying a permanent solution to every problem,A
1016,Records of tests and inspections of a cargo vessels fire extinguishing systems shall be kept on board:,until the vessels Certificate of Inspection expires,for 2 years,for 1 year,until the next Coast Guard inspection,A
1017,"Reducing the free surfaces within a vessel, reduces the:",natural roll period,metacentric height,water plane area,uncorrected height of the center of gravity,A
1018,"Regulation 13, Chapter VI of MARPOL shall apply to diesel engines with a power output of more than _________ which is installed on a ship constructed on or after 1 January 2000.",130 kW,200 kW,133 kW,220 kW,A
1019,Regulations for the Control of Pollution by Noxious Liquid Substances entered into force on:,"April 6, 1987","April 6, 1986","April 6, 1997","April 6, 1996",A
1020,Regulations for the Prevention of Pollution by Oil entered into force on:,"October 2, 1983","October 2, 1984","October 2, 1993","October 2, 1994",A
1021,"Regulations for the prevention of pollution by oil, are stipulated in MARPOL 73/78:",annex I,annex II,annex III,annex IV,A
1022,Rolling is the angular motion of the vessel about what axis?,Longitudinal,Transverse,Vertical,Centerline,A
1023,"Ship's hold compartment partitioned off specially to carry water, liquid cargo, or for trim and stability.",Double bottom tanks,Ship peak tanks,Vessel quantity tanks,Vessel reactive tanks,A
1024,Small hull leaks can be temporarily repaired by:,caulking,seizing,parceling,parbuckling,A
1025,"SOLAS stipulates that an international shore connection shall have bolts and nuts _________ in diameter, and __________ in length.","16mm,50mm","19mm,50mm","17mm,50mm","18mm,50mm",A
1026,Statements usually used as a point of departure for base line data from which the more specific instructional objective can be developed are termed _________:,educational objectives,instructional objectives,educational aims,instructional goals,A
1027,Strake next to the keel:,garboard,blackboard,cardboard,deckboard,A
1028,Stretchers are fitted in lifeboats to provide a __________.,place for rowers to brace their feet,place for people to lie down,suitable means for water to drain below the footings,means for rigging the sail,A
1029,Subdivision of instruction objectives where the trainees must exhibit performance when assessment takes place at the end of the training program is __________.,Terminal Performance Objective,Performance Objective,Ultimate Performance Objective,Enabling  Objective,A
1030,The appointment of a person to a higher rank gives:,potential authority only,maximum authority that nobody can question him.,that person the rights to claim more demands,that person the rights to promote others whenever he likes,A
1031,The assessment of a trainee's practical demonstration of skills should be conducted __________.,within the normal routine of vessel's operation,"at any time of the day, particularly outside normal operations",within the last six hours that the trainee will be onboard the vessel,"only when the trainee first arrives onboard, and preferably within the first few days",A
1032,The collision bulkhead is located:,on the first watertight bulkheads aft of the bow in the ship ,on the bridge deck,between the passenger and cargo areas,at the stern of the ship,A
1033,"The dimension of a ship’s frames girder, plating etc. is known as:",scantling,scantling drop, scarf,sagging,A
1034,"The draft is called ___________ when the vessel is complete with water in boilers but without crew, bunkers, fresh water, stores and other load.",Light draft,Initial draft,Minimum draft,Maximum draft,A
1035,The Emergency Organization of a ship is centered on an _____________ selected from the suitable officers and ratings.,emergency squad,first aid squad,fire squad,support squad,A
1036,The end joint formed plates in a hull plating strakes is properly identified as a:,butt,bracket,search,seam,A
1037,The entry into force of the 1978 protocol relating to the International Convention for the Prevention of Pollution from ships was:,"October 2, 1983","October 2, 1984",2-Oct-85,2-Oct-82,A
1038,The Federal Water Pollution Control Act requires the person in charge of a vessel to immediately notify the Coast Guard as soon as he/she knows of any oil discharge. Failure to notify the Coast Guard can lead to a monetary and imprisonment up to:,5 years,3 years,2 years,1 year,A
1039,The fixed piping system for CO2 fire-fighting systems for machinery spaces shall be such that:,85% of the gas can be discharged into the space within two minutes,100% of the gas can be discharged into the space within two minutes,70% of the gas can be discharged into the space within one minute,90% of the gas can be discharged  into the space within three minutes,A
1040,The function of the bypass valve on the self-contained breathing apparatus is to:,allow the wearer to manually give himself oxygen,release excess heat which would otherwise cause the bottle to explode,allow the wearer to expel carbon dioxide,release carbon monoxide while breathing,A
1041,The function which is more vital in the accomplishment of objectives is ___________.,coordination,planning,leading,controlling,A
1042,The inside light in an inflatable liferaft is turned on __________.,automatically as the liferaft inflates,with a switch near the boarding handle,at night because the light has a photosensitive switch,by screwing the bulb in after the raft inflates,A
1043,The largest crew a cargo vessel may carry without having a hospital space is ______________.,6,11,12,16,A
1044,The lights on the outside of the canopy on an inflatable liferaft operate __________.,automatically when the raft is inflated,by a light sensor,by turning the globe clockwise,by a switch at each light,A
1045,The manner of establishing objectives and processes necessary to deliver results in accordance with  customer requirements and the organization's policies.,Planning     ,Instructing,Checking,Acting                            ,A
1046,"The method of finding out and recording the levels of the risk, with the aim of minimizing accidents, damage and ill health on board ship is called:",assessment,mitigation,risk Elimination,risk-based approach,A
1047,The most frequently used appraisal approach is:,a superior's rating of subordinates,subordinates ratings of bosses,a group of peers rating a colleague,a group of superiors rating subordinates,A
1048,The most important characteristic of a fire extinguishing agent to be used on electrical fires is for   the agent to be ___________,non-conducting,flame resistant,easily removable, wet,A
1049,The most important reason for taking anti-seasickness pills as soon as possible after entering a liferaft is to __________.,prevent loss of body moisture by vomiting,reduce appetite by decreasing nausea,assist in sleeping,prevent impaired judgment due to motion-induced deliriousness,A
1050,"The mutual action between parts of a material to preserve their relative positions when external loads are applied to the material, which tends to resist deformation when subjected to external forces, is known as:",stress,strain,shear strength,ultimate tensile strength,A
1051,The part of the vessel that maintain watertight integrity by covering  the whole vessel structure together is the ___________ plates.,Shell                                                    ,Main deck  ,Hull ,Bilge keel,A
1052,The Pollution Prevention Regulations (33 CFR) requires that no person may transfer oil to or from a vessel unless:,all necessary components of the transfer system are lined up before the transfer begins,all unnecessary parts of the transfer system are open and drained,the transfer system is connected to a flexible overflow fuel hose,the transfer system is connected to an automatic back pressure shutoff nozzle,A
1053,The presence of load line certificate endorsement onboard is an indication of  __________.,vessel’s seaworthiness,compliance of the class,compliance with the owners,compliance to Coast Guard requirements,A
1054,The question of human relations considers:,managers interacting with employees,managers accompanying the employees,employees respect to Manager,employees Reaction to manager,A
1055,The sea painter of a lifeboat should be led __________.,forward and outside of all obstructions,to the foremost point on the ship,forward and inside of all obstructions,up and down from the main deck,A
1056,"The stability term for the distance between the center of gravity (G) to the Metacenter (M), when small angle stability applies is known as the:",metacentric height,metacentric radius,height of the metacenter,righting arm,A
1057,The thing you will do when a CO2 fire extinguisher provided aboard a vessel has lost 10% of its charge is _________.,it should be recharged,it should be weighed again in one month,apply a tourniquet without delay,alternately apply hot and cold compresses,A
1058,"Thermal protective aids"" are required for what percentage of the persons survival craft is equipped to carry?",10%,50%,75%,100%,A
1059,This is a particular learning scope for instructional objective which is concerned with how a  trainee controls or moves his body:,psychomotor Objective,cognitive Objective,affective Objective,affective Objective,A
1060,This term states a goal and what behavioral performance or activity the trainee will be doing when he has achieved the goal of a particular educational objective.,Instructional objective,General education aim,Educational aim,Specific educational aim,A
1061,Under SOLAS passenger ships and ships other than passenger ships of_____ and upwards constructed on or after 2002 must carry Voyage Data Recorders (VDR) to assist in accident investigation:,"3,000 GRT","4,000 GRT","10,000 GRT","2,000 GRT",A
1062,"Under the Convention with respect to collision, actions for recovery of damages are barred after an interval of _________ from the date of casualty.",2 years , 1 years                  ,6 months,5 years,A
1063,"Under the regulations implementing MARPOL, a mobile offshore drilling unit is required to have an International Oil Pollution Prevention (IOPP) Certificate when the unit:",engages in a voyage to a port of another country which is a party of Marpol,moves to a new drilling location in U.S. waters,is drilling on the Outer Continental Shelf,all of the choices,A
1064,Vessel stability is greatly affected when water or fuel tanks are partially filled as a result of the:,free surface effect,free communication effect,increase of buoyancy,decrease in draft,A
1065,What are the main objects a leader of fire fighting must take in  consideration of?,"Rescuing of life, fighting the fire, limitation of the fire and secure the retreat","Fighting the fire, communicate with the fire brigade and arrange the lifeboats to evacuate the ship",Secure cargoes and the ship from fire,Keep company reputation,A
1066,What do you call the Master's special skill in order to deliver the best possible operation of his vessel within the budget constraints? ,Managerial skills,Leadership skills,Charismatic Approach,Any of the choices,A
1067,"What do you call this conscious analysis, development and pre-determination of courses of action to be taken in order to achieve desired results?",Planning,Training,Assessment,Training and assessment,A
1068,What information will you find about  the fire control plan on board a vessel?,The location of the fire fighting appliances,How to use the fire fighting appliances correctly,How to respond in case of fire,Reacting chemically with the fire,A
1069,"What is a particular learning scope for instructional objective which deals with how a trainee should do about something in relation to the training program?
",Affective Objective  ,Cognitive Objective ,Perceived Purpose ,Graduated Sequence,A
1070,What is a role?,Expected a behavioral pattern,Desired attitude pattern  ,Behavior according to work relation,Expected duties and responsibilities,A
1071,What is the  most effective management development technique?,Coaching,Talking with Subordinates,Coordination,Communications,A
1072,What is the basis of competence of personnel performing work under QMS?,"Education, training, skills and experience","Experience, conformity, simulation and environment","Mission-orientation, dependability, certification and efficiency","Effectiveness, training, cleanliness and risk management",A
1073,What is the FIRST firefighting attack should be done when a heavy smoke is coming out from a partially open door of the paint locker?,"To secure the door and vents, then manually release the CO2 ",To enter the use a portable extinguisher,Contamination of food with the extinguishing agent,Loss of ship stability,A
1074,What is the importance of having a high “reserve buoyancy” after loading if the ship will be accidentally holed during navigation?,Avoid sinking,Avoid capsizing,Avoid listing,Avoid heeling,A
1075,What is the recommended method if you must land on a beach with an oar-propelled lifeboat through a heavy surf? ,"Keep the bow into the seas with the sea anchor out over the bow, and row to meet the breaking waves","Keep the bow directly in toward the beach, and tow the sea anchor off the stern",Ride in on the back of a large breaker,"Head directly into the beach by staying, between the crests of the waves",A
1076,What is the thing to do when a number of survivors is in the water after abandoning a vessel?,They should group to form a small circle of survivors to create a warmer pocket of water in the center of the circle,They should send the strongest swimming person to shore for assistance,They should form a raft by lashing their lifejackets together,Tie themselves to the unit so they won't drift with the current,A
1077,What is this process in risk assessment that determines what can go wrong?, Pro-active approach,Reactive approach,  Active approach,Risk-based approach,A
1078,What kind of heat transfers wherein the heat is transferred directly from the source going to the other object?,Conduction,  Convention, Radiation,Penetration,A
1079,What performance would a trainee exhibit when assessment takes place at the end of the training program?,Training Performance Objective            ,Performance Objective                               ,Ultimate Performance Objective,Enabling Objective,A
1080,What refers to establishing objectives and processes necessary to deliver results in accordance with customer requirements and the organization's policies?,Planning,Doing,Checking, Acting,A
1081,What should you do with your emergency position indicating radio beacon if you are in a liferaft during storm conditions?,Bring it inside the liferaft and leave it on.,Bring it inside the liferaft and turn it off until the storm passes.,Leave it outside the liferaft and leave it on.,Leave it outside the liferaft but turn it off.,A
1082,What should you do with your emergency position indicating radio beacon if you are in a lifeboat during storm conditions?,Bring it inside the liferaft and leave it on.,Bring it inside the liferaft and turn it off until the storm passes.,Leave it outside the liferaft and turn it off.,Leave it outside the liferaft and leave it on.,A
