FUNCTION 1: MARINE ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
895,A steam plant is operating at 100% power when the atmospheric drain tank runs dry allowing a large air leakage into the main condenser.  Which of the following will occur as a result of this air leakage?,Decreased condensate temperature,Decreased pressure in the main condenser,Decreased suction pressure at the condensate pump,Decreased condenser cooling water outlet temperature,D
896,A sudden drop in compression pressure in one cylinder of a diesel engine can be caused by __________.,a leaking fuel injector nozzle,a clogged air filter,excessively early fuel injection,malfunctioning valves,D
897,A sudden drop in diesel engine cylinder compression pressure can be caused by __________.,a leaking fuel injector nozzle,a clogged air filter,excessively early fuel injection,malfunctioning valves,D
898,"A turbocharged, four-stroke/cycle diesel engine has a larger valve overlap than a naturally aspirated four-stroke/cycle diesel engine, in order to increase the __________.",temperature of the exhaust gases,energy supplied to the turbocharger,air pressure to the intake manifold,purge of exhausted gases from the cylinders,D
899,"A turbocharged, four-stroke/cycle diesel engine has a larger valve overlap than a naturally aspirated, four-stroke/cycle diesel engine in order to increase the __________.",temperature of the exhaust gases,energy supplied to the turbocharger,air pressure to the intake manifold,cooling effect on the exhaust valves,D
900,"A two-stroke/cycle diesel engine requires less starting air than a four-stroke/cycle diesel engine, of equal displacement, because the two-stroke/cycle diesel engine __________.",has little or no internal friction,has a lower effective compression ratio,operates with scavenge air under a positive pressure,operates without energy absorbing intake and exhaust strokes,D
901,"A unit type fuel injector is used on a diesel engine to
                              .",meter the fuel,produce the proper fuel oil pressure,atomize the fuel,all of the above,D
902,"After removing an old set of rings, which of the following conditions is indicated if a bright spot is found on each end of a broken piston ring?",Improper lubrication,Excessive diametrical tension,Insufficient ring pressure,Insufficient gap clearance,D
903,An accumulator used in a hydraulic starting system is  generally located between the __________.,pump and the compressor,storage tank and the pump,starting motor and the reserve tank,pump and the starting motor,D
904,"An auxiliary boiler equipped with a return flow fuel  atomization system, has a                            .",constant fuel combustion rate,constant fuel return pressure,variable fuel supply temperature,variable fuel return pressure,D
905,An exhaust gas bypass is installed on a waste heat boiler in order to                         .,bypass exhaust gas at high loads to prevent excessive back pressure,bypass a portion of the exhaust gas at peak loads for better efficiency,recycle exhaust gas to the turbocharger,minimize moisture condensation in the boiler gas passages at low loads,D
906,An increase in diesel engine crankcase pressure generally indicates excessive __________.,compression pressure,lube oil header pressure,scavenge air pressure,piston ring blow-by,D
907,An increase in power output of a turbocharged diesel  engine operating at a constant engine speed results in  __________.,higher exhaust temperature,increased turbocharger speed,higher air box pressure,All of the above are correct.,D
908,"An increase in the load on a turbocharged diesel engine operating at constant speed will result in an increase in
___________.",exhaust temperature,air box pressure,brake mean effective pressure,all of the above,D
909,"Automatic combustion control systems for auxiliary boilers are designed to cycle burners on and off in response to the
                                  .",excess air pressure,steam moisture content,furnace temperature,steam pressure,D
910,Auxiliary diesel engine electric starting motors use  _________.,alternating current,400 cycle per second motor-generators,"low amp, high voltage AC",direct current,D
911,"Before any diesel engine hydraulic starting system is opened for servicing or repair, you must __________.","place all control levers in the ""HOLD"" position",ensure that the hydraulic fluid reservoir is full,block all hydraulic hoses using high pressure covers,bleed off all hydraulic pressure from the system,D
912,"Before being shut down, a diesel engine should idle a few minutes in order to __________.",prevent governor surging at shutdown,make sure the fuel nozzles are flushed clean,prevent pressure buildup in the fuel lines,prevent damage from localized overheating,D
913,Black areas on the sealing surfaces of piston rings indicate ___________.,lube oil pumping,rotating rings,gas pressure behind the ring,passage of hot gases,D
914,Black smoke exhausting from a diesel engine may be caused by_________.,excessive scavenging air pressure,high coolant temperature,insufficient fuel,a clogged air cleaner,D
915,"Bottom blow valves are installed on auxiliary water-tube boilers to
                              .",completely drain the boiler in an emergency,prevent sludge from forming in the steam drum,remove floating impurities from the boiler water surface,remove settled solids from the water drum,D
916,Burning fuel with a high sulfur content in a diesel engine will ___________.,increase thermal efficiency,cause clogging of the fuel system,increase the ability of the engine to start in cold weather,produce corrosion in the cylinder and exhaust system at low loads,D
917,Chemicals are added to boiler water by injecting them __________.,as a powder into the mud drum,as a powder into the steam drum,in solution into the main feed line,in solution through the chemical feed pipe,D
918,"Clogged diesel engine fuel oil filters can cause _________,",loss of power,misfiring,low fuel oil pressure,All of the above,D
919,Clogged or partially obstructed exhaust ports on a diesel engine can cause __________.,overspeeding of the engine,failure of the engine to shut down,no effect of engine performance,high exhaust temperatures,D
920,Cold weather starting of a diesel engine may be made easier by __________.,decreasing the compression ratio,using a special fuel having a high ignition temperature,increasing the starting air supply,heating the jacket water,D
921,Connecting rods in a diesel engine are used to connect the  __________.,engine to the bed,rocker arm to the camshaft,crankshaft to the gear train,piston to the crankshaft,D
922,Coolant can be lost from a diesel engine jacket cooling water system by leakage from __________.,cylinder head cracks,piping joints,pump seals leaking,all of the above,D
923,"Cooling the intake air supplied to a diesel engine will
                              .",reduce mean effective pressure,decrease average compression pressure,decrease air charge density,increase power output,D
924,"Corrosion and grooving on the blading of an exhaust driven turbocharger is caused by certain components of residual fuel oils. These components are vanadium, sodium, and ___________.",copper,carbon,hydrogen,sulfur,D
925,Cracking of a diesel piston crown can result from__________.,excessive piston to liner clearance,"the underside of the piston crown being excessively dirty, lowering the rate of heat transfer",faulty nozzle spray,all of the above,D
926,Damaging scale can form on the interior of superheater tubes as a result of __________.,leaks from the desuperheater,high superheater outlet temperature,insufficient steam flow through the superheater,boiler water carryover,D
927,"Diesel engine air start valve timing is controlled by  _______.
",engine operating speed,an air manifold,a hydraulic distributor,individual cams and valve gear,D
928,Diesel engine electric starting motors generally require heavier duty motors and operate at higher voltages than  comparable starting motors for gasoline engines due to__________.,higher speed required,flywheel effect,lower starting temperatures,higher compression pressures,D
929,Diesel engine electric starting motors generally require heavier duty motors and operate at higher voltages than comparable starting motors for gasoline engines due to __________.,higher speed required,flywheel effect,lower starting temperatures,higher compression pressures,D
930,Diesel engine piston seizure can be caused by_________.,poor cooling of cylinder walls,improper cooling of the piston,insufficient piston lubrication,all of the above,D
931,"Diesel engine starting difficulties due to cold intake air temperatures, can be overcome by using a/an
___________.",increase in starting air pressure,increase in lube oil viscosity,compression expansion device,jacket water heater,D
932,Dirt in a fuel oil system of a diesel engine can cause ___________.,damage to strainers,overspeeding of the engine,excessive cooling of the engine,injector damage,D
933,"Downcomers are installed between the inner and outer boiler casings to __________.

 I. increase the end point of carry over
II. decrease the end point of circulation",I only,II only,Both I and II,Neither I or II,D
934,"During maintenance inspections of a fire tube auxiliary  boiler, you should check for                            .",weaking of the tubes at the tube sheet,burning of tube ends,fireside corrosion,all of the above,D
935,"During the compression stroke in a four-stroke/cycle,  diesel engine, assume that the piston can only travel  seven-eighths of the total distance between BDC to the  underside of the cylinder head. Which of the following  ratios will be the compression ratio for this engine?",6 to 1,7 to 1,7.5 to 1,8 to 1,D
936,"Electric starting motors for diesel engines require high current for their operation. As a result of this, they__________.",have a generator as a source of power,need a current-voltage regulator for proper operation,will overheat if operated continuously over ten seconds,will carry a 100% overload for a brief period,D
937,Excessive oil foaming in the crankcase of a refrigeration compressor is most likely to occur when the compressor __________.,has run continuously for a long period,suction pressure is below normal,oil level is below normal,starts after a long idle period,D
938,Excessive side clearance between a piston ring and its  groove will cause the ring to__________.,expand excessively under operating temperatures,scuff the cylinder liner excessively,hammer the piston land above the ring,hammer the piston land below the ring,D
939,Exhaust gases are generally removed from the cylinders of a two- stroke/cycle diesel engine by__________.,natural aspiration,masked intake valves,air cells,scavenging air,D
940,Fins are installed on the generating tube surfaces in waste heat boilers to                         .,prevent soot fires in the exhaust system,prevent exhaust gas erosion of the tubes,increase the velocity of exhaust gas flow,increase the rate of heat transfer,D
941,Flame failure in an operating automatically fired auxiliary boiler can result from a                            .,broken electrode insulator,faulty steam pressure signal to the trial for ignition  circuit,broken 2000 volt supply lead,clogged fuel nozzle,D
942,"Following an overhaul of a crosshead type diesel engine, the engine is jacked over with the turning gear as part of the pre-start procedure. Which of the listed pre-start   procedures should be carried out?",Ensure proper cylinder lube oil flow.,Open all air space drain cocks.,Open all indicator valves.,All of the above.,D
943,"For use in boilers aboard ship, the flash point of fuel oil may be exceeded when_________________.",necessary to transfer fuel,firing under maximum load,smokeless operation is desired,required for proper atomization,D
944,"Fuel is admitted to a diesel engine cylinder through the
                              .",intake valves,carburetor,exhaust ports,injector nozzles,D
945,Fuel oil begins injection into the cylinder of a four-stroke/cycle diesel engine during the                            .,intake stroke,exhaust stroke,power stroke,compression stroke,D
946,Fuel oil day tanks for diesel engines must be checked and cleaned at regular intervals in order to remove __________.,sludge,water,micro-organism growth,all of the above,D
947,Fuel oil is regularly transferred to the day tank in order to  _________.,allow impurities to settle out of the fuel,allow air to escape from the fuel,make fuel available for immediate use,all of the above,D
948,"Generating tubes in waste heat boilers are finned to
                           .",reduce gas flow turbulence,prevent exhaust gas corrosion,increase the rate of combustion,increase the rate of heat transfer,D
949,"Heavy fuel oil used in the system show in the illustration, will have the lowest viscosity__________.",at the transfer pump discharge,in the settling tank,in the three-way valve,at the main engine fuel oil header,D
950,Heavy residual fuel oils are heated prior to centrifuging to  _________.,reduce fuel weight,increase specific gravity,separate fuel from lube oil,reduce fuel viscosity,D
951,Heavy soot accumulations in an auxiliary boiler could be caused by                           .,water in the fuel oil,excessive cycling,high fuel oil pressure,improper burner maintenance,D
952,How are hydraulic valve lash adjusters on diesel engine  rocker arm assemblies lubricated?,Cup-fed grease,Sealed self-lubricators,Metered hydraulic oil supply,Forced lube oil supply,D
953,"Hydraulic starters are installed on many lifeboat diesel engines instead of comparable air start systems, because__________.",hydraulic starters are the least expensive of all starting systems,the system does not require high pressure piping,hydraulic systems turn diesel engines at higher rates of speed than air starters,the system can be manually recharged,D
954,"If a clicking sound is being produced from within the valve compartment of a diesel engine, the cause may be__________.",a loose valve stem and guide,excessive valve clearances,a stuck valve,all of the above,D
955,"If a crankcase explosion has occurred in a diesel engine, and the crankcase remains intact, which of the following precautions should be observed?",The cylinder indicator cocks should be opened.,The sump lube oil scavenge pump should be secured immediately.,The explosion relief valves should be manually opened.,The crankcase should remain unopened until the engine has cooled.,D
956,"If a diesel engine is smoking excessively under load, the cause could be __________.",low exhaust back pressure,early fuel injection in one of the cylinders,compression pressure in one of the cylinders,plugged injector holes,D
957,"If a diesel engine starts firing, but is unable to come up to normal speed, either without load or even under a small load, the cause may be   __________.",insufficient fuel supply,faulty governor,high exhaust back pressure,all of the above may cause this problem,D
958,"If a diesel engine, with an electric starter, cranks very slowly after repeated attempts to start, the cause could be __________.",low lube oil viscosity,low compression pressure,a faulty Bendix-drive,an overheated starting motor,D
959,"If a refrigeration compressor is running continuously without lowering the temperature in the refrigerated space, the trouble may be __________.",a shortage of compressor oil,warm food in the refrigerator,excessive condenser cooling water,a shortage of refrigerant,D
960,"If a ship with an automated engine room system develops a 'high' boiler water level at half speed, the __________.",main feed water stop valve will automatically close,main feed pump re-circulating line will automatically open,surface blow valve will automatically open to lower the level,throttle will be automatically prevented from opening any further,D
961,"If an auxiliary diesel engine equipped with an electric starting system cranks very slowly after repeated attempts to start, the cause could be a/an__________.",low lube oil viscosity,low compression pressure,ring gear with broken teeth,overheated motor windings,D
962,"If oil is dripping from the burner of a coil-type auxiliary steam generator, the cause may be __________.",the oil valve not seating properly,a loose burner nozzle,carbon on the burner nozzle causing deflection of oil spray,all of the above,D
963,"If sludge accumulates on the underside of a diesel engine piston, it will  __________.",cause blow-by,chemically attack the piston skirt,form an emulsion of lube oil and water,raise the piston temperature,D
964,"If the capacity of a reciprocating air compressor gradually drops off, the cause could be __________.",leaking compressor valves,a clogged air filter,worn cylinder liners,all of the above,D
965,"If the combustion control system of an automatically fired auxiliary boiler fails to restart from the normal shutdown mode, you should check for                              .",broken or grounded high tension leads,a faulty ignition cable connector,an incorrect electrode setting,all of the above,D
966,"If the detergent type lubricating oil being used in a diesel engine is black, the oil __________.",must be centrifuged,must be filtered,must be changed,is holding finely dispersed carbon in suspension,D
967,"If the flow of water from a centrifugal pump is allowed to  be stopped by closing the discharge valve while the pump continues to run for an extended period, which of the following will occur?",The wearing rings will become excessively worn.,The water pressure will decrease to shut off head,The water pressure will rise above shut off head,liquid in the pump will overheat,D
968,"If the fuel/air ratio in an automatically fired auxiliary boiler is insufficient, the result could lead to                      .",inefficient combustion,dark smoke,automatic shutdown,all of the above,D
969,"If the low level alarm of the diesel fuel day tank fails to function, you can expect trouble from __________.",overheated injection pumps,water condensed in the cylinders,fuel dilution of the lube oil,air in the fuel system,D
970,"If the piston ring gap remains insufficient when installing new rings, you should __________.",install oversized rings,hone the cylinder liner to allow ring installation,compress the rings tighter with a compressing tool,file the ends of the rings,D
971,"If the turbocharger failed on an auxiliary diesel engine, which of the following conditions would probably occur?",Full power cannot be developed.,The exhaust will contain black smoke.,Complete combustion will be impossible.,All of the above.,D
972,"If the water level cannot be seen in the lower part of the  boiler gage glass, which of the following actions must be carried out immediately?",Increase the feedwater going to the boiler.,Check the DC heater water level.,Blowdown the boiler.,Secure the boiler fires.,D
973,"If water is ejected from an open indicator cock when the engine is rotated by the turning motor, a leak may have  occurred at the_______.",injector insert bushing,valve seat insert,cylinder liner,all of the above,D
974,"If water is found in the crankcase of a diesel engine, the cause may be due to __________.",a cracked cylinder head,a leaky cylinder head gasket,a cracked cylinder liner,all of the above,D
975,"If you determine that entrained air in the fuel oil system is causing a diesel engine to stall, you should first check for
____________.",fuel leakage in the injector pump's discharge lines,worn gaskets in the transfer pump discharge lines,partially clogged fuel oil discharge strainers,loose fittings in the booster fuel pump suction piping,D
976,"If you have a duplex double acting reciprocating pump making 150 strokes/minute, with a 3"" diameter cylinder, a 5"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",21 gpm,35 gpm,11 gpm,42 gpm,D
977,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",75 gpm,50 gpm,38 gpm,150 gpm,D
978,"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 11"" stroke and operating with 85% volumetric efficiency, what is the capacity of this pump?",206 gpm,378 gpm,103 gpm,412 gpm,D
979,"If you observe smoke coming from the turbocharger of an auxiliary diesel engine, you should__________.",check the air filter for obstruction,check for an exhaust leak,check the exhaust temperature,secure the engine,D
980,"If you suspect a diesel engine is misfiring due to air  leakage into the fuel system, you should begin looking for the leak at the ______________.",fuel line connections to the cylinder injection valves,gasket surfaces of the fuel oil filters,discharge fittings of the fuel injector pumps,suction side of the fuel oil transfer pump,D
981,"If you were inspecting the valve springs on an auxiliary diesel engine, your best indication of impending spring  failure would be  _________.",a glazed surface on the spring,nicks in the protective coating,a buildup of sludge deposits,cracks in the surface of the spring,D
982,Improper maintenance of an automatic auxiliary boiler oil burner could result in                              .,fuel pump failure,fan motor failure,increased feedwater consumption,decreased boiler efficiency,D
983,"In a diesel engine, blow-by is generally the result of worn  _________.",valve guides,oil control rings,valve seats,compression rings,D
984,"In a diesel engine, maximum lube oil system pressure is normally controlled by                            .",the capacity of the lube oil pump,the speed of the lube oil pump,the outlet pressure of the lube oil pump,a relief valve,D
985,"In a diesel engine, with the valves set to specification, the shape of the cam determines the valve __________.",point of opening,speed of opening,lift from its seat,all of the above,D
986,"In a disk-type lubricating oil purifier, __________.",the purifier driving gears are lubricated by the reclaimed  oil as it leaves the bowl,all dirt and sludge are automatically discharged with the cooling water,sealing water must never be supplied until after oil is fed to the unit,deterioration of the bowl ring gasket will cause the purifier to lose its water seal,D
987,"In a large, slow-speed, main propulsion diesel engine, which of the parts listed is under tension when the engine is  running?",Bed plate,Column,Entablature,Tie rod,D
988,"In a main propulsion turbocharged diesel engine, the speed  of the turbocharger varies according to the __________.",governor droop,speeder spring tension,fuel rack lag,load on the engine,D
989,"In a refrigeration system, the amount of superheat absorbed by the refrigerant is adjusted at the __________.",compressor,condenser,evaporator coil,expansion valve,D
990,"In a turbocharger, inlet air velocity is increased in the __________.",inlet nozzle ring,stationary diffuser passages,compressor outlet volute,rotating impeller vanes,D
991,"In any diesel engine closed freshwater cooling system, the lowest pressure exists at the                            .",jacket water outlet,cooling water pump outlet,heat exchanger outlet,expansion tank atmospheric vent,D
992,"In comparing engines of equal horsepower, higher exhaust gas temperatures occur in a/an __________.",opposed-piston engine,double-acting engine,two-stroke/cycle engine,four-stroke/cycle engine,D
993,"In the cylinder head of a two-stroke/cycle diesel engine, valves are used for __________.",air intake,a fuel outlet,cooling water inlets,exhausting combustion gas,D
994,"In the starting process of a diesel engine, the main object is to attain the compression conditions sufficient to __________.",turn the flywheel,reduce friction,overcome inertia,ignite the fuel,D
995,"Injection pressure in a common rail fuel system is   controlled by
                              .",engine speed,varying the fuel pump piston stroke,varying the injector needle valve clearance,a bypass valve,D
996,Injectors for use with heavy fuel oil may be internally cooled by either water or light oil to __________.,prevent heat corrosion to internal components,increase fuel delivery rate and economy,prevent preignition,avoid carbonization of the nozzle tips,D
997,Irregular engine speed in a diesel generator can be caused by  _________.,high generator load,low fuel viscosity,high injection pressure,binding in the fuel control linkage,D
998,Journal bearings are usually lubricated by the _____ system,Splash,Bypass,Gravity,Pressure,D
999,Large temperature and pressure drops which occur in the first stage of a combination impulse and reaction turbine are caused by steam passing through  __________.,a nozzle diaphragm in the low pressure end of the turbine,a single row of blades more than once,a dummy piston and cylinder to offset axial thrust,one or more velocity-compounded impulse stages at the high pressure end of the turbine,D
1000,Leaking oil seals on a diesel engine turbocharger can cause ___________.,the engine to run after the fuel has been secured,the engine to overspeed,a fire,all of the above,D
1001,Low compression pressure in a diesel engine can be caused by  _________.,carbon deposits in the combustion space,carbon deposits on the piston crown,leaking cylinder liner seal rings,a leaking cylinder head gasket,D
1002,Mechanical lubricators for diesel engine cylinders are  usually small reciprocating pumps which are                            .,operated manually once each hour,operated until the engine has started,placed into operation only at maximum load,adjustable to meet lubrication requirements,D
1003,Most type(s) of microbiological growths in fuel are                       .,bacteria,fungi,yeasts,All of the above,D
1004,"On a medium-speed main propulsion diesel engine, the  crankpin or crank journal bearings receive lubricating oil from
                              .",a spindle lubricator,an oil jet,internal splashing,drilled passages in the crankshaft,D
1005,"On most modern diesel engines, the main and connecting rod bearings receive their lubricating oil by                          .",banjo feed,splash feed,gravity feed,pressure feed,D
1006,Open combustion chambers are designed to __________.,eliminate carbon buildup,improve piston cooling,prevent air charge turbulence,provide proper fuel/air mixing,D
1007,Operating a propulsion diesel engine at less than 30% of designed normal load for prolonged periods will result in ___________.,decreased fuel consumption per brake horsepower,more complete cylinder scavenging,extended valve life,carbon formation on combustion chamber surfaces,D
1008,Partially obstructed exhaust ports on a diesel engine can cause __________.,overheating of the engine,high exhaust temperatures,sluggish engine operation,all of the above,D
1009,Passages are drilled in the crankshafts of diesel engines to provide lubricating oil to the                            .,main bearings,connecting rod bearings,piston pin bushings,All of the above,D
1010,"Poor quality fuel being used in a turbocharged medium-speed, diesel engine could result in__________.",hard starting,excessive fuel consumption,loss of power,all of the above,D
1011,Proper housekeeping to prevent the formation of    microbiological growths within a fuel system includes the prevention of water accumulations and the use of                .,steam coils,fuel oil centrifuges,fuel oil discharge filters,chemical additives called biocides,D
1012,Provision is to be made for ventilation of an enclosed diesel engine crankcase by means of a small __________.,"aperture not exceeding 1"" in diameter","fan to develop a slight suction not exceeding 1"" of water",vent line attached to the upper most area of the crankcase  near the center of the engine,"breather or by means of a slight suction not exceeding 1"" of water",D
1013,"Shaker, circulation, and spray are the three general methods used in                           .",pre-injection fuel oil treatment,lube oil filtration,lube oil purification,piston cooling,D
1014,Sludge formation in a diesel engine lube oil system is  caused by _____.,carbonization of oils from the combustion chambers,emulsions of lube oil and water,coagulation of unburned fuel below the piston rings,All of the above.,D
1015,Small cracks in the crankshaft bearing surface of a diesel engine are an indication of __________.,corrosion fretting,insufficient lubrication,abnormal wear,fatigue failure,D
1016,"Starting a large low-speed propulsion diesel engine on  diesel fuel during cold weather conditions, will be made easier by ___________.",increasing the quantity of starting air,increasing the lube oil pressure,heating the engine fuel supply,heating the engine coolant,D
1017,Starting a large propulsion diesel engine using diesel fuel during cold weather conditions can be made easier by __________.,increasing the quantity of starting air,increasing the lube oil pressure,heating the engine fuel supply,heating the engine jacket water,D
1018,"Starting aids, such as glow plugs, are installed on ___________.","large, direct drive diesel engines",diesel engines designed to burn residual fuels,"medium-speed, four- stroke/cycle diesel engines",small diesel engines started with an electric motor and  batteries,D
1019,"Temperature control valves installed in the jacket cooling water system of a diesel engine, modulates the rate of water flow through the                     .",cooling water pump,nozzle cooling passages,cylinder jackets,heat exchanger,D
1020,The air compressor for a P-tank unit should be operated for several minutes with its discharge valves open to the atmosphere to __________.,discharge moisture formed during the compression process,dry out fixed discharge piping and hoses,assist in producing water free compressed air,all of the above,D
1021,The amount of fuel oil atomized by a return flow oil burner is directly controlled by the                          .,header supply valve,burner root valve,oil micrometer valve,fuel oil back pressure,D
1022,"The amount of oil consumed by a return flow-type fuel atomization system, fitted with both supply and return  meters, can be determined by the                          .",supply meter reading only,return meter reading only,sum of the supply and return meter readings,difference between the supply and return meter readings,D
1023,The bore of a diesel engine describes the __________.,length of the piston rod,height of the piston,volume of the cylinder,diameter of the cylinder,D
1024,The camshaft on a four-stroke/cycle diesel engine is used to operate the __________.,fuel injectors,exhaust valves,intake valves,all of the above,D
1025,The camshaft on a four-stroke/cycle diesel engine provides a means to operate the                            .,fuel injectors,exhaust valves,intake valves,all of the above,D
1026,The cetane number of a diesel fuel oil indicates its ___________.,viscosity,acid content,heating value,ignition quality,D
1027,"The color of the diesel engine detergent type lube oil in an operating diesel engine is black, this indicates __________.","""worn out"" oil",fuel dilution,water dilution,normal oil condition,D
1028,"The compression of air in a positive displacement rotary supercharging blower, occurs only __________.",between the rotating blower lobes,between the casing and blower lobes,after the engine reaches operating speed,as air moves into the discharge passage,D
1029,The crankcase of many diesel engines are kept under a slight vacuum by the                              .,scavenging action of the piston,piston type vacuum pump taking suction off a differential manometer,gland exhausting manometer,crankcase exhaust fan,D
1030,The cubic inch (or liter) displacement of a cylinder is  determined by the diameter of the piston and the__________.,length of the crankshaft,volume of the clearance space,weight of the piston,length of the stroke,D
1031,The depth of fuel oil in a tank is normally measured through the _________.,vent line,overflow line,feed line,sounding tube,D
1032,The desirable properties of a marine fuel oil should include ___________.,high flash point and high viscosity,low flash point and high viscosity,low heating value and high sulphur content,high heating value and low sulphur content,D
1033,The device used to store a charged pressure for an hydraulic starting system is called the __________.,reservoir,hand pump,accelerator,accumulator,D
1034,The exhaust gases in a supercharged two-stroke/cycle diesel engine are expelled from the cylinder by__________.,pumping action of the piston,pressure of the fuel charge,vacuum developed in the manifold,pressure of the fresh air charge,D
1035,The exhaust system for a diesel engine is usually designed to remove exhaust gases and to __________.,power the Roots-type exhauster,remove the emission of exhaust smoke pollutants,power a reciprocating supercharger,muffle exhaust noise,D
1036,The exhaust system for a turbocharged two-stroke/cycle  diesel engine functions to __________.,discharge exhaust gases and smoke,furnish energy to the turbocharger,reduce engine room noise,all of the above,D
1037,The exhaust system of a diesel engine is usually designed to remove exhaust gases and to __________.,provide exhaust back pressure,prevent exhaust smoke emissions,power a reciprocating supercharger,muffle exhaust gas noise,D
1038,"The expansion tank for a diesel engine closed cooling system is designed to maintain a constant head on the system and
                         .",reduce water temperature,reduce water turbulence,provide an air cushion,allow for an increase in water volume as the engine warms up,D
1039,The flame safeguard control system of a large automatic  auxiliary boiler will provide fuel shut off in the case of high                          .,water,voltage,fuel pressure,steam pressure,D
1040,"The fuel oil supply system to an automatic auxiliary boiler, will automatically shutdown if the boiler                            .",steam demand is high,salinity is high,safety valve simmers,burner flame is extinguished,D
1041,The function of a heat interchanger used in a refrigeration system is to __________.,lower the temperature of liquid refrigerant before entering the expansion valve,reduce the possibility of liquid refrigerant from flooding  back to the compressor,minimize sweating of the suction line,All of the above.,D
1042,The highest pressure in any closed diesel engine freshwater cooling system is at the                            .,jacket water outlet,expansion tank inlet,heat exchanger inlet,cooling water pump outlet,D
1043,"The intake valves in a diesel engine are reseated by
                              .",cam followers,push rods,combustion gases,valve springs,D
1044,The interior of some diesel engine saltwater heat exchangers are protected from corrosion by the use of                      .,aluminum plates,lead cathodes,copper baffle plates,sacrificial zincs,D
1045,"The jacket water temperature in a diesel engine closed freshwater cooling system is normally controlled by
                              .",regulating the level of corrosion inhibitor in the primary cooling system,the level of the freshwater expansion tank,varying the engine load to meet temperature requirements,the operation of the thermostatic valve,D
1046,The length of stroke in reciprocating steam pump is adjusted by                              .,increasing or decreasing the number of packing rings around the piston rod,variations in the throttle adjustment,twisting the stayrod in a clockwise direction,changing the setting of the tappet collars on the pilot valve operating rod,D
1047,"The longer the ignition delay period resulting from improper use of low cetane fuel, the_________.",less fuel will enter the cylinder,higher the cylinder combustion temperature,more complete the fuel combustion,more rapid the rise in combustion pressure,D
1048,The lube oil pump used in a diesel engine is a                          .,volute pump,centrifugal pump,diaphragm pump,gear pump,D
1049,The most common instrument used to measure diesel engine exhaust pressure is the __________.,pyrometer,bourdon gauge,pneumercator,manometer,D
1050,"The most practical way of detecting an overload in one  cylinder of an operating large, low-speed, main propulsion diesel engine is to_________.",check the cylinder exhausts for black smoke,listen for combustion knock in that cylinder,isolate each cylinder and inspect the injector,check the cylinder exhaust temperature frequently,D
1051,The outlet from an expansion tank of a closed freshwater cooling system should be piped to the                          .,cylinder head water outlet header,cylinder jacket inlet main,heat exchanger inlet connection,jacket water pump suction line,D
1052,"The pilot valves in an air pilot starting system for a  two- stroke/cycle, direct-reversing, main propulsion diesel engine are operated by either a ported distributor disc or a/an
 _______.",regulator valve,quick opening main air valve,pilot air start check valve,individual cam for each pilot valve,D
1053,The power consumed during the scavenging process of a diesel engine is known as the __________.,scavenging loss,valve loss,back pressure loss,pumping loss,D
1054,The power developed by a large slow-speed main propulsion diesel engine is dependent upon the __________.,quantity of air it takes in and retains in the cylinders during a given time period,proportion of trapped air that is utilized in the combustion process,thermodynamic efficiency of the engine cycle,all of the above,D
1055,The primary function of the contaminated drain inspection tank is to __________.,store contaminated drains,separate the oil and water by using a series of filters and baffles,only cool down the contaminated drains,serve as a means for visually examining the drains,D
1056,The primary purpose of the open combustion chamber used in diesel engines is to __________.,improve piston cooling,stratify the fuel charge,prevent carbon buildup,provide a place for combustion,D
1057,The rate of wear on a cylinder liner depends on the ___________.,quality of air filtration,effectiveness of lubrication,type of fuel used,all of the above,D
1058,"The reversing mechanism on a direct reversing large   low-speed main propulsion diesel engine, operated by means of oil pressure, can serve to                            .",bring the respective cam under the fuel pump roller,rotate or displace the camshaft according to engine design,bring the respective cam under the air distributor pilot valves,all of the above,D
1059,"The reversing mechanism on a large four stroke main propulsion diesel engine, can be operated by _______.",using double roller followers engaging individual cams lobes,displacing the camshaft axially according to a double cam lobe design,using a separate camshaft having a symetrical cam lobe design and rotating the camshaft by an appropriate angle,all of the above,D
1060,The shape of a cam on a diesel engine determines the valve's_________.,point of opening,speed of opening,lift from its seat,All of the above are correct.,D
1061,"The small clearances existing between each of the blower lobes, and between the lobes and casing of a Roots-type blower, must be maintained to __________.",provide for normal timing,prevent blower oil leakage,provide adequate blower lubrication,prevent abnormal air leakage,D
1062,"The starting air rotates a diesel engine at the proper  speed, but the engine fails to start. You should check  __________.",the overspeed trip,for an obstructed air filter,for air-bound fuel lines,all of the above,D
1063,The starting air supply for a diesel engine is generally produced by a/an __________.,exhaust powered turbocharger,Roots-type blower air pump,centrifugal air compressor,multistage reciprocating air compressor,D
