FUNCTION 3: MAINTENANCE AND REPAIR AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
845,A knocking noise from one cylinder of an operating reciprocating air compressor indicates ______________.,excessive overload on that cylinder,a defective or broken high pressure unloader,no compression in that cylinder,a loose valve plate for that cylinder,D
846,A licensed officer designated to certify a trainee's performance of a practical demonstration should sign off when __________.,another license officer has witnessed the performance of the demonstration,the majority of any portion of the skill has been demonstrated,the pre-brief with the trainee has been completed,the entire practical demonstration has been successfully completed and personally observed by the licensed officer,D
847,A load line is assigned to a VESSEL to insure adequate stability and __________.,mooring tension,riser tension,lifesaving equipment,structural strength,D
848,A machine bend with a slight radius is obtained by _____.,Inserting a bending radius ,A partial machine bend and finished by hand,Reversing the upper machine blade ,Setting for heavy gage and bending a ligther gage,D
849,A motor driven device which moves the heat-laden vapor refrigeration from evaporator and compresses into a small volume and to a high temperature:,Thermal reset,Refrigeration compressor,Thermostatic switch,Pressure transducer,D
850,A pipe coupling is a fitting having __________.,outside threads on one end and inside threads on one end,outside threads on both ends,a left-hand twist,inside threads on both ends,D
851,A recirculating line is provided in the potable hot water  system to __________.,maintain uniform inlet conditions for the pressure tanks,maintain flow rates which will eliminate fluid film formation in the piping,return overflow from the pressure tanks back to the potable water tanks,maintain the desired temperature range throughout the system,D
852,"A refrigeration compressor used in a multi-box refrigeration system, is designed with six of its eight cylinders able to be controlled for variable load conditions.   If all of the reefer boxes have just recently been activated, what percentage of the tot",100%,50%,25%,0%,D
853,A reheater in an air conditioning system functions to __________.,control inlet air temperature,control inlet air volume,maintain relative humidity at 15%,restore conditioned air temperature to a comfortable level,D
854,"A solenoid direct-acting three-position spring-centered directional control valve is used in a hydraulic system to  control a linear actuator.  When the remote push button is  depressed to extend the actuator it fails to move, even though the pump is in o","A spring at one spool end has broken and jammed, preventing the spool from shifting.",The 'extend' solenoid coil has developed an open.,The pump coupling is damaged and pump is unable to turn at  its required speed.,Any one of the above will cause the actuator to not move.,D
855,A swing check valve is used in a pipeline to ____.,Maintain a preset pressure on the line ,Closely regulate the amount of flow,Relieve excessive pressure on the line,Allow flow in one direction only,D
856,"A tank of a VESSEL, with a volume of 2,000 cubic feet, is pressed up with sea water weighing 64 pounds per cubic foot. What is the weight, in kips, of the liquid?",54 kips,67 kips,78 kips,128 kips,D
857,A taper may be turned on a lathe by __________.,setting over the tailstock,using the compound rest,using the taper attachment,all of the above,D
858,A tonnage tax is levied according to the,Gross tonnage of vessel,Maximum deadweight cargo tonnage on board,Displacement tonnage of the vessel,Net tonnage of vessel,D
859,A trainee is on board your vessel and will need to be assessed in the demonstration of practical skills.  Ideally you should assess their skill __________.,before they have received training,immediately after they have received training,after they have observed the skill demonstrated once,after they have received training and personally practiced the skill,D
860,"A weight of 1,000 kips is equivalent to __________.","1,000 pounds","2,000 short tons","2,240 pounds",500 short tons,D
861,"According to Coast Guard Regulations (46 CFR), a welded repair to be made to a ships service air receiver, other than an emergency repair at sea, must be __________.",inspected and tested by the chief engineer before it may be returned to service,completed and then tested at least twice prior to notifying the Coast Guard to ask for a marine inspector,made with a backing strip to ensure full penetration,"made only with the prior approval of the local Officer in Charge, Marine Inspection (OCMI)",D
862,"According to the Regulations, all escape hatches and other emergency exits on small passenger vessels of less than 100 gross tons shall be marked on __________.","exterior side, in less than 2-inch letters 'watertight openning- keep clear'","exterior side only, in at least 2-inch letters 'emergency exit-keep clear'","both sides, in at least 2-inch letters 'watertight  door-close in emergency'","both sides, in at least 2-inch letters 'emergency exit-keep clear'",D
863,Adjustments to the compensating needle valve in a hydraulic governing system should be made with the engine at:,maximum power and normal load,half speed and normal load,"maximum power and load, under normal conditions",normal operating temperature without a load,D
864,"After a piece of pipe has been cut, a good shop practice to ream out the burr left in the pipe.  This is done to __________.",make a taper for starting the threading die,make the taper required for pipe threads,remove tool marks which could interfere with flow,prevent the burr from restricting flow in the pipe,D
865,Air leaking into a flash type distilling plant could occur through __________.,gasketed joints,valve stems,gage glass packing,all of the above,D
866,An advantage of a helical gear pump over a simple gear pump is that the helical gear pump is capable of __________.,maintaining a steadier speed,delivering liquids over greater distances,operating for longer periods of time,producing a smoother discharge flow,D
867,An arrow stamped on the valve body of a water regulating valve indicates the __________.,direction of the plunger slide,closed position,open position,direction of the flow,D
868,An engine spare parts storeroom is at a temperature of 70 degrees Fahrenheit and contains a storage bottle of refrigerant R-22.  What would be the approximate gage pressure inside this bottle?,5 psig,35 psig,70 psig,125 psig,D
869,An example of an antifriction bearing is a __________.,rubber cutlass strut bearing,line shaft or spring bearing,Kingsbury thrust bearing,ball bearing,D
870,An increasing differential between inlet and outlet temperatures of circulating water would:,decrease turbine shaft horsepower,increase water circulation,increase condensate depression,indicate fouled sea suction strainer,D
871,An instrument used to detect leaks in the refrigeration system is ____________.,thermometer,shybolt instrument,tachometer,halide torch,D
872,Antifriction bearings should not be excessively lubricated  because __________.,the bearings will require immediate flushing,dirt will accumulate inside the bearings,excess lubrication will result in slippage,the bearing will overheat,D
873,"As the percentage of CO2 in the stack gas decreases, you can assume that __________.",the fuel to air ratio is increasing,fuel is being burned with increasing economy,you are approaching secondary combustion,excess air is increasing,D
874,Babbitt is a metal alloy commonly used for lining,saltwater piping,valve seats,shim stock,precision bearings,D
875,"Before any auxiliary diesel engine hydraulic starting system is opened for servicing or repair, you must __________.",place all control levers in the 'HOLD' position,ensure that the hydraulic fluid reservoir is full,block all hydraulic hoses using high pressure covers,bleed off all hydraulic pressure from the system,D
876,Before overhauling any kind of machinery spare parts must be checked first for possible replacement. What are the usable spare parts of a main propulsion diesel engine to be always present onboard before departure so that said vessel will be classed and i,I & III,II & III ,"I, II & III",I & II,D
877,Cavitation in a hydraulic pump is indicated by noisy pump  operation and can be caused by a/an __________.,high fluid level in the reservoir,hydraulic fluid low floc point,excessive discharge pressure from the pump,clogged suction strainer in the reservoir,D
878,"Coast Guard Regulations (46 CFR) concerning shutoff valves  located inside fuel oil tanks, state that the valves __________.",shall be arranged for local control,must be made of steel,must be power operated,may be made of cast iron,D
879,Coast Guard Regulations (46 CFR) require tank sounding tubes terminating above the weather deck of a cargo vessel to be  fitted with a __________.,globe valve,stop-check valve,gate valve,screw cap or plug,D
880,Coast Guard Regulations (46 CFR) require unfired pressure vessels with manholes to be hydrostatically tested  __________.,every 4 years,every 8 years,at each certification inspection,at the discretion of the marine inspector,D
881,Define viscosity:,Coefficient of external friction,The temperature at which wax first separates from the oil,Separation of oil at certain temperature,Coefficient of internal friction,D
882,Dirt should not be allowed to contaminate a grease lubricant because the __________.,bearings will leak oil excessively,dirt will cause corrosion of bearing,grease will become inflammable,dirt is very abrasive when mixed with grease,D
883,Engine speed governors work on the basic principle:,of centrifugal force,that any change in engine torque reduces the load,that any change in engine speed increases the load,that any change in engine load immediately causes a change in engine speed,D
884,Every automated machinery plant must have an 'engineer's assistance' alarm. Power for this alarm should be taken from the __________.,main bus,emergency bus,standby generator,general alarm power supply,D
885,Excessive leakage and premature failure of valve packing is a result of __________.,opening a valve too quickly,jamming a valve in the closed position,low pressure fluid flow through the pipeline,a scored valve stem,D
886,Excessive oil foaming in the crankcase of a refrigeration compressor is most likely to occur when the compressor __________.,has run continuously for a long period,suction pressure is below normal,oil level is below normal,starts after a long idle period,D
887,Excessive wear on a centrifugal pump shaft sleeve will _______.,Cause new packing vibration at opening speed,Cause severe pump vibration at operating speed,Damage the packing gland stuffing box,Damage the pump casing interstage seals,D
888,Failing to decrease the feed pressure on a drill as its point begins to break through the bottom of the work piece will cause the drill to __________.,break cleanly through the bottom of the workpiece,cut an elongated hole in the bottom of the workpiece,form a tapered hole in the bottom of the workpiece,jam in the workpiece and tend to whirl it around,D
889,"Flux is used when soldering, in order to __________.",decrease the melting point of the solder,make the solder 'flow',ensure proper tinning,clean the joint area,D
890,"Following the failure of one turbocharger on a large, crosshead, main propulsion diesel engine, fitted with multiple turbochargers, which of the following actions should be taken prior to further operation of the engine?",Blank off the exhaust gas inlet to the damaged turbocharger.,Secure cooling and lubrication to the damaged turbocharger.,Lock the rotor of the damaged turbocharger.,All of the above.,D
891,"For most multi-box refrigeration systems, the liquid line sight glass would be located __________.",before the compressor suction line,after the compressor discharge,upstream of the condenser,downstream of the receiver,D
892,"Fuels as produced in a refinery are generally sterile, however, contamination can occur as fuels are __________.",stored at the refinery,stored on the vessel,transported to the distribution sites,All of the above are correct.,D
893,Gate valves should not be used for throttling as __________.,the pressure drop will be excessive,air binding will develop,the installation of an equalizing line will be necessary,damage to the seating surfaces will occur,D
894,Hidden edges in objects are represented in blueprints by __________.,a thin solid line,a thick solid line,dashed lines having alternating long and short dashes,dashed lines having approximately equal length dashes,D
895,How much work would be accomplished if a 15 pound box were raised to the top of a 25 foot platform?,15 ft-lb,25 ft-lb,40 ft-lb,375 ft-lb,D
896,Hydraulic cranes must be properly warmed-up before being operated because __________.,warm-up allows the hydraulic system to become charged with  oil,warm-up allows the relief valves to be properly tested,hydraulic strainers operate only during the warm-up period,warm-up allows the hydraulic fluid to reach proper viscosity,D
897,"If 1 Horsepower equals 42.45 BTU's per minute, then the energy required to lift a 1 pound (.454 kg) weight, 778 feet (.24 km), against the force of gravity, would be the same as the number of BTU's required to raise the temperature of __________.",1 ounce (28.3 g) of water 1°F (.55°C),1 quart (.95 l) of water 1°F (.55°C),1 gallon (3.78 l) of water 1°F (.55°C),1 pound (.454 kg) of water 1°F (.55°C),D
898,"If a centrifugal pump is being driven by a steam turbine and the discharge valve is closed off, the pump will __________.",slow down,run cooler,speed up by 5% until the discharge valve is reopened,no longer continue to internally convert the resultant energy imparted to the pump,D
899,"If a centrifugal pump sealing line becomes restricted while operating under a negative suction head (suction lift), which of the following may occur?",The pump may lose suction.,The pump gland may overheat.,Pump may tend to cavitate.,All of the above,D
900,"If a crankcase explosion has occurred in a diesel engine, and the crankcase remains intact, which of the following precautions should be observed?",The cylinder indicator cocks should be opened.,The sump lube oil scavenge pump should be secured immediately.,The explosion relief valves should be manually opened.,The crankcase should remain unopened until the engine has cooled.,D
901,"If a low pressure flushing water pump has a wearing ring clearance of 0.011"" - 0.013"", you should _____________.",replace the worn wearing ring,install a new oversized casing ring,machine the worn wearing ring and refit,leave the existing wearing rings in place,D
902,"If a refrigeration compressor had developed a high suction  pressure, the problem could be a result of __________.",a minor accumulation of air or noncondensable gases in the  system,a leaking king valve,a clogged subcooler,liquid refrigerant flooding back from the cooling coil,D
903,"If done in the furnace, the cooling process to obtain a full anneal of steel will take _______________.",One hour for each inch of sectional thickness,16 to 18 hours,16 to 20 hours, 24 to 36 hours,D
904,"If one fuel strainer of a duplex unit becomes clogged while your vessel is streaming at sea, you should FIRST                           .",clean the dirty strainer as quickly as possible,stop the fuel oil service pump,open the strainer bypass valve,change the oil flow over to the clean side,D
905,"If the capacity of a reciprocating air compressor falls off, the cause be ____________.",leaking compressor valves,a clogged air filter,worn cylinder liners,All of the above,D
906,If the combustion control system of an automatically fired boiler fails to restart from the normal shutdown modem you should check for a/an ____________________.,low stern pressure,high voltage on the ignition electrode,open-air damper,faulty photo cell detector,D
907,"If the evaporator coil horizontal return line of a container refrigeration system is less than 0.874"" (2.21 cm) in diameter, the thermostatic expansion valve sensing bulb should be placed __________.",on the bottom of the line to enable the bulb to absorb the  maximum amount of heat,as close as possible to the expansion valve,directly below the point of maximum heat transfer,on the upper surface of the line,D
908,"If the fires start sputtering while steaming under steady conditions, which of the actions listed should be taken?",Start the standby fuel oil service pump.,Increase the fuel oil pressure.,Shift over to another fuel strainer.,Shift suction to another settling tank.,D
909,"If the flow of water from a centrifugal pump is allowed to be stopped by closing the discharge valve while the pump continues to run for an indefinite period, the __________.",Relief valve will open,Water pressure will lower continually to shut off head,Water pressure will tend to rise continously,Liquid may overheat and vaporize,D
910,"If the people in an air conditioned room complain of being  too cool, the trouble might be that the __________.",preheater has failed to cutout,air velocity is too low,relative humidity and dry bulb is high,dry bulb temperature is too low,D
911,"If the rated distillate production of a submerged tube type evaporator cannot be maintained with the supplied maximum steam flow rate, the evaporator __________.",chemical feed must be increased,has a serious brine leak,temperature switch is defective,heating surfaces are scaled,D
912,"If the result of loading a VESSEL is an increase in the height of the center of gravity, there will always be an increase in the __________.",metacentric height,righting arm,righting moment,vertical moments,D
913,"If the temperature in a hot air manifold were found to be 122°F, what will be the equivalent reading on the centigrade scale?",35°C,40°C,45°C,50°C,D
914,"If two compressors must be operated in parallel in order to maintain the box temperatures, a careful watch should be kept on the __________.",discharge pressure gauges of both compressors,suction pressure gauges of both compressors,expansion valves of both evaporator coils,oil levels in both compressor crankcases,D
915,"If you are given the job of adding hydraulic fluid to a mooring winch, and are not certain as to the type of fluid  to use, you should __________.",add fluid that is the same color as the fluid in the reservoir,add turbine oil because it is always a good substitute,add any oil that has the same viscosity as the hydraulic fluid,check the winch manufacturer's instruction book,D
916,"If you determine that entrained air in the fuel oil system  is causing a diesel engine to stall, you should first check for __________.",fuel leakage in the injector pump's discharge lines,worn gaskets in the transfer pump discharge lines,partially clogged fuel oil discharge strainers,loose fittings in the booster fuel pump suction piping,D
917,"If you have a duplex double acting reciprocating pump making 120 strokes/minute, with a 4"" diameter cylinder, a 13"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",25 gpm,39 gpm,78 gpm,156 gpm,D
918,"If you have a duplex double acting reciprocating pump making 120 strokes/minute, with a 6"" diameter cylinder, a 11"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",149 gpm,273 gpm,74 gpm,297 gpm,D
919,"If you have a duplex double acting reciprocating pump making 150 strokes/minute, with a 4"" diameter cylinder, a 6"" stroke and operating with 95% volumetric efficiency, what is the capacity of this pump?",12 gpm,25 gpm,50 gpm,93 gpm,D
920,"If you have a duplex double acting reciprocating pump making 160 strokes/minute, with a 6"" diameter cylinder, a 4"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",75 gpm,50 gpm,38 gpm,150 gpm,D
921,"If you have a duplex double acting reciprocating pump making 180 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 98% volumetric efficiency, what is the capacity of this pump?",108 gpm,90 gpm,54 pm,216 gpm,D
922,"If you have a duplex double acting reciprocating pump making 330 strokes/minute, with a 3"" diameter cylinder, a 4"" stroke and operating with 96% volumetric efficiency, what is the capacity of this pump?",39 gpm,52 gpm,19 gpm,78 gpm,D
923,"If you have a duplex single acting reciprocating pump making 110 strokes/minute, with a 6"" diameter cylinder, a 7"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",100 gpm,43 gpm,172 gpm,86 gpm,D
924,"If you have a duplex single acting reciprocating pump making 120 strokes/minute, with a 5"" diameter cylinder, a 6"" stroke and operating with 81% volumetric efficiency, what is the capacity of this pump?",25 gpm,99 gpm,59 gpm,50 gpm,D
925,"If you have a duplex single acting reciprocating pump making 130 strokes/minute, with a 4 diameter cylinder, a 12"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",237 gpm,39 gpm,158 gpm,79 gpm,D
926,"If you have a duplex single acting reciprocating pump making 130 strokes/minute, with a 6"" diameter cylinder, a 5"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",62 gpm,37 gpm,148 gpm,74 gpm,D
927,"If you have a duplex single acting reciprocating pump making 140 strokes/minute, with a 4"" diameter cylinder, a 11"" stroke and operating with 94% volumetric efficiency, what is the capacity of this pump?",217 gpm,39 gpm,157 gpm,79 gpm,D
928,"If you have a duplex single acting reciprocating pump making 190 strokes/minute, with a 3"" diameter cylinder, a 9"" stroke and operating with 90% volumetric efficiency, what is the capacity of this pump?",141 gpm,24 gpm,94 gpm,47 gpm,D
929,"If you have a simplex single acting reciprocating pump making 100 strokes/minute with a 7"" diameter cylinder, an 11"" stroke, and operating with a 90% volumetric efficiency, what is the capacity of this pump?",165 gpm,330 gpm,407 gpm,82 gpm,D
930,"If you have a simplex single acting reciprocating pump making 130 strokes/minute, with a 5"" diameter cylinder, a 13"" stroke and operating with 93% volumetric efficiency, what is the capacity of this pump?",267 gpm,134 gpm,347 gpm,67 gpm,D
931,"If you have a simplex single acting reciprocating pump making 150 strokes/minute, with a 4"" diameter cylinder, a 7"" stroke and operating with 91% volumetric efficiency, what is the capacity of this pump?",104 gpm,52 gpm,91 gpm,26 gpm,D
932,"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 3"" diameter cylinder, a  12"" stroke and operating with 87% volumetric efficiency, what is the capacity of this pump?",109 gpm,54 gpm,217 gpm,27 gpm,D
933,"If you have a simplex single acting reciprocating pump making 170 strokes/minute, with a 5 diameter cylinder, a 4"" stroke and operating with 92% volumetric efficiency, what is the capacity of this pump?",101 gpm,56 gpm,42 gpm,27 gpm,D
934,"If you suspect that a gage is sticking and giving an inaccurate reading, you should __________.",blow out the gage line with compressed air,tap the gage body with a wrench,remove the gage bezel and slightly move the needle,replace the gage or have it calibrated,D
935,"In a disk-type lubricating oil purifier, __________.",the purifier driving gears are lubricated by the reclaimed  oil as it leaves the bowl,all dirt and sludge are automatically discharged with the cooling water,sealing water must never be supplied until after oil is fed to the unit,deterioration of the bowl ring gasket will cause the purifier to lose its water seal,D
936,"In a flash evaporator, heated water under pressure is converted into vapor by suddenly __________.",increasing its temperature,increasing its velocity,decreasing its density,decreasing its pressure,D
937,"In a flash-type evaporator equipped with an air ejector assembly, the air and noncondensible gases are drawn off directly from the _________.",first-stage flash chamber,second-stage flash chamber,first-stage condenser,second stage distiller condenser,D
938,"In a two-stage flash evaporator, conditions in the second stage-effect as compared to the first-effect are _______________ absolute pressure.","higher temperature, higher","higher temperature, lower","lower temperature, higher","lower temperature, lower",D
939,"In a typical hydraulic steering gear system, as the designated rudder angle is approaching the helm command angle, what will be the reaction of the steering gear follow-up mechanism?",The follow-up mechanism will be compensating with an increasing signal to the hydraulic pump tilt box controls.,The follow-up mechanism will be inactive as long as rudder angle error exists.,The follow-up mechanism will send a hydraulic signal back to the helm as the rudder angle is achieved,The follow-up mechanism will be compensating with an decreasing signal to the hydraulic pump tilt box controls.,D
940,"In accomplishing a spark test, excessive pressurew will increase the temperature of the spark stream and the burst, and give te appearance of a higher _______ content,",Lead,Tin,Slag,Carbon,D
941,"In an air conditioning system, moisture is removed from the air by __________.",filters,separators,ducted traps,dehumidifiers,D
942,"In an automation system, the effect of a control action sensed by a controller is known as __________.",command input,set point signal,output,feedback,D
943,"In application, which of the listed sealing devices is most similar to an O-ring?",V-ring,Cup seal,U-ring,Quad ring,D
944,"In diesel engine lubrication systems, lubricating oil coolers are usually located after the lubricating oil filter to:",increase the pressure drop across the filter,permit the efficient removal of oil temperature,provide more accurate control of lube oil temperature,prevent water leakage into the filter system,D
945,"In flash distilling unit, evaporator feed (seawater) first absorbs heat in the ____________.",vapor feed heater,air ejector condenser,saltwater heater,distillate cooler,D
946,"In heat exchangers, seawater pressure should be maintained lower than freshwater pressure to __________.",eliminate scaling problems on the saltwater side,reduce erosion of heat exchanger surfaces,ease the load on the saltwater service pump,prevent contamination should leaks develop,D
947,"In order to absorb the vibration which cannot be balanced, and to prevent the injury of the engine or it's mount the engine must be fitted with:",Balancer's,Winding bolt,Vibrating dampers,Absorbers,D
948,"In order to assure an output near the end of its compression stroke, the pressure developed in the high pressure cylinder of a reciprocating air compressor is __________.",the same as the line discharge pressure,below the line discharge pressure,constant throughout the discharge period,above the line discharge pressure,D
949,"In shifting over a twin element air ejector, what is the correct sequences for starting the oncoming section?","open steam valve, suction valve, discharge valve","open suction valve, steam valve, discharge valve","open discharge valve, suction valve, steam valve","open discharge valve, steam valve, suction valve",D
950,"In ship construction, which of the listed strengthening members act to support the decks?",Pillars,Girders,Bulkheads,All of the above,D
951,"In terms of metric pressure conversion, an absolute pressure of 1 ""bar"" would be approximately equal to what value ""psia""?",3.5,7.5,10.5,14.5,D
952,"In the event of a casualty to a VESSEL, who is responsible to make records available to the Coast Guard official  authorized to investigate the casualty?","Officer-in-Charge, Marine Inspection",The person who caused the casualty,The company man,The owner,D
953,"In the operation of a flash type evaporator equipped with air ejectors, the air and non-condensable gases are evacuated directly from the __________.",first stage flash chamber,second stage flash chamber,first stage after condenser,second stage distilling condenser,D
954,"In the refrigeration system, a shortage of refrigerant is indicated by __________.",the compressor short cycling on high pressure cut out switch,high suction pressure,high head pressure,bubbles in the sight glass,D
955,Increasing the speed of a centrifugal pump will result in an increase in the pump capacity.  Another means of increasing the total head pressure of a centrifugal pump is to increase the __________.,"diameter of the discharge piping, with all other factors remaining the same","diameter of the suction piping, with all other factors remaining the same",width of the impeller,diameter of the impeller,D
956,Leaking oil seals on a diesel engine turbocharger can cause __________.,the engine to run after the fuel has been secured,the engine to overspeed,a fire,all of the above,D
957,Machine bolts are identified by their __________.,type of head,major diameter and length,threads per inch,all of the above,D
958,Machinery operating features are designed to help conserve energy.  Which of the following will not contribute to energy conservation?,Reduction of friction.,Insulation of hot surfaces.,Lubrication of moving parts.,Elevation of condenser temperatures.,D
959,Moisture and impurities can be removed from pneumatic systems by using __________.,air intake heaters,desiccated suction strainers,multi-orificed suction valves,blowdown valves and filters,D
960,Monel metal is an alloy composed mainly of __________.,copper and tin,bronze and tin,zinc and copper,nickel and copper,D
961,"Movement of the material discharge hoses, fluctuating P-tank air pressure and a light dust trail from the receiving tank vent indicates __________.",a clogged discharge line,improper movement of the weight material,chunks of material are in the system and will stop the flow momentarily,satisfactory operation of the system,D
962,"Of the impurities commonly found in lubricating oil, which of the following can noT be removed by a centrifugal purifier at normal operating temperatures?",carbon particles,soluble sludge,water,metal particles,D
963,One complete turn of a micrometer screw will move the spindle __________.,0.001 inch,0.0025 inch,0.010 inch,0.025 inch,D
964,Operating a P-tank system with excessive pressure in the tank will most likely cause __________.,damage to the air compressor,the dry bulk material to be discharged at an excessive rate,the discharge to plug up with weight material,damage to the slope sheets,D
965,Operating a rotary pump at speeds in excess of design requirements could cause __________.,decreased clearances between rotating parts,decreased slippage to the suction side of the pump,air binding in the discharge ports,erosion and excessive wear,D
966,Pipe friction during oil transfer will be the greatest during the transfer of a lubricating oil at 130°F with a viscosity index of __________.,65,80,90,100,D
967,Progressive flooding on a VESSEL may be indicated by __________.,ballast control alarms,excessive draft,excessive list or trim,a continual worsening of list or trim,D
968,Refrigerant leaks in a small shipboard water cooler __________.,must be repaired within 30 days,must be repaired if the annual leak rate is 35% of the total charge above 50 lbs,must be repaired if the annual leak rate is 15% of the total charge,do not have to and are not required to be repaired,D
969,Rotation of the steering wheel on the navigation bridge initiates oil pressure being applied to the steering gear rams by __________.,regulating the oil flow with the six-way valve,moving the automatic differential valve,moving the follow up indicator which regulates the six-way valve,varying the angle of a tilting box or eccentricity of a floating ring,D
970,Safety glasses should be worn when __________.,using a hand portable grinder,scraping paint with a hand scraper,using a hammer and chisel,all of the above,D
971,"Salinity cells are strategically installed in flash type distilling units to indicate the __________.

I.  presence of leaks in the flash chambers
II. quantity of the distillate produced",I only,II only,Both I and II,Neither I nor II,D
972,Severe fuel oil dilution of lube oil can result in lower lube oil                                 .,flash point,pour point,oxidation  ,viscosity,D
973,Short cycling of the potable water system's pump is prevented by using __________.,constant speed supply pumps,variable speed supply pumps,variable delivery supply pumps,a hydropneumatic pressure tank,D
974,Small cracks in the crankshaft bearing surface of a diesel  engine are an indication of __________.,corrosion fretting,insufficient lubrication,misalignment,fatigue failure,D
975,Some chlorinated fluorocarbon refrigerants may decompose into a toxic irritating gas if it is __________.,stored at temperatures below 60 degrees Fahrenheit,charged into a system having copper fittings,allowed to mix with compressor oil,exposed to an open flame or hot surface,D
976,"Starting a large low-speed propulsion diesel engine on diesel fuel during cold weather conditions, will be made easier by __________.",increasing the quantity of starting air,increasing the lube oil pressure,heating the engine fuel supply,heating the engine coolant,D
977,Steam which is in physical contact with the boiling water from which it has been generated is termed:,unsaturated team,pure steam ,wet steam,saturated steam,D
978,Sulphur in the fuel oil will cause                               .,decrease of the capability to fully atomized,an excessible heat content,a heavy slag deposits,corrosion in the fire side of the boiler,D
979,Temporary Certificates of Inspection for offshore drilling  units are effective until the __________.,Operations Manual is approved,Minerals Management Service approval is issued,classification society approval is issued,permanent Certificate of Inspection is issued,D
980,The ability of an oil to separate cleanly from an oil and water mixture is referred to as its __________.,precipitation number,neutralization number,pour point,demulsibility,D
981,The ability of the chemical compound to change directly from a solid state to a vapour by application of heat is known as :,dissociation,vaporization,sublimation,conduction,D
982,The acetylene should never be used at pressure above 15 PSI because:,the relief valve will fit,the fusible plug will blow out,rapid depletion of acetylene is hazardous,the slightest shock could cause an explosion,D
983,The baffle plates installed in the oil reservoir of a hydraulic system serve to __________.,reduce fluid turbulence at the pump suction,minimizes the chance of return line contamination deposits from entering the pump suction,minimizes the probability of air being drawn into the pump suction,all of the above,D
984,The best type of chisel to use for cutting a keyway is the  __________.,round nose chisel,flat cold chisel,diamond point chisel,cape chisel,D
985,The blade for a power hacksaw should be installed with the  teeth __________.,pointing either toward or away from the motor end of the machine,pointing away from the motor end of the machine,pointing toward the motor if using a 4 or 6 tooth blade and away from the motor if using a 10 or 14 tooth blade,pointing toward the motor end of the machine,D
986,The chemical substance initially responsible for heat loss in the combustion process is __________.,sulfur,carbon,hydrogen,nitrogen,D
987,The component of a refrigerating system in which the refrigerant vaporizes and absorbs heat is known as the __________.,condenser,vapor generator,accumulator,evaporator,D
988,The deck plating on a VESSEL is supported primarily by deck longitudinals and deck __________.,girders,stanchions,frames,beams,D
989,The depth of fuel oil in a tank is normally measured through the __________.,vent line,overflow line,feed line,sounding tube,D
990,The device called photoelectric cell installed in an automatically fired auxiliary boiler ___________.,must be by passed at low firing rates,requires mechanical linkage to secure the burner fuel supply,detects a flame failure by monitoring radiant heat from glowing refractory,breaks the burner circuit upon sending failure,D
991,"The diffusion ring installed in many high pressure  centrifugal pumps, such as feed pumps, __________.",eliminates axial thrust,imparts kinetic energy to the water passing through the pump,alleviates the need for a double suction impeller,eliminates radial thrust to the impeller,D
992,The double bottom in a vessel is a space comprised of __________.,plating forming the engine room tank top,doubler plating installed over the flat keel plate,a watertight boundary formed by the inner bottom,compartments between the inner and outer bottoms,D
993,The energy associated with molecules is known as __________.,kinetic energy,potential energy,mechanical energy,thermal energy,D
994,The flame safeguard control system of a large automatic water-tube auxiliary boiler will provide fuel shut-off of high ______________,water level,voltage,fuel pressure,steam pressure,D
995,The flash point of most lube oils used in a main lubricating system should be approximately                               .,250 degrees to 300 degrees F,140 degrees to 300 degrees F,500 degrees to 300 degrees F,350 degrees to 300 degrees F,D
996,The function of re-heater in an air-conditioning system is to ____________.,control inlet air volume,maintain relative humidity at 15%,control inlet air temperature ,restore conditioned air temperature to a comfortable level,D
997,The letters NC in 1/4 - 20 NC mean that the bolt is ____________.,made of nickel cadmium metal,made of non-corrosive metal,not clad with a any coating,threaded with national coarse threads,D
998,The lowest temperature at which fuel oil gives off  sufficient vapor to burn continuously when ignited is defined as the __________.,burning temperature,autoignition temperature,flash point,fire point,D
999,The lubrication of a precision high speed bearing depends upon a system that produces __________.,high detergent oil with pressure additives,constant viscosity lubrication,a minimum of 15 psi to all parts of the system,adequate quantity at sufficient pressure,D
1000,The major source of chemical contaminants in hydraulic fluid is __________.,microscopic steel shavings,abrasive waste,anti-oxidant compounds,oxidation by-products,D
1001,"The master or person in charge of a VESSEL must record the date of each test of emergency lighting systems, power systems, the condition of each and the performance of the equipment __________.",on the Certificate of Inspection,"on the Muster List (""Station Bill"")",in the Operations Manual,in the official log,D
1002,The measure of the fluid resistance when acted upon by an external force is called:,tackiness,density ,flash point,viscosity,D
1003,The most likely reason for premature failure of a pumps mechanical shaft seal is ______.,viscosity of the fluid being pumped is too low,pump discharge relief valve is leaking,insufficient prime mover speed,"operating the pump ""dry"" upon start up",D
