FUNCTION 4: CONTROLLING THE OPERATION OF THE SHIP AND CARE FOR PERSONS ON BOARD AT THE ENGINE  OPERATIONAL LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
922,"The greatest breath of the ship, measured to the inside edges of the shell plating is:",moulded depth,moulded draught,moulded breadth,moulded edge,C
923,"The initial metacentric height (GM), after correction for the free surface effects of liquid in tanks, shall be not less than:",10 m,0.5 m,0.30 m,0.25 m,C
924,"The lower hold of your vessel has a bale cubic of 52,000 cu. ft. You will load a cargo of cases, each weighing 380 lbs. and measuring 3 ft. x 2 ft. x 2 ft. The estimated broken stowage is 15%. How many tons of cases can be loaded?",137 tons,161 tons,625 tons,969 tons,C
925,The main reason why the ventilation to a compartment on fire should be secured is to ______________.,allow the exhaust fans to remove the smoke,lower the carbon monoxide smothering capabilities,reduce the amount of available oxygen to the fire,protect the fire fighters from smoke,C
926,The most effective treatment for warming a crew member suffering from hypothermia is.,running or jumping to increase circulation,raising body temperature rapidly by placing hands and feet in hot water,bundling the body in blankets to rewarm gradually,laying prone under heat lamps to rewarm rapidly,C
927,The most important procedure for preventing the transfer of microorganisms is by regular:,eating nutritious foods,wearing of mask,hand-washing,wearing of protective equipment,C
928,The muster list must be posted in conspicuous locations and signed by the ________________. ,Safety officer,Owner,Master,Coast Guard Officer approving the bill,C
929,The muster list must be posted in conspicuous locations and signed by the:,Duty Officer,designated person ashore,Master,Safety Officer,C
930,The physical difference of the water spray patterns developed by the high velocity fog tip and low velocity fog applicator is due to __________.,a difference in water pressure,the type of fire being fought,the method of breaking up the water stream,the capacity of the fire pump,C
931,"The required amount of water for each person in a lifeboat on an ocean going vessel, on an international voyage is:",4 liters,1 liter,3 liters,2 liters,C
932,The Safety Equipment Certificate shows that the vessel conforms to the standards of the:,MARPOL,S.O.L.A.S. Convention,American Bureau of Shipping,U.S. Coast Guard,C
933,The signal given to commence lowering the lifeboats is __________.,1 long blast of the ship's whistle,3 long blasts of the ship's whistle,1 short blast of the ship's whistle,3 short blasts of the ship's whistle,C
934,The vapor pressure of a gas is the pressure necessary to keep it in a(n):,inert state,solid state,liquefied state,soluble state,C
935,The volatility of a flammable liquid is indicated by its:,Ignition temperature,Flammable lines,Flash point,Conversion index,C
936,The water pockets located on the underside of inflatable liferafts __________.,stow rainwater; these 4 spaces do not take up valuable space,hold the freshwater required by regulation to be provided in the raft when packed,act as stabilizers by filling with sea water as soon as the raft is inflated and upright,water reservoir,C
937,The weld used to attached stiffeners to a plate are known as:,place welds,seam welds,butt welds,fillet welds,C
938,The York-Antwerp Rules relate to the:,navigation regulations that apply in the English Channel,settlement of general average claims,ship owners responsibilities to provide a well- found vessel in a charter party,minimum required number of officers and crew,C
939,This is an important component of pre-planning for fire emergencies is the fire control plan. What types of drawings are generally furnished in the fire control plan?,End elevation views (from bow and stern),Perspective view (overall),Top plan views (for each deck),Side elevation views (from port and starboard),C
940,To “shore up” the main deck for the stowage of deck cargo means to:,package the cargo in wooden crates so it will not damage the deck,weld pad eyes on deck in proper position to secure the cargo,strengthen the main deck by placing pillars underneath it in the tween-decks,distribute the weight of the cargo by placing the fore-and-aft planks on the main deck,C
941,"To determine the number of portable fire extinguishers required on vessel, you should check the:",Safety of Life at Sea Certificate,hot work permit,Certificate of Inspection,Muster List (Station Bill),C
942,"To disengage a survival craft suspended from the cable above the water, you must pull the safety pin and __________. ",pull the hook release handle,pull the hook release handle and depress the retainer,pull the hook release handle and use the ratchet bar,use the ratchet bar and depress the retainer,C
943,"To effectively treat a person suffering from heat exhaustion, you should:",administer artificial respiration,put him in a tub of ice water,give him sips of cool saline solution,take his blood pressure,C
944,"To initially combat a fire, the ventilation to a compartment should be secured to ______________.",allow the exhaust fans to remove the smoke, lower the carbon monoxide smothering capabilities,reduce the amount of available oxygen to the fire,protect the fire fighters from smoke ,C
945,"To launch a liferaft by hand, you should __________.","cut the casing bands, throw the raft over the side and it will inflate by itself","cut the casing bands, throw the raft over the side and pull the operating cord",throw the liferaft over the side and pull the operating cord,"detach the operating cord, throw the liferaft over the side and it will then inflate",C
946,"To use foam in extinguishing Class ""B"" fire is _____________.",by cooling the surface,by replacing the fuel,by smothering the fire,all of the choices,C
947,"Typical automatic fire alarm system, all zone circuits are always connected _______.",in parallel,in series,to the detecting cabinet,run smoother,C
948,Under normal conditions a liferaft is released from its cradle by __________.,lifting one end of the raft,cutting the restraining strap,pushing the plunger on the center of the hydrostatic release,unscrewing the turnbuckle on the back of the cradle,C
949,Under which International Conventions is the ISPS Code a part of:,MARPOL,SOLAS,STCW,ILO,C
950,What are substances that belongs to Class 5 of the International Maritime Dangerous Goods Code:,corrosive substance,infectious substance,oxidizing substance,toxic substance,C
951,What are the necessary components of a fire and emergency training program onboard ship?,Classroom knowledge sessions and specific practical skills make up the fire and emergency training program. Fire and emergency drill exercises are not considered training.,Fire and emergency drill exercises and specific practical skills sessions make up the fire and emergency training program. Classroom knowledge sessions are not considered training.,"Classroom knowledge sessions, specific practical skills sessions, and fire and emergency drill exercises all makeup the fire and emergency training program.",Fire and emergency drill exercises only make up the fire and emergency training program. Classroom knowledge sessions and specific practical skills sessions are not considered training.,C
952,What best describes benzene:,"Brownish liquid, odorless","Brownish liquid, with an acrid odor",Clear colorless liquid with an aromatic odor,Clear colorless liquid with an acrid odor,C
953,What can be used to measure the percentage of oxygen inside a confined space:,Combustible gas indicator,Flame safety lamp,Oxygen indicator,H2S meter,C
954,"What is the meaning of ""Slop Tank"" as per Marpol?",Any tank where slops sludge's are collected,The two most aftward fitted wing tanks or the most aftward fitted center tank,"A tank specifically designed for the collection of tank drainings, washings  or other oily mixtures",A tank used for tank cleaning provided with heat coils,C
955,What is the MINIMUM distance a vessel subject to the requirements of Annex V to MARPOL 73/78 must be located from nearest land to legally discharge paper trash? ,5 nautical miles,10 nautical miles,12 nautical miles,25 nautical miles,C
956,What is the normal mouth temperature?,96.4°F,97.5°F,98.6°F,99.7°F,C
957,What is the preferable way to extinguish an LNG fire?,Apply mechanical foam.,"Apply dry chemical.
",Shut off the source of the gas feeding the fire.,Apply water fog.,C
958,What is the primary purpose for applying a splint when administering first aid?,Control bleeding,Reduce pain,Immobilize the fracture,Reset the bone,C
959,What is the study of human capabilities in relationship to work?,Psychology ,Psychometric,Ergonomics,Physical Therapy,C
960,What is TRUE concerning frapping lines?,They are normally attached to the davit span.,They are used to clear the puddings.,They are used to steady a lifeboat when lowered.,They are needed only on radial davits.,C
961,What type of eye protection affords the best protection from dust and air-borne abrasives? ,Standard safety glasses,Side-shielded safety glasses,Eyecup safety goggles,Full-face shield,C
962,What will be the result of removing deck-stowed containers?,KG will increase,Reserve buoyancy will decrease,Metacentric height will increase,KB will increase,C
963,"When a helicopter is lifting personnel from an enclosed lifeboat, what should the other individuals in the boat do?",Stand on the outside of the boat to assist the person being lifted,Enter the water in case the person being lifted slips from the sling,Remain seated inside to provide body weight for stability,Remove their life preservers to prepare for their transfer to the helicopter,C
964,"When a patient is suspected of having appendicitis, the primary action is to:",give patient a laxative to relieve pain,give patient morphine sulfate to relieve pain,evacuate patient to a hospital,give patient aspirin with a glass of water,C
965,"When a survival craft drill is held, the person in charge must insure that __________.","all survival craft are lowered to the water, launched, and operated for thirty minutes",each emergency position indicating radio beacon is tested for thirty minutes,all davits used for launching liferafts are operated,the helicopter pad landing lights are operating in a quick-flashing mode,C
966,When administering first aid you should avoid:,any conversation with the patient,instructing bystanders,unnecessary haste and appearance of uncertainty,touching the patient,C
967,When approaching a fire from leeward you should shield fire fighters from the fire by using __________. ,a straight stream of water,low-velocity fog,high-velocity fog,foam spray,C
968,"When launching a lifeboat, the tricing pennants should be released __________.",after the boat is released into the water,as the boat-fall blocks break clear of the davit head,before the boat is lowered from the embarkation level,before the boat is lowered from the stowed position,C
969,"When looking for IMO regulations on a vessel's oil water separator, the information will be found in which of the following documents? ",SOLAS,ISM manuals,MARPOL,CFRs,C
970,"When measuring the oxygen content of the cargo tanks prior to loading cargoes requiring vapor recovery, check it:",one half the ullage of the tank and one meter above the tank bottom,at three meter intervals from the tank top to the bottom,one half the ullage of the tank and one meter below the tank top,one meter from the tank bottom and one meter below the tank top,C
971,Where would you find the call sign or call letters of the radio station on your vessel:,On the rig Watch Bill,On the Certificate of Inspection,On the Ship Station License,In the safety manual,C
972,Which international convention mandates the carriage of RDF on vessel over 1600 tons?,STWC 95,IMDG code,SOLAS 1974  as amended,COLREG,C
973,"Which of the following ""documented procedures"" is NOT required under ISO 9001:2000?",Preventive actions,Corrective actions,External audits,  Internal audits,C
974,Which of the following are the proper location where to file a penal of disciplinary proceedings against the master of a vessel after a collision on the high seas?                                                                                                                                                                      I. Nationality of ship owner                                                                                                                                       II. Ship administration                                                                                                                                               III. Nationality of master,I and II,I and III,II and III,"I, II and III",C
975,Which of the following chemicals is routinely used to maintain potable water in a hygienic quality?,Hydrogen,Nitrogen,Chlorine,Zinc chromate,C
976,Which of the following is NOT a treatment for traumatic shock?,"Keep the patient warm, but not hot.",Have the injured person lie down.,Massage the arms and legs to restore circulation.,Relieve the pain of the injury.,C
977,Which of the following is NOT an effective system of artificial respiration that can be conducted to a victim if there is an accident?,Silvester method,Mouth to mouth,Mouth to throat,Mouth to nose,C
978,A ___________ is the means by which data are transmitted across the levels of the organization.,vertical information system,chain of command,liaison individual,lateral relationship,D
979,A B-III foam extinguisher contains __________.,2-1/2 gallons of foam,8 gallons of foam,10 gallons of foam,12 gallons of foam,D
980,"A burning pain with redness of the skin, an irritating rash, blistering or loss of skin and or toxic poisoning are all symptoms of:",asphyxia,dermatitis,athlete’s foot,chemical burn,D
981,A carbon dioxide fire extinguisher is required to be recharged if the weight loss exceeds what percentage of the weight of the charge? (small passenger vessel regulations),One percent,Five percent,Seven percent,Ten percent,D
982,A carbon dioxide fire extinguisher should be recharged_________________.,at least annually,only if the extinguisher has been used,before every safety inspection,whenever it is below its required weight,D
983,"A cargo hold containing cargo such as nitrates, chlorates etc. which produce oxygen under the influence of heat catches fire. How would you deal with this?",Close the hatches and use the fixed CO2 system.,Apply boundary cooling.,"Close the hatches, apply boundary cooling and allow the fire to use up the oxygen and extinguish itself.",With this type of material the hatches should not be battened down.  The fire can only be extinguished by using large quantities of water. ,D
984,"A class ""C"" fire is burning __________.",diesel oil,magnesium,dunnage,electrical insulation,D
985,"A class ""C"" fire would occur in __________.",bedding,pipe insulation,paint,a generator,D
986,A class B fire is most successfully fought by:,cooling the burning material below its ignition temperature,using the extinguishing agent to absorb the heat,using the extinguishing agent to make the burning material fire-resistant,preventing oxygen from reaching the burning material,D
987,A collision bulkhead in cargo ships shall be fitted which shall be watertight up to the freeboard deck. What should be the distance of this bulkhead form the forward perpendicular?,"Not less than 15% of the length of the ship of 25 meters, whichever is less","Not less than 10% of the length of the ship of 15 meters, whichever is less","Not less than 8% of the length of the ship of 20 meters, whichever is less","Not less than 5% of the length of the ship of 10 meters, whichever is less",D
988,A combustible gas indicator is used to determine __________.,if there is sufficient oxygen to support life,the toxicity of flammable gases or vapors,the amount of CO2 present in flue gas,the presence of flammable gases or vapors in the air,D
989,A compound fracture is a fracture __________.,in which more than one bone is broken,in which the same bone is broken in more than one place,which is accompanied by internal bleeding,which causes external bleeding at the site of the fracture,D
990,"A conscious victim who has suffered a blow to the head has symptoms that indicate the possibility of concussion.  If the patient feels no indication of neck or spine injury, recommended treatment would include __________.",turning the victim's head to the side to keep his airway open,positioning the victim so the head is lower than the body,"giving the victim water if he is thirsty, but no food",elevating the head and shoulders slightly,D
991,A crew member has been overcome by toxic fumes in the pump room.  Which of the following actions should be taken before entering the pump room to rescue the victim?,Put on an approved self-contained breathing apparatus.,Have someone stand by the entrance.,Wear a lifeline.,All of the above.,D
992,A crew member has suffered frostbite to the toes of the right foot.  Which is NOT an acceptable first aid measure?,Rewarm rapidly,Elevate the foot slightly,Give aspirin or other medication for pain if necessary,Rub the toes briskly,D
993,A crew member suffering from hypothermia should be given:,a brisk rub down,a small dose of alcohol,a large meal,treatment for shock,D
994,"A crewmember has a small, gaping laceration of the arm that is not bleeding excessively.  What can be done as an alternative to suturing to close the wound?",Massage the area to maintain circulation.,Use temporary stitches of sail twin.,Wrap a tight bandage around the wound.,"Apply butterfly strips, then a sterile dressing.",D
995,A device used to immobilize fractures and help prevent bone displacement is:,Tourniquet,Bandage,Stretcher,Splint,D
996,A documented vessel operating over 50 miles offshore must carry an inflatable liferaft with a:,small vessel pack,SOLAS B pack,coastal pack,SOLAS A pack,D
997,"A drip tray containing oil is on fire. The only fire fighting equipment available is water hose with spray jet/spray nozzle.   How, if at all, should you attempt to put out this fire using water?",Water should be applied to the oil in a single jet only.,Water should be applied in a jet to the back of the fire.,Water should not be used on any type of oil fire.,The water can be applied in a fine spray starting from the front in a sweeping motion.,D
998,A fire can be extinguished by removing __________.,the heat,the fuel,the oxygen,any of the above,D
999,A fire cannot exist if which of the listed elements is removed from the fire?,Oxygen,Fuel,Heat,Any of the above.,D
1000,A fire hose has a:,female coupling at the nozzle end and a male coupling at the hydrant end,male coupling at both ends,female coupling at both ends,male coupling at the nozzle end and a female coupling at the hydrant end,D
1001,A fire in a ballast pumproom can be brought under control with minimal impact on stability by:,flooding the compartment with salt water,cooling the outside bulkheads with water,closing the sea chest,shutting all sources of air into the compartment,D
1002,A fire is discovered in the forepeak of a vessel at sea. The wind is from ahead at 35 knots. You should:,remain on course but slack the speed,remain on course and hold speed,change course to put the wind on either beam and increase speed,change course and put the stern to the wind,D
1003,A fire main system must have enough fire hydrants so that each accessible space may be sprayed with:,a low velocity spray applicator,a water spray or solid stream,at least 25 psi delivered pressure,at least two spray patterns of water,D
1004,A fire may be spread by which of the following means?,Conduction of heat to adjacent surfaces,Direct radiation,Convection,all of the choices,D
1005,A fire of escaping liquefied flammable gas is best  extinguished by:,interrupting the chain reaction,cutting off the supply of oxygen,cooling the gas below the ignition point,stopping the flow of gas,D
1006,A flame screen:,permits vapors to exit but not enter a tank,prevents the passage of flammable vapors,prevents inert gas from leaving a tank,permits the passage of vapor but not of flame,D
1007,A fracture of the skull or head injury should receive immediate attention to prevent damage to the brain.  Bleeding can be controlled by direct pressure on the:,veins near the neck,wrist on the left arm which is nearer to the heart,capillaries on the left shoulder,temporal or carotid arteries,D
1008,"A fuel tank on a barge has been certified by a marine chemist as being ""Safe for Men"" and ""Safe for fire.""  This  condition may change if___________.",the ambient temperature changes,a product leaks into the certified tank,"muck, sludge, or scale in the tank give off additional vapors",all of the above,D
1009,A high-velocity fog stream can be used in fire fighting situations to drive heat and smoke ahead of the fire fighters in a passageway. This technique should only be used when:,The fire is totally contained by the ship’s structure,At least two fog streams can be used,Using a 2 ½ inch hose,There is an outlet for the smoke and heat,D
1010,A hole in the hull above the waterline may be temporarily patched with __________.,pillows,blankets,mattresses,All of the above.,D
1011,A hydrostatic release mechanism for a life raft __________.,must be wet before it will release,should be kept in a watertight cover except in an emergency,will inflate the raft in its cradle if operated manually,must be submerged to a certain depth to release automatically,D
1012,A large fire has developed in the main space of your vessel and you are assigned to the hose team and have suited up in a firefighter's ensemble suit.  What will determine the time allowed to combat the fire before you should be relieved?,Atmospheric conditions.,Intensity of the fire.,Available air supply.,All of the above.,D
1013,A life line must be connected to the liferaft __________.,at the bow,at the stern,in the middle,all around,D
1014,A lifeline must be connected to the liferaft __________.,at the bow,at the stern,in the middle,all around,D
1015,A load line is assigned to a VESSEL to insure adequate stability and __________.,mooring tension,riser tension,lifesaving equipment,structural strength,D
1016,A load line is assigned to a vessel to insure adequate stability and:,lifesaving equipment,mooring tension,riser tension,structural strength,D
1017,A low velocity fog applicator is retained in an all-purpose nozzle by a bayonet joint.  The applicator is prevented from rotating in the joint by __________.,water pressure,a locknut,a keeper screw,a spring-loaded catch,D
1018,A magnesium fire would be classified as a __________.,class A,class B,class C,class D,D
1019,A man has suffered a burn on the arm but no other apparent damage: How would this injury be classified using standard medical terminology?,minor burn,superficial burn,extremity burn,first-degree burn,D
1020,A man has suffered a burn on the arm.  There is extensive damage to the skin with charring present.  How is this injury classified using standard medical terminology?,Dermal burn,first degree burn,second degree burn,Third-degree burn,D
1021,A man has suffered a burn on the arm.  There is reddening of the skin blistering and swelling.  How would this injury be classified using standard medical terminology?,blister burn,major burn,secondary burn,second-degree burn,D
1022,"A man has suffered a burn on the arm. There is a reddening of the skin but no other apparent damage. Using standard MEDICAL terminology, this is a:",Minor burn,Superficial Burn,Extremity burn,First-degree burn,D
1023,A patient suffering from heat exhaustion should first be:,given mild seawater solution to drink to replace salt and fluids,kept standing and encouraged to walk slowly and continuously,given a glass of water and told to return to work after 15 minutes of rest,moved to a cool room and told to lie down,D
1024,A patient with a severe head injury should be:,Given morphine at once to prevent pain,Returned to work as soon as possible to determine if any brain damage has occurred,Watched carefully but his state of consciousness may be ignored because it may be misleading,Put to bed. Relieve his pain with an ice bag and radio for advice,D
1025,"A person is exhibiting signs of hypothermia and starts to shiver, what does this indicate?",the body is in the final stages of severe hypothermia,the body requires a rapid increase in core temperature,the body is dilating blood vessels to conserve heat,the body is trying to generate more heat,D
1026,A person referring to the stern sheets of a lifeboat is speaking of:,the line attached to the tack of the lugsail,the emergency rudder,a canvas awning,the aftermost seating,D
1027,A person with diabetes has received a minor leg injury. The symptoms of the onset of a diabetic coma may include:,reduced appetite and thirst,sneezing and coughing,only a low grade fever,slurred speech and loss of coordination,D
1028,A point that temperature to which a combustible liquid must be heated for it to give off a vapour that will momentarily flash in presence of a naked light.,Dew point,Firing Point,Flush point,Flash point,D
1029,A precaution you should take before bunkering is to:,close the lids on the vents,plug the vents,plug the sounding pipes,plug the scuppers,D
1030,A right-handed propeller will cause the survival craft to:,right itself if capsized,run faster than a left-handed propeller,walk the stern to starboard in reverse,walk the stern to port in reverse,D
1031,A safety feature provided on all inflatable liferafts is:,overhead safety straps,built in seats,internal releasing hooks,water stabilizing pockets,D
1032,A seizure lasting longer than a brief fainting spell with a marked shortness of breath and facial congestion may:,be a sign of overwork,be symptoms of shock,not be a good sign and might warrant attention,be a heart attack,D
1033,"A semisubmersible floating in sea water displaces 717,500 cubic feet.  What is the displacement?","11,498 long tons","11,211 long tons","19,977 long tons","20,500 long tons",D
1034,A side girder in the fore and aft line sited either side of the keel:,bulkhead,center girder,longitudinal,intercoastal side girders,D
1035,A solid stream of water is produced by an all-purpose firefighting nozzle when the handle is __________.,pushed all the way forward,pushed forward one notch,pulled halfway back,pulled all the way back,D
1036,A strongback  refers to a:,deep beam,centerline vertical bulkhead,spanner stay,bar securing a cargo port,D
1037,A tank which carries liquid is dangerous to the stability of a vessel when it is:,completely empty,low in the vessel,completely full,slack,D
1038,A tank which has been sealed for a long time can be dangerous for human entry because:,tank coating gives off toxic fumes,sealed tank usually form a vacuum,moisture displaces oxygen,steel surfaces consumes oxygen by rusting,D
1039,"A vessel arrives in a foreign port and the Master is informed that the vessel is being sold to foreign interests. The new owners request that the crew remain on board to complete the voyage.  Under these circumstances, the crew:",must remain aboard until the vessel is delivered to the new owners at a mutually agreed upon port,must remain on board,must comply with the decision made by the Master,has the right to an immediate discharge and transportation to original port of engagement,D
1040,A vessel continually lists to one side and has a normal rolling period. Which statement is TRUE?,The vessel has negative Gm,The center of gravity is on the center line.,The list can be corrected by reducing KM.,The vessel has asymmetrical weight distribution.,D
1041,A vessel s stability is greatly reduced by liquid free surface. Which of the listed conditions would develop the greatest adverse effect:,Tanks which have been pressed up to full capacity.,Tanks which have been completely emptied.,Tanks which are 95% full.,Tanks which are 40% full.,D
1042,A vessel s stability normally increases when tanks are ballasted because the vessels:,center of buoyancy is lowered,reserve buoyancy is increased,freeboard is increased,center of gravity is lowered,D
1043,A vessel with a large metacentric height will:,tend to ship water on deck in heavy weather,have small amplitude of roll in heavy weather,be less likely to have cargo shift,be subject to severe racking stresses,D
1044,A vessel with a small GM will:,be more subject to synchronous rolling,have a short rolling period,provide an uncomfortable ride for personnel,have a smaller amplitude of roll in heavy weather,D
1045,A vessel would be referred to as tender when the weight of the cargo is:,evenly distributed vertically and the double bottoms are full,concentrated low and the double bottoms are empty,concentrated low and the double bottoms are full,concentrated high and the double bottoms are empty,D
1046,A victim is coughing and wheezing from a partial obstruction of the airway. An observer should:,perform the Heimlich maneuver,immediately start CPR,give back blows and something to drink,allow the person to continue coughing and dislodge the obstruction,D
1047,A weathertight door on a vessel must not allow water to penetrate into the unit in:,50 knot winds,70 knot winds,100 knot winds,any sea condition,D
1048,"According to 46 CFR part 95, which of the listed fire extinguishers would be considered hand portable and capable of combating a class “B” fire?",2.5 gallons of foam,10 pounds of dry chemical,15 pounds of carbon dioxide,all of the choices,D
1049,"According to article VII section 21 of the Philippine Constitution, no treaty or international agreement shall be valid and effective unless concurred  by at least how many percent of all the members of the senate?",One eight,One fourth,One half,Three fourths,D
1050,"According to SOLAS requirement for lifeboat fall, what action must be taken with the fall at interval of not more than 5 years:",reverse,weight tested,Proof tested,Renewed,D
1051,"According to the U.S. regulations, what must be agreed upon by the person-in-charge of transfer operations, both ashore and on the vessel?",The size of the slop tank required under 155.330,The status of the oily water separator,"Whether or not the transferring ship is a ""Public Vessel of the United States""",The identity of the product to be transferred,D
1052,Adding the FSCL to KG yields:,KM,GM,KGT,KGL,D
1053,"After an IOPP Certificate is issued to an inspected vessel, how many other surveys of the vessel's pollution prevention equipment are conducted during the period of validity of the certificate?",Two,None,One,Three,D
1054,"After having activated the emergency position indicating radio beacon, you should:",turn it off for 5 minutes every half-hour,turn it off and on at 5 minute intervals,turn it off during daylight hours,leave it on continuously,D
1055,"After ship’s construction, the reasons why the “plimsoll” mark is welded at the center on both sides of the vessel are to:                                                                                             I. know the maximum draft at full load                                                                                                                                     II. know maximum draft at different ports                                                           III. know maximum draft in fresh water",I only,II only,I and II,"I, II and III",D
1056,"After taking on fuel oil, the hoses should be disconnected  and __________.",draped over the fantail to dry out,drained over the side and washed out,drained into the bilges and washed out,drained into buckets or fuel tanks,D
1057,"After using a CO2 fire extinguisher on a VESSEL, it should be __________.",put back in service if some CO2 remains,hydrostatically tested,retagged,recharged,D
1058,All life jackets carried on board small passenger vessels are required to be marked:,with the maximum serviceable life of the life preserver,with the vessel's official number,with the maximum weight to be held by the life preserver,with the vessel's name,D
1059,"All lifeboats, rescue boats, and rigid-type liferafts shall be stripped, cleaned, and thoroughly overhauled at least once every:",two years,6 months,18 months,year,D
1060,"Ambient air, which you normally breathe, contains what percent of oxygen?",6%,10%,15%,21%,D
1061,An accommodation ladder or other equally safe and convenient means must be provided for a pilot whenever the distance from the sea level is more than ______________.,15 meters,6 meters,12 meters,9 meters,D
1062,An applications for a waiver of any requirements of the regulations for oil transfer operations must be submitted __________.,the day before the operations,5 days before the operations,10 days before the operations,30 days before the operations,D
1063,An effective method for moving a patient with spinal injuries to a stretcher or spine board is known as the __________.,pack strap carry,two man extremities carry,fireman's drag,four man log roll,D
1064,"An example of class ""A"" fire is a/an __________.",electrical fire in the engine room,oil fire in the engine room bilges,"oil fire involving a grade ""A"" petroleum product",mattress fire in a stateroom,D
1065,An inclined semisubmersible with a very short rolling period about a constant angle of list is likely to have:,An LCG greater than level vessel LCB,A negative GM,Excessive free surfaces,An off-center TCG,D
1066,"An increase in Breadth of the vessel will increase ""BM"". This in turn increases:",GM      ,KG,KM,GZ,D
1067,An individual must be which of the following to serve as the person in charge of oil cargo transfer operations onboard a self-propelled tank vessel?,Have a letter from the company stating his qualification,Be licensed only,Be 30 years old,Be a certified tankerman (PIC),D
1068,"An inert gas system incorporating a separately fired inert  gas generator shall be provided with visual and audible alarms to indicate failure of the power supply to the generator, the automatic control system, and __________.",cooling water flow,combustion air temp too low,high sea water temperature,insufficient fuel supply,D
1069,An inert gas system is designed to reduce the possibility of tank explosions by __________.,eliminating sparks and fire in the vicinity of cargo tanks,removing all hydrocarbon gases from the cargo tanks,blanketing cargo tanks with inert foam,reducing the oxygen concentration below levels necessary for combustion,D
1070,"An instrument used to detect explosive gas/air mixtures, usually measures the concentration in terms of the lower explosive limit, and is known as a __________.",toxic vapor meter,flame safety lamp,gas absorption detector,combustible gas indicator,D
1071,An LNG carrier has an approved type of gas detecting system to detect methane leaks in the __________.,barrier spaces,cargo handling rooms,boiler burner supply piping,all of the above,D
1072,An ocean going ship of 4000 gross tons must be fitted with a standard discharge shore connection for the discharge of oily wastes to a reception facility.  The dimensions for the connection are specified in the Pollution Prevention Regulations under Part ,151,153,154,155,D
1073,An unconscious person should NOT be ____,examine for breathing and heart action,start heart compression at once,lay casually on hard surface,given something to drink,D
1074,"An uncontrolled flow of gas, oil, or other well fluids into the atmosphere is called a __________.",flow,breakout,kick,blowout,D
1075,Any organic compound which evaporates readily to the atmosphere and it has a flashing point of below 60oC. ,Volatile Compound,Organic Compound,Organic Volatile Compound,Volatile Organic Compound,D
1076,Artificial respiration may be necessary in cases of __________.,drowning,electrocution,poisoning,All of the above,D
1077,"As defined in the UNCLOS, what is the maximum miles of a coastal state's exclusive economic zone?",100,150,50,200,D
1078,"As per SOLAS Chapter ll-2, the self-contained breathing apparatus should at least have a volume of:",900 liters,300 liters,500 liters,"1,200 liters",D
1079,"As per SOLAS, fire pumps shall have a capacity to deliver at least:",100 m3/hour,50 m3/hour,75 m3/hour,25 m3/hour,D
1080,"At all angles of inclination, the true measure of a vessels stability is the:",Metacentric Height,Displacement,Inclining Moment,Righting Moment,D
1081,"At intermediate frame without beams, the stringer is support by a ___________ of half its depth.",Keel strake,Duct keels,Side keels,Beam knee,D
1082,At night while the ship is tied up to the dock  a fire breaks out in a cargo hatch. After sounding the alarm  what should the person on watch do:,Begin fighting the fire immediately.,Let go the lines to let the vessel drift to an anchorage.,Await further orders from the Master.,Send a person to summon the shore  authorities.,D
1083,At what interval must a foam fire extinguisher be recharged if the vessel's Certificate of Inspection is issued for a period of two years?,Quarterly,Semiannually,Biennially,Annually,D
1084,At which of the listed tank locations should you obtain oxygen content readings prior to tank washing?,At the hatch coaming and tank bottom.,At the hatch coaming and middle of the tank.,At the middle and bottom of the tank.,At the center of the ullage and one meter below deck.,D
1085,Back-up wires on a towed vessel provide __________. ,a factor of safety,a distribution of the towing load,additional strength,All of the choices,D
1086,"Before entering a fuel tank that has been cleaned, it should be checked with an oxygen indicator and a/an __________.",Orsat apparatus,flame safety lamp,Halide torch,combustible gas indicator,D
1087,"Before using a fixed CO2 system to fight an engine room fire, you must __________.",secure the engine room ventilation,secure the machinery in the engine room,evacuate all engine room personnel,All of the above,D
1088,"Bunker ""C"" is classified as a grade __________.",A liquid,B liquid,D liquid,E liquid,D
1089,"Bunker ""C"", a grade ""E"" combustible liquid, will __________.",give off flammable vapors below 80░F (26.7░C),have a Reid vapor pressure of 14 psi (96.5 kPa) or more,self-ignite at temperatures below 150░F (65.5░C),have a flash point of 150░F (65.5░C) or more,D
1090,Bunker C a grade  E combustible liquid  will:,give off flammable vapors below 80F (26.7C),have a Reid vapor pressure of 14 psi (96.5 kPa) or more,self-ignite at temperatures below 150F (65.5C),have a flash point of 150F (65.5C) or more,D
1091,Burning electrical insulation is best extinguished by __________.,soda acid,foam,water fog,carbon dioxide,D
1092,Burning magnesium is considered to be which of the listed classes of fire?,Class A,Class B,Class C,Class D,D
1093,"By regulation, cargo tank atmosphere must be inerted before and during which operation?",Crude oil washing,Loading,Discharging,All of the choices,D
1094,Cargo Ships are surveyed periodically every:,6 months,18 months,12 months,2 years,D
1095,Cargoes reference within the IMDG Code may be anticipated to be:,of a high flash point,a spontaneous combustion risk,needing under deck stowage,of a hazardous nature,D
1096,Changing rescuers while carrying out artificial respiration should be done __________.,at ten minute intervals,by not stopping the respiration for more than five minutes,only with the help of two other people,without losing the rhythm of respiration,D
