"FUNCTION 2: ELECTRICAL, ELECTRONIC AND CONTROL ENGINEERING AT THE ENGINE  OPERATIONAL LEVEL",,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
819,You are attempting to parallel two AC generators and the synchroscope pointer is revolving slowly in the fast direction.  You should __________.,use the governor control switch to adjust the incoming voltage so it is equal to the bus voltage,use the governor control switch to increase the speed of the machine on the line only,close the circuit breaker when the synchroscope pointer approaches the 0° position,use the field rheostat to adjust the speed of the incoming  machine,C
820,"You are attempting to parallel two AC generators, and the synchroscope pointer is revolving slowly in the fast direction. You should____.",Use the governor control switch to adjust the incoming voltage so it is equal to the bus voltage,Use the governor control switch to increase the speed of the machine on the line only,close the circuit breaker when the synchroscope pointer is at the 0 degree,use the field rheostat to adjust the speed of the incoming machine,C
821,The communication system being used onboard that are not affected by electrical interferences are                             . I - Radio  II - Telex  III - Facsimile,I and II,I and III,II and III,"I, II, and III",C 
822,A 120 volt battery is rated at 800 amp-hours for a continuous 50 kW load.  Approximately how long will the fully charged battery be able to supply a continuous 50 kW load before the battery rating is exceeded?,60 minutes,75 minutes,90 minutes,115 minutes,D
823,"A 12-volt battery is connected to parallel arrangement of a three-ohm, a two ohm and a six ohm resistor. What is the total resistance?",2 amps,4 amps,6 amps,12 amps,D
824,A Bourdon tube-type steam pressure gage is fitted with a siphon loop to prevent damage from the direct effects of __________.,pressure shock,uneven expansion,entering condensate,entering steam,D
825,A burned-out LED should be indicated by __________.,excessive output,a slight glow in the crystal,excessive illumination,no illumination,D
826,A degree of control cover over the speed of slip ring induction motor cn be obtained ,adjusting governor linkage,changing the number of phases to the motor,inserting resistance into the stator circuit,inserting resistance into the rotor circuit,D
827,A device which prints out a permanent record of the plant operating conditions is known as the __________.,analogger,bell logger,alarm logger,data logger,D
828,A ground in an electrical circuit outside the engine room __________.,cannot be detected under normal conditions,is of no consequence to engineering personnel,is indicated at the branch circuit breaker panel,is indicated by the ground detecting lamps on the main switchboard,D
829,A grounded field coil in an AC motor can be tested by a/an____________.,portable growler,galvanometer ,visual inspection,megohmmeter,D
830,A hydrometer indicates specific gravity by comparing the __________.,density of a substance in water with the density of the same substance in air,differences in weight between water and the mass of the liquid being measured,mass of substance measured with the density of the same substance,buoyancy of an object in water with the buoyancy of the same object in the liquid being measured,D
831,A lamp has a source voltage of 110 volts and a current of 0.9 amps.  What is the resistance of the lamp?,0.008 ohms,0.08 ohms,12.22 ohms,122.22 ohms,D
832,A lead-acid battery is considered fully charged when the __________.,electrolyte gasses freely,battery charger ammeter indicates a positive reading,terminal voltage reaches a constant value at a given temperature,specific gravity of all cells reaches the correct value and no longer increases over a period of 1 to 4 hours,D
833,A low voltage protection device is used on motor starting equipment to_______________.,trip circuit contractor when the motor overspeed due to low voltage,trip circuit contractors when the motor develops a short circuit,allow the motor to restart automatically on restoration voltage without manually resetting ,prevent the motor from restarting automatically,D
834,A low voltage reading on a bar to bar test indicates____________.,An open ,a short  ,a ground,a close,D
835,A millimeter with a full scale deflectionn reading  of 100 miliamperes has an accuracy of + or -2%. A meter reading of 10 milliamperes would indicate a line current between:,the electrical current exceeds the rated value of the fuse,9.0 and 10.0 milliamperes,9.8 10.0 miliamperes,8.0 and 12.0 milliamperes,D
836,A resistor placed in parallel to the output of a power supply __________.,is a temperature compensator,corrects power factor,prevents excessive currents,aids in output voltage regulation,D
837,"A series wound DC motor has its armature and field connected in series with a resistor.  When the motor is disconnected  from its power supply, this motor will exemplify __________.",the proper connections for across the line starting,the proper connections for an automatic strip heater,a reversing controller circuit,dynamic braking,D
838,A shaded-pole motor is classified as a __________.,synchronous motor,three-phase induction motor,DC compound-wound motor,single-phase induction motor,D
839,A shore power circuit breaker should be closed only __________.,when the ship's generators have been directly paralleled to those on shore,in a shipyard,if a quick disconnect coupling is used,when the ship's generators have been removed from the bus,D
840,A short in a DC motor would be detected by____________.,brush sparking,ground lights,blackened bars,vibration,D
841,A signal derived from a controlled function and returned to the initiating point is called a/an. ,electromagnet, Inverse signal, Reverse signal, Feedback signal,D
842,"A split-phase induction squirrel-cage motor will not come up to speed, even though the rated voltage, rated frequency, and rated load are applied.  The suspected trouble could be due to __________.",a faulty centrifugal switch,broken rotor bars,worn bearings,all of the above,D
843,"A switchboard, for a AC electrical distribution system, will be provided with which of the following components?",Frequency meter.,Ammeter,Voltmeter,All of the above,D
844,"A three-phase alternator is operating at 450 volts with the switchboard ammeter reading 300 amps. The KW meter reads 163.6 KW, meter reading would increase by _________.", 37.8 KW, 17.8 KW, 30.6 KW, 23.4 KW,D
845,"A turbo generator has a rated output of 1200 KW at 60 Hertz, with a no load frequency of 61.5 Hertz.  What is its speed  droop?",1.025%,1.500%,2.439%,2.500%,D
846,A voltmeter is connected in a circuit in_____________.,relay ,series,series parallel,parallel,D
847,A volt-ohm-milliammeter can be used to check for _______.                   I - Continuity            II - Grounds               III - Voltage,constant speed results, I and III, I and II," I, II and III",D
848,"Aboard ship, a grounded field coil in an AC motor can be determined by using a __________.",portable growler,galvanometer,visual inspection,megohmmeter,D
849,Air gap readings should be periodicly taken for electrical generation equipment.  The best tool to use to take these measurements is a __________.,cloth (non-metalic) tape measure,dial indicator,inside micrometer,"tapered, long blade, feeler gage",D
850,"Alternating current circuits develop resistance, inductance, and capacitance.  The capacitance of individual capacitors  is expressed in __________.",ohms,mhos,henrys,farads,D
851,An AC generator operating in parallel loses its excitation without tripping the circuit breaker.  This will __________.,not affect the faulty generator due to the compensation of  the other generators,cause the slip rings to melt,increase the output amperage between the armature and the bus,cause high currents to be induced in the field windings,D
852,"An AC generator operating in parallel, loses its excitation and the generators circuit breaker fails to trip will_____________.",continuity,cause the slip rings to melt,cause low voltage differential between the armature and the bus,cause high currents to be induced in the field windings,D
853,"An AC generator produces 60 Hz at 1800 RPM. If the generator speed is increased to 1830 RPM, what will happen to the cycle?",the power being consumed by electrical equipment,increase to 61Hz,decrease to 59 Hz,increase to 63 Hz,D
854,An across-the-line starter is typically used for which of the following applications?,Reduced-current starting of large motors,Low torque starting of small motors,Low resistance starting of DC motors,Full-voltage starting of motors,D
855,An alternator will fail to develop its rated voltage if_______________.,it is not up to frequency,there is no excitation,the governor is malfunction,all of the given answers,D
856,An alternator will fail to produce line voltage as a result of __________.,a closed circuit breaker,oxidized slip rings,improperly staggered brushes,excitation field failure,D
857,"An electric circuit connected in a series with R1=4ohms, R2=3ohms, R3=4ohms, compute the total voltage of the current having 15 amperes?", 110 volts, 420 volts, 380 volts, 240 volts,D
858,An electric generator in which the magnetic flux is provided by one more permanent magnets _________., magnetic flux generator, flux generator, permanent magnet generator, magneto-electric generator,D
859,An electric generator in which the magnetic flux is provided by one more permanent magnets _________., magnetic flux generator, flux generator, permanent magnet generator, magneto-electric generator,D
860,An electric heating element supplied with 120 volts draws 15 amps.  How much power will be consumed?,15 watts,45.57 watts,8 watts,1800 watts,D
861,An electrical device which prevents an action from occurring until all other required conditions are met is called a/an __________.,limit,monitor,VESSELlator,interlock,D
862,"An equalizing connection between two compound-wound DC generators when paralleled, serves to __________.",reverse the polarity of the incoming generator as the series field weakens,automatically equalize the power factors,reverse the direction of current in the series field of the incoming generator,parallel the series fields of the generators,D
863,"An open shunt field in a direct current machine may be located by connecting the field circuit to an external power source, equal to the rated field voltage or less, and tested with a voltmeter from _______.",any suitable ground to any available line lead, any field pole to each field coil lead, one field coil to each adjacent filed coil in turn, One line terminal to each coil lead succession,D
864,Before using rubber gloves when working on high voltage equipment the gloves should be ________., brand new, cleaned inside out, oiled inside and out, tested t withstand the high voltage,D
865,"Before you touch a small capacitor which is connected to a de-energized circuit, or which disconnected entirely, you should_____________.",gently tap it with a screwdriver,tag it with a de-energized tag,be equipment with an insulated fuse puller,short circuit the terminals to make sure that all the capacitors is discharged,D
866,Brushless generators are designed to operate without the use of __________.,brushes,slip rings,commutators,all of the above,D
867,D.C. motor brush adjustment includes attention to __________.,angle with the commutator and clearance within the holder,brush length and pigtail tightness,grade of material and surface dirt conditions,all of the above,D
868,Discharge switches are often located on hand-driven meggers. The purpose of these switches is to discharge capacitive charges stored in the __________.,megger hand generator,megger movement coils,tested equipment while conducting test,tested equipment after testing,D
869,"During the operation of the device shown in the illustration, the required compressed air output has stabilized within a pressure range of 100-110 psi. Which of the following statements of operating conditions is correct?","Component ""B"" is closed and will open when output pressure had dropped below 50 psi.","Component ""D"" is open and will close when output pressure  rises above 110 psi.","Component ""F"" will force ""E"" to be driven to the full open position.","Component ""E"" is VESSELlated proportionally in response to the required output.",D
870,Electrical insulation is classed by the __________.,International Association of Electrical Manufacturers,approximate operating voltage and current expected,U.S. Coast Guard,temperature stability of the manufacturing material(s),D
871,Electrical power is expressed in ______________., Holds insulation together well,volts,amps,watts,D
872,Equal power factors on parallel AC generator are maintained by an automatic____________.,governor control switch ,reverse power relay,reverse current relay,Voltage regulator,D
873,Fuses are rated in __________.,voltage,amperage,interrupting capacity,all the above,D
874,Generators are designed for an ambient temperature of___________________.,75 C,100 F,50,150 F,D
875,Grounds occurring in electrical machinery as a result of insulation failure may result from __________.,deterioration through extended use,excessive heat,extended periods of vibration,all of the above,D
876,How does an ohmmeter behave if its positive lead is connected to cathode of a diode while negative to anode?, has very low resistance,has decreasing resistance, has unstable resistance,has infinite high resistance,D
877,Hydraulic system reservoirs should be maintained at recommended normal levels to reduce __________.,condensation on inside walls,heat retention of working fluid,frequency of fluid changeover,all of the above,D
878,If a lead-acid battery is left in a discharged condition from a long period of time?, the electrolyte sulfuric acid will change to lead sulfate,the concentrated sulfuric acid will attack the lead peroxide plates,the separator will harder,the battery be unable to accept a full change,D
879,"If a magnetic controller contactor fails to pick up when the coil voltage is applied to the contactor coil, the cause may be __________.",overload,misalignment of the affected contactor contacts,low spring pressure,an open contactor coil,D
880,If an induction motor is run at 90% rated voltage,there would be an increase in starting torque,starting current would increased slightly,synchronous speed would decrease slightly,the slip would increase,D
881,If deck machinery is expected to be idle for an extended period of time you should____________.,have electrical safety gloves available in case of electrical shock before running,perform a 'high pot' test to determine the condition of the insulation,water wash the motor and controller to remove any salt that may interfere with smooth operation,check run at regular intervals to insure correct operation and to renew the internal coating of lubrication,D
882,"If the hydraulic compression type tubing fitting, shown as figure ""C"" in the illustration begins to leak, you should  __________.",apply more thread seal and retighten part 'IV',"apply thread seal tape around the threads between part ""II"" and 'IV', then reassemble and tighten","replace part ""III""","replace part ""I""",D
883,"If you reverse both the field and the armature connections  to a DC propulsion motor, __________.",the direction of motor rotation will change,the brushes will become overheated,a magnetic lock will occur in the motor,the direction of motor rotation will remain the same,D
884,"In a DC lighting circuit, 240 volts is reduced to 120 volts by the use of a___________.",a high commutator bar,step-down transformer,converter,balance coil,D
885,"In a series circuit, the entire source voltage will drop across ____________.",the resistor next to the negative terminal,a short circuit,the resistor next to the positive terminal,an open circuit,D
886,"In accordance with Coast Guard Regulations (46 CFR), receptacles for refrigerated containers must __________.",have a switch near the receptacles that disconnects all power to those receptacles,have a sign stating that the switch should be opened before cables are disconnected from the receptacles,be designed for circuit breaking service,all of the above,D
887,"In an automated pneumatic control system, increasing or decreasing the loading pressure by a set amount is called                                    .",Positioning,Proportioning,Controlling,Blasing,D
888,"In an electromagnetic slip coupling, the slip __________.",reduces magnetic pull caused by non-concentric electromagnets,reduces resonance and accentuates the turning moment irregularities,transmits electromagnetic flux through the primary circuit,generates the low frequency current which excites the secondary electromagnet,D
889,"In the contineous machinery survey, how many year/s interval is needed so that all machineries and equipment will be surveyed and manitained properly?",1,2,4,5,D
890,"In troubleshooting a circuit in a console, you find that a  resistor may be faulty.  Which of the precautions listed must be observed when using an ohmmeter to carry out this test?","Correct polarity must be observed, connecting the red lead  to the banded end of the resistor.",Meter leads must be twisted to cancel the leads' magnetic fields.,The meter must be placed in series with the resistor and the circuit.,The resistor's circuit must be de-energized and at least one end of the component isolated.,D
891,"Increased internal leakage, in addition to poor hydraulic system response, and inadequate lubrication, is the result  of __________.",pump bearings in poor condition,excessively worn actuator-piston packing,broken directional control valve centering springs,low hydraulic oil viscosity,D
892,Inductance is measured in unit_________________.,ohms ,coulomb,farad,henry,D
893,It is a kind of electric device connected into the field circuit for the purpose of adjusting the output voltage to the value at which it is required to the maintained.,Breaker,Relay ,Regulator,Rheostat,D
894,It is a type of transformer where the high voltage winding is entirely being wound over the top of the low voltage winding.,Conventional,H-type,Core,Shell,D
895,It is an electric instrument used to measure the rate at which charges move through a material.,Voltmeter,Ohmmeter,Wattmeter,Ammeter,D
896,It is an electrical instrument used in measuring high resistance in high voltage electrical circuit.,Eddy,Ammeter,potentiometer,ohmmeter,D
897,It is safety gadget to use when testing the specific gravity of storage battery water.,Safety shoes,Long sleeves coverall,Safety goggles,Rubber handgloves,D
898,It is the change in voltage from no load to full load.,Voltage Drop,Voltage Decrease,Voltage Increase,Voltage Regulation,D
899,It is the measure of the free electrons movement thru a material in a wet battery.,coulomb,Resistance,Voltage,Current,D
900,It is the part of an alternating current generator that carries the generator alternating current to the load.,Armature, Commutator ,Carbon brush,Ship rings,D
901,Local action in a nickel-cadmium battery is offset by __________.,separating the positive and negative plates with plastic spacers,separating the positive and negative plates with resin impregnated spacers,adding a small amount of lithium hydroxide to the electrolyte,trickle charging,D
902,Motor controllers are seldom troubled by grounds because __________.,cabinet heaters always keep internal components dry,special insulation is used on wire for vital circuits,shock mounts on controller panels greatly reduce vibration,contactors and relays are mounted on nonconducting panels,D
903,"On some electrical generating equipment one outboard bearing pedestal is insulated from the bedplate. This should be checked with a millivolt meter and a jumper. With the millivolt meter connected between the shaft and the bedplate, how should the jumper ",It should be placed from one end of the shaft to the other to eliminate shaft currents.,It is used to short the + and - in a D.C. generator or Phase A and Phase C in an alternator to eliminate the effects of CEMF.,It should be placed across the insulating block to increase the shaft current to a point where it can be measured with the millivolt meter.,"It should be placed from the shaft to the pedestal while one reading is taken, then removed to take a second reading.  This eliminates the insulating effect of the bearing.",D
904,"One diode of a single phase, center tap, full-wave rectifier has burned out in a shorted condition. Therefore, the output will be __________.",zero,a rectified half-wave,a rectified full-wave,equal to the AC input,D
905,One function provided by a hydraulic accumulator is to __________.,provide an area where air can separate from the oil,provide an area to separate solid contaminants from the oil,act as an oil and water separator,absorb shocks occurring in the system,D
906,One of the generator bearing shells is generally insulated  from the end housing in order to prevent __________.,rapid brush wear,residual magnetism leak off,excessive field winding heat,circulation of shaft currents,D
907,Power transformer are rated in ___________.,kilowatts,ampere-turns,kilowatt-volts,kilovolt-amperes,D
908,Proper storage battery maintenance includes __________.,deliver a large amount of power and can be recharged in a shorter time,replacing the electrolyte once a year,insuring electrolyte level is below the separator plates,applying petroleum jelly on connections to minimize corrosion,D
909,Routine AC motor maintenance should include periodic _____.,inspection of the motor's internal for loose rotor bars or field,all of the given answer,bearing replacement each year using sealed units if available,thermometer readings at normal loads to detect abnormal temperature rise,D
910,Sparking at the brushes of a DC propulsion motor can be the result of __________.,improper brush pressure,improper brush seating,reversed interpole polarity,all of the above,D
911,The advantages of autotransformer over that of mutual induction transformers of the same capacity are ______________. I. Less cost II. Better voltage regulation III. Lighter in weight,I & II,II & III,I &  III,"I,II, & III",D
912,The amount of current flow required for the cathodic protection of a vessel is dependent upon the __________.,amount of bare steel surface,speed of the ship through the water,temperature of the water,all of the above,D
913,The amount of voltage induced in the windings of an AC generator depends on______________.,the number of conductors in series per windings,the speed at which the magnetic field passes across the winding,the strength of the magnetic field,all of the given answers,D
914,The apparent power in purely inductive circuit is also called the__________ power.,true ,lead,induced,reactive,D
915,The cross-sectional area of shipboard electrical cable is expressed in __________.,millimeters,gage numbers,centimeters,circular mils,D
916,The D.C. generator that gives information about the speed of a motor is called a/an ________________.,Potentiometer,Ammeter,Wattmeter,Tachometer,D
917,The division of the kilowatt load between two AC generators operating in parallel is controlled by the settings and characteristics of the __________.,voltage regulators,field rheostats,reverse power relays,prime mover governors,D
918,"The electrician reports to you that he has obtained low (but above 1 megohm) megger readings on the windings of a deck winch motor.  Upon checking the records of that motor, you  find the readings have consistently been at that level for  the last six yea",motor be replaced,windings be dried,windings be cleaned,readings are acceptable,D
919,The electrostatic forces in high voltage circuits cause indicating instruments to give________________.,highly accurate,highly reactive,parallux,inaccurate,D
920,The first thing to do when your found somebody who is unconcious onboard outside his cabin is_______________.,Take pulse beat immediately,Apply mouth to mouth resuscitation,Call master's attention immediately,Find out if electric shock accident,D
921,The heart of D.C. motor is the armature which compose of the following. I. Core II. Winding III. Commulator ,I & II,I & III,II & III,"I, II, & III",D
922,The inductance of a coil is measured in___________.,coulomb,ohm,farad ,henries,D
923,The instrument used to indicate the level of a fluid in a tank is called a __________.,fluid meter,calorimeter,viscosimeter,pneumercator,D
924,The kind of safety electric device that is being used to protect both the motor and wiring from excessive resistance is a/an _______________.,Fuse,Rheostat,Circuit Breaker,Overload Relay,D
925,The load sharing characteristics of two diesel generators operating in parallel are mostly dependent on their governor __________.,load limit settings,idle speed settings,speed limit settings,speed droop settings,D
926,The main difference between an electron tube and a transistor is the __________.,type of function they can perform,reaction of electron flow through a gas or vacuum in a transistor,reaction of electron flow through a semiconductor when placed in a tube,reaction of electron flow through a semiconductor used to  form a transistor,D
927,The most common type of AC service generator found aboard ship is the stationary__________.,Split,electromagnetic field oscillatory armature type,armature oscillatory electromagnetic field type,armature rotating electromagnetic field type,D
928,The number of times that the armature was being rotated in a period of one second in an alternating current generation is called the ____., Current, Voltage, Revolution, Cycle,D
929,The number of year/s needed of interval so that all the machineries and equipment will be surveyed and properly maintained is/are _________________.,1,2,4,5,D
930,The operating torque of the disk or timer element in an AC reverse power relay is obtained from __________.,the main bus,a separate battery source,line voltage,electromagnets,D
931,"The output voltage of a 440 volt, 60 Hz AC generator is controlled by the __________.",load on the alternator,load on the prime mover,speed of the prime mover,exciter output voltage,D
932,"The output voltage of a 440 volt, 60 HZ ac generator is controlled by the _______________.",load on the alternator,load on the prime mover,speed of the prime mover,exciter out put voltage,D
933,The output voltage of a three-phase alternator is regulated by the______________.,AC voltage to the armature,AC voltage to the field,DC voltage to the armature,DC voltage to the field,D
934,"The power factors at which an AC generator operating singularly, must operate is determined by the __________.",generators rated voltage,field excitation,prime mover speed,connected load,D
935,The power supply of a megger is obtained from__________________.,any 115 volt DC circuit,any 115 volt AC circuit,batteries,a magneto,D
936,The process of self-excitation in a self-excited DC generator is able to begin as soon as the prime mover begins to turn due to the ___________.,presence of eddy currents in the armature,action of current transformers,edance of the armature windings,presence of residual magnetism in the field poles,D
937,"The propeller shaft speed in a diesel-electric,  AC-synchronous, propulsion drive motor is changed by varying the __________.",generator speed,number of motor poles,field strength of the generator,output frequency of the power converter,D
938,The purpose of the heat sink frequently used with transistor is to _________., compensate for excessive doping, increase the reverse current,. decrease the forward current, prevent excessive temperature rise,D
939,The reactive power drawn by a motor from an AC generator is a power which is?,restorating of proper residual magnetism, Transmitted directed trough the rotor  shaft to perform useful work,Lost in overcoming friction in the bearings,Used to establish the magnetic field of the motor,D
940,The safest electrical instrument to use in taking the current even without switching off or opening the circuit is a/an____________.,Multi tester,Ammeter,Meager tester,Clamp meter,D
941,"The safest time to close the ships main switchboard ""shore power"" circuit breaker would be __________.",only after the ship's generators have been directly paralleled to those on shore,at any time in a shipyard,if a quick disconnect coupling is used,when the ship's generators have been de-energized from the main bus,D
942,The schematic symbol for an operational amplifier in an analog circuit is a __________.,circle,square,trapezoid,triangle,D
943,The specific gravity of the electrolyte solution in a lead  acid battery __________., Inductive reactance,remains the same during discharge,would read close to 1.830 when discharged,gives an indication of the state of charge of the battery,D
944,The specific gravity of the electrolyte solution in a lead-acid battery___________.,used to establish the magnetic field of the motor,remain the same during discharge,would read close to 1.830 when discharged,gives an indication of the state of charge of the battery,D
945,"The standard measuring unit of wire by its cross sectional area, as used in American wire tables is the _______.", Cubic inch, AWG, Square millimeter, Circular mil,D
946,The total power used up in a parallel circuit is _______.,The sum of power used in each load,Never than the power used in the larger load,The sum of the powers used in each individual load,Always less than the power used in the smallest,D
947,The unit of electrical power is the_______________.,ampere,kilovolt,amps,watts,D
948,The unit of electrical resistance is the _____________.,ampere,volt,watt,ohm,D
949,The variable resistance placed in the rotor circuit of a form wound induction motor provides for,sprrd control,voltage control,frequency control,starting torque control,D
950,The variable resistance placed in the rotor circuit of a form-wound induction motor provides for_____________control.,speed,frequency ,voltage,starting torque,D
951,The voltage generated by most AC generators is brought from the machine to the bus by means of.,brushes on a commutator ,brushes on slip rings,slip rings on a commutator,direct connecting from the stator,D
952,The voltage leads the current by 90 electrical degrees in an AC circuit which has_________.,capacitance only,the resistance equal to the sum of the inductive and capacitive reactance,the capacitive reactance is equal to the inductive reactance,inductance only,D
953,The voltage of an operating 60 hertz alternator is generally adjusted by varyig the,number of poles,prime mover speed,number of series conductors,magnetic field strength,D
954,"Then electric device having a small heating element connected in series with the motor, which will open a pair of contact if these elements produce sufficient heat is called_________.",current relay,Voltage relay,Magnetic relay,Thermal relay,D
955,There are many lights onboard. Where are the emergency lights mostly located?,Bridge deck,Steering room,Mast hauses,Passage ways,D
956,These are good characteristics of an autotransformer as compared to other types of transformer are ______________ I - Efficiency is extremely high  II - Short circuit current is high  III - Physical size is very small,I and II,I and III,II and III,"I, II, and III",D
957,These are the advantages if the field is rotating instead of the winding to be revolving in an AC generator?  I - Ships ring not needed in the delivery of AC  II - Armature windings are more easily braced  III - Easier to insulate armature windings  ,low voltage protection,I and III,II and III,"I, II, and III",D
958,These are the characteristics in the selection of electric cables and conduit before installation.   I. Good conductivity   II. Do not rust    III. Easily formed,I & II,II & III,I & III,"I, II, & III",D
959,These are the colors of lighted light s during navigation at night time onboard.   I. White   II. Green   III. Red,I & II,II & III,I & III,"I, II, & III",D
960,This is the instrument that can be used to determine or measure the dirtiness of turbo charger turbine blades., Pressure gauge, Dial gauge, Hydrometer, Manometer,D
961,"To increase the frequency of an operating AC generator, you should __________.",increase the field excitation,decrease the field excitation,increase the number of magnetic poles,increase the speed of the prime mover,D
962,"To minimize magnetic field interaction between electrical conductors in physical proximity, it is best to keep them __________.",parallel and as close as possible to each other,at right angles and as close as possible to each other,parallel to and as far as practicable from each other,at right angles and as far as practicable from each other,D
963,To provide its unique characteristics to analog circuits the operational amplifier is made of a/an _______.," Input amp, power amp and output amp"," Voltage amp, current amp, and output amp"," Scaling amp, power amp, and voltage amp"," Differential amp, voltage amp and output amp",D
964,"Type of detector which detect particular matter of all sized, down to size of a gas molecule, provide that the number sufficiently is high:",Gas funnel detector,Gas emitter,Fuel gas detector,Ionization chamber smoke detector,D
965,Under which of the following conditions will a lead-acid battery be given a 'test discharge'?,power supply,Whenever a cell cannot be brought within 10 points of full  charge specific gravity.,When one or more cells is found to have less than normal voltage after an equalizing charge.,All of the above.,D
966,"Values, which can continuously change, such as temperature, pressure, or level are called",binary values,digital values,bumpless values,analog values,D
967,Wet armature windings in a D.C. motor may lead to  __________.,reduced voltage,reduced current,increased resistance,overheating,D
968,What electric device having small heating element connected in series with the motor which will open a pair of contact if this element produce sufficien heat?,Magnetic overload relay,Voltage overload relay,Electronic overload relay,Thermal overload relay,D
969,What electrical device is used to convert AC to DC.,Step down transformer,Step up transformer,Inverter,Rectifier,D
970,What electrical source are the emergency lights are being lighted?,Step down transformer,Emergency generator  ,Dry batteries,Wet batteries,D
971,What is the bad effect of the moisture of the air to be supplied to an automatic electro pneumatic controller?,Slower action,Faster action,Parts sticking,Circuit grounding,D
972,What is the damage incurred to a person after an electric shack?, In the same direction of the current,Broken bones,Brain damage,Skin burns,D
973,What is the electric device that is being used to maintain the electromotive force within the specified limits event with the different loads?,Rheostat,Equalizer,Frequency meter,Voltage Regulator,D
974,What is the electrical switch being used that automatically switch off in the event that there is overloading circuit is called a _______________.,Snap,Toggle,Safety Fuse,Circuit Breaker,D
975,What is the main cause why the resistance of the insulation decreases in a working electric motor?,Motor revolution decreases,Motor revolution increases,Motor temperature decreases,Motor temperature increases,D
976,What is the most common material that is being used in producing electricity for big power used?,Solution,Electrodes,Chemical  ,Magnets,D
977,"What is the rotor speed of a four pole, 60 cycle, induction motor operating at full load with 3% slip?",270 RPM,540 RPM,873 RPM,1746 RPM,D
978,What kind of control switchboard with from and rear panels and enclosed in both ends and top ______., Triple switchboard, Oval switchboard, Singe - paste switchboard, Universal Switchboard,D
979,What kind of current that flows in one constant direction?,Eddy,Pulsating,Alternating ,Direct,D
980,What kind of DC where the speed always varies with the load?,Shunt Wound,Parallel Wound,Compound Wound,Series Wound,D
981,What kind of electric cable is being used nowadays to wet locations such as outbulidings?,Lead sheathed,Armoured sheathed,Aluminum sheathed,Nonmetallic sheathed,D
982,What kind of electric safety device that is used to protect both the motor and wiring from excessive resistance?,fuse ,Rheostat,Circuit breaker,Overlood relay,D
983,What kind of electrical instrument is the safest to use in taking the current even without switching off or opening the circuit?,Multi Tester,Ammeter,Megger Tester,Clampmeter,D
984,What meter should be used only after a circuit has been disconnected?,wattmeter,ammeter,clamp meter,ohmmeter,D
985,What method is used to produce electron emission in most vacuum tube is______________.,photoelectric,secondary,cold cathode,thermionic,D
986,What power is consumed by a heating element using a current of 20 amperes at 120 volts?,20 watts,66.67 watts,720 watts,2400 watts,D
987,What type of transformer where the high voltage winding is entirely being wound over the top of the low voltage winding?,Conventional,H-type,Core,Shell,D
988,What will happen to the alternator frequency if the load is removed from a turbo charger whose governor a 3 percent speed drop?,it will remain unchanged,it will decrease approximately 3 percent,it will become variable,it will increase,D
989,"When a linear actuator (cylinder) is being retracted without an applied load, the pressure on the oil leaving the 'cap end' will be __________.",zero,inversely proportional to the speed of retraction,inversely proportional to the flow rate at the rod end,increased as the speed of retraction increases,D
990,"When a megohmmeter is used to test insulation, the gradual  rise of the pointer reading as a result of continued cranking, is caused by __________.",good conductor resistance,the leakage of current along the surface of dirty insulation,the inductive reactance of the windings,the dielectric-absorption effect of the insulation,D
991,"When a megohmmeter is used to test the winding insulation of a large motor, an initial dip of the pointer toward 'zero' is caused by __________.",an open in the winding being tested,weak batteries in the meter,the absence of current along the surface of clean insulation,the capacitance of the winding,D
992,"When an alternator governor control switch is moved to ""raise"", this will",lower the percentage of speed limit control,lower the no-load speed setting of the governor,raise the no-load setting of the governor,raise the percentage of frequency cycle,D
993,"When connecting a three-phase induction motor where damage result from the wrong direction of rotation, you should ____.","Connect the motor and then use the ""jog"" button to determine the direction of the rotation"," connect the phase indicator to the motor lead, rotate the motor by hand and then connect to the supply  voltage",Connect the phase indicator to the supply voltage then connect,"check the supply line phase sequence and motor rotation with appropriate indicators, then connect corresponding marked leads",D
994,"When securing an AC generator, you should FIRST __________.",open the generator circuit breaker,switch the voltage regulator to 'manual',decrease the field excitation to minimum,reduce the load on the unit,D
995,"When securing an AC generator, you should first____________.",trip the voltage regulator to manual,switch the voltage regulator to manual,decrease the field excitation to minimum,reduced the load of the unit,D
996,"When sizing circuits or equipment always size the circuit component and transformers according to the apparent power, not the true power _____________",resistive power,root mean square,true power,apparent power,D
997,"When troubleshooting an amplifier, you measure an output of 30 volts.  If the gain of the amplifier is 2, what must  the input voltage be for the amplifier to work properly?",incoming alternator is running too fast,30 volts,28 volts,15 volts,D
998,"When troubleshooting electronic equipment, you should use a high impedance multimeter __________.",to prevent excess current flow through the meter that would damage it,for AC measurements only and a low resistance meter for DC measurements,"whenever a low impedance meter is not available, regardless of the components being tested",so as not to load down the circuit and obtain erroneous voltage readings,D
999,"When two D.C generators operate in parallel, they are protected against motorizing by:",blow out coils,governor relay,undervoltage trips,reverse current trips,D
1000,"When working on a high voltage circuit, you should always have another person present with you.  This person should have a good working knowledge of __________.",the circuit being worked on and the location of all switches and circuit breakers controlling it,first-aid techniques for treating electrical shock,cardiopulmonary resuscitation (CPR),all of the above,D
