FUNCTION 2: CARGO HANDLING AND STOWAGE AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1134,"How many tons of cotton in bales having a stowage factor of 85 can be stowed in the lower hold, assuming a broken stowage of 20% and the lower hold of the vessel has a bale capacity of 60,000 cubic feet?",565,706,558,847,A
1135,"How many tons of cotton with a stowage factor of 90 can you stow in a hold with a bale of cubic of 66,000?",733 Tons,749 Tons,779 Tons,795 Tons,A
1136,How should you signal a crane operator to lower the boom?,"With arm extended and fingers closed, point thumb downward","With arms clasp in front of body, point thumb downward","Extend arm with the palm down, rotate arm","With arm extended and forefinger pointing down, move arm in small horizontal circles",A
1137,How will you segregate Oxidizing substance from Flammable solids when stowing,Horizontal separation of 3 meters projected vertically,Horizontal separation of 6 meters when stowed on deck,Horizontal separation of 12 meters when stowed on deck,Horizontal separation of 24 meters when stowed on deck,A
1138,How would you make the rolling of a stiff vessel comfortable?,concentrate weight on upper wing tween deck,add weight in the center line of the lower hold, ballast the peak tanks,move weights lower,A
1139,How would you stow 500 drums of corrosive liquid as deck cargo?,"It would be normal practice to check the product with the IMDG Code, to ensure that it should not be incompatible with any other deck cargo being carried",As otherwise advised these drums would be stowed in large batches so as to allow access to any leaking drums whilst in transit,"In the event of a leaking drum developing while at sea, it is not necessary to ‘jettison the effected drum(s)","Each batch of drums need not be lashed and netted against movement, alongside protected bulwarks and/or ships rails",A
1140,How would you treat the spillage from petrol tanks of cars?,It must immediately remove,It must be ignored, It must be noted in the report,It must be removed when the cargo operation is completed,A
1141,Hydrocarbon gas encountered in oil tankers cannot burn in an atmosphere containing less than approximately what percentage of oxygen (by volume)?,11%,13%,12%,14%,A
1142,"If a hydraulic pump on a winch accidentally stops while hoisting, the load will stay suspended because _________.",a check valve will close and prevent reverse circulation,a centrifugal counterweight counteracts the force of gravity.,the electric pump moter will cut out,the control lever will move to the stop position,A
1143,"If a mixture containing air and a concentration of flammable vapor, is capable of ignition when exposed to a spark or other source of ignition, it is said to be:",in the flammable range,at the rich point limit,at the auto ignition point,above the upper explosive limit,A
1144,"If a vessel is loaded in a manner that she is said to be sagging, what kind of stress is placed on the sheer strake?",Compression,Shearing,Torsion,Racking,A
1145,"If reefer spaces are not properly cleaned prior to loading cargo, it will most likely cause ________.",mold to develop on commodities,malfunction of the refregiration equipment,contamination of the insulation in the space,All of the above,A
1146,"If the chemical material is a mixture, what must the Material Safety Data Sheet (MSDS) identify? ",The name of each hazardous ingredient.,"Other similar mixtures of liquids, solids or gases.",Paints or coatings that are safe to use with it.,All of the choices,A
1147,"If the distance between the upper edges of summer and fresh water load line markings is 5", what is the increase of draft allowed in water of 1005-oz density?","4.0"","3.0"","2.5"","4.5"",A
1148,"If the Officer decides to move down, add low or remove high weights, he/ she is: ",correcting a list caused by negative GM and gravity off the centerline,"correcting the height of center of gravity above the keel, as well as righting arm","correcting a list caused by stiff loading, cured only by transfering wieght ",correcting the trim caused by negative GM and gravity off the centerline,A
1149,"If the section of the right hand side of the material tends to move downward, the stress is considered to be ______.",positive,negative,bending stress,dynamic,A
1150,"If the trim and KG of the ship will remain but free surface correction for the fuel is reduced, what happens to the GM?", Increases,Decreases,Unchanged,None of the choices,A
1151,"If the two falls are attached to lift a one-ton load, what angle between the falls will result in the stress on each fall being equal to the load being lifted?",120 degrees,150 degrees,75 degrees,60 degrees,A
1152,"If timber deck cargoes are to be stowed above hatches, the stow must be further lashed and tightened by a dual continuous wire rope that is passed from side to side over the timber which is held continuously through a series of snatch blocks held in place by foot wires. This dual continuous wire rope is called _____.",wiggle rope,hog lashing wires,snaking rope,chain binders,A
1153,"If you are the officer on watch, before any crew enters an enclosed or confined space, make sure that oxygen in that space is not less than:",21%,20%,19%,70%,A
1154,If your vessel has a GM of one foot and a breadth of 50 feet. What will be your full rolling period?,22 seconds,11 seconds,15 seconds,20 seconds,A
1155,"If your vessel has gone aground in waters where the tide is falling, the BEST action you can take is to ________.",Set out a kedge anchor,Slowly bring the engine to full speed reverse,Shift the vessels load aft repeatedly surge the engine astern,Shift the vessels forward and wait until the next high tide,A
1156,Immediate protection of the vessel in the event of a broken stern tube:,after peak water tank,stern frame,aft collision bulkhead,aft machinery water tank,A
1157,"In a compartment filled with grain, at what heel will the cargo shifts?",15 deg,12 deg,20 deg,25 deg,A
1158,"In a Kvaerner Moss design containment system (LNG), what distinctive shape best describes the cargo tank cover above deck?",spherical dome shaped,rectangular trapezoid shaped,cylindrically shaped,triangular “pyramid” shaped,A
1159,"In a longitudinally-framed ship, the longitudinal frames are held in place and supported by athwartship members called:", Web frames, Floors,Stringers,Margin plates,A
1160,"In a membrane containment system (LNG carrier design), what distinctive shape best describes the cargo tank cover above deck?",rectangular trapezoid shaped,spherical dome shaped,cylindrically shaped,triangular “pyramid” shaped,A
1161,"In a tank or compartment that is not gas free, the only portable electric equipment permitted is a lamp that is:",approved explosion proof,battery operated,self-contained,all of these choices,A
1162,"In a transversely framed ship, the transverse frames are supported by all of the following EXCEPT ____.", Web plates,Girders,Side stringers,Longitudinals,A
1163,"In a vessels construction, frame spacing is ______.",Reduced at the bow and stern, Greater in the bow and stern,Uniform over the length of the vessel, Greater in the midship section,A
1164,"In airtight enclosed cargo tanks, what kind of gauging is used?",closed gauging ,radar gauge,float gauge,sounding tape,A
1165,"In heavy lift opeartions using ship's lifting gear, an instantaneous loss of GM will take place immediately that a weight is lifted either off from deck or from the position over the side. Such large increases in KG must be considered prior to operations to ensure ________________",that maximum list is restricted to an acceptable limit,that GM is maintained all througout the operation,that ship has adequate stability during the lift to avoid capzising ,that GZ is maintained all throughout the operation,A
1166,"In LNG operation, to control tank pressure, vapor generated in tanks should be ______?", Sent to the boiler and burn as fuel, Release to the atmosphere,Cooled down,Heated,A
1167,"In LNG vessels, when leaking occurs, low temperature of LNG will result in rapid ____.",Vaporization,Expansion,Condensation,Boiling,A
1168,"In MARPOL, a tank specifically designed for the collection of tank drainings, washings or other oily mixtures",slop tank,holding tank,deep tank,bilge tank,A
1169,"In Metric System of measure, how many metric tons will the weight of one cubic meter of cargo be if the stowage factor is 1.50?",0.667 metric ton,1.667 metric tons,1.50 metric tons,0.60 metric ton,A
1170,In practice most ships are fitted with a forecastle which extends at least ______________________.,"0.07 (x) Length of vessel, abaft the forward perpendicular","0.25 (x) Length of vessel, abaft the forward perpendicular",15% from the forward,1/5 of the ship's length,A
1171,"In pump rooms and pipe tunnels "flameproof" electric light fittings are generally fitted. This means that:","gas may enter, but even if an explosion takes place the fittings is so strong that the explosion will be contained within it and will not be blow out?",the fitting is completely gastight and no gas can enter into contact with the bulb and electric connections?,cable must be protected from contact with the substance being pump or transferred,any of the choices,A
1172,"In refrigerated vessels, what is the carrying temperature of bananas?",13.3º C,12.2º C ,11.3º C,14.3º C ,A
1173,"In relation to cargo gear, what does SWL means?",Safe working load,Starboard wing load,Stress weight load,Ships working load,A
1174,"In tanker vessels, a centrifugal pump ____________",is good only for delivery,requires continuous priming while discharging,requires low pressure type of pumping,is a positive displacement pump,A
1175,"In the event of a collision, vessel may not lose watertight integrity if you _____________.",keep all openings secured,remove the sounding cap from a damaged tank,loosen the dogs on a manhole cover ,remove the gasket from a watertight door,A
1176,"In the manufacture of wire rope, if the wires are shaped to conform to curvature of the finished rope before they are laid up. The rope is called _______?",preformed,composite,left lay,improved,A
1177,"In the segregation of packages containing incompatible dangerous goods and stowed in the conventional way, what is meant by segregation “Separated by complete compartment or hold from”?",a minimum horizontal separation 12 meters when stowed on deck, a minimum horizontal separation of 3 meters projected vertically is obtained, a minimum horizontal separation of 24 meters when stowed on deck, a minimum horizontal separation of 6 meters when stowed on deck,A
1178,Intentional grounding of the vessel is called _________,beaching,stranding,allision,grounding,A
1179,It is a normal part of an entity duties to take appropriate measures to avoid loss resulting from risks of which he is or should be aware. He assumes all risks of accidents attributable to a failure to carry in that manner.,Carrier,Shipper,Charterer,Administration,A
1180,It is a safety device found in cargo pumps that will re-route the liquid back to the cargo strainer.,relief valve,by-pass valve and line,ejector system,return line (low pressure side),A
1181,"It is a state that occurs when a mass of granular materials is saturated with liquid to an extent that under the influence of prevailing external forces such as vibration, impaction or ships motion, it loses its internal shear strength and behaves as a liquid.",low state,neutral state, high state, natural state,A
1182,It is essential that the officer fully understand the effect of slack tanks on transverse stability and the necessity to ___________.,maintain to a minimum the number of slack tanks,avoid any tank onboard from becoming slack,skilfully transfer from one tank to another when bunkering,maintain upright condition at all times,A
1183,"It is generally not advisable to drive a wedge into a crack occurring in the hull, because the wedges:",tend to open the crack,will work loose,will splinter,will pull through the plating,A
1184,It is the maximum content in percent of Sulfur Dioxide to be maintained in an inert gas system onboard tanker vessel is.,0.02,0.04,0.06,0.08,A
1185,"It is the number of millimeters by which the mean draft changes when a ship passes from salt water to fresh water, vice veras, when loaded to summer displacement.",fresh water allowance,dock water allowance,fresh water displacement,1/48 of the summer draft allowance,A
1186,It is the ratio of the underwater volume of the ship to the volume of the prism formed by the product of the transverse area of the midships section and the waterline length.,longitudinal prismatic coefficient,transversal prismatic coefficient,midship area coefficient,underwater volume coefficient,A
1187,It is usual to calculate the amount to load on the basis of the required salt water draft since seasonal load lines asigned to the ship apply ________________.,to the ship at sea in salt water,only during winter where strong winds and big swell are encountered,from October to early March during winter,hydrostatic data are outcome of inclining experiment during construction,A
1188,It reduces roll amplitude by the movement of water from one side of the tank to the other as the ship rolls but where the effects of gravity alone cause the water transfer.,passive stabilizing tanks,stabilizer fins fitted along the sides,Bilge keels should be fitted throughout the length of the parallel mid-body,flume tank,A
1189,Keel scantlings of any vessel are the greatest amidship because:, of maximum longitudinal bending moments,connections between the fore-body and after-body are most crucial,resistance to grounding is at maximum amidship,of severe racking stresses,A
1190,Keeping certain cargoes separated because of their inherent characteristics is known as __________.,segregation,cargo typing,overstowage,spot loading,A
1191,Lengths of righting arms for various conditions of loading and angles of inclination are found in the _____________________.,statical stability curves,hydrostatic table,cross curves of stability,deadweight scale,A
1192,"Light displacement of a vessel is 2,875 tons. She loads 390 tons at 7.0 meters above the keel and 710 tons at 2.5 meters above the keel. If her KG was then 5.20 meters, what was the light KG?",5.62 meters,5.72 meters,5.82 meters,5.32 meters,A
1193,"Liquefied gasses are a compressed gas, cooled and condensed up tom its liquid state. To avoid the cargo of an LNG carrier to return into its “gaseous state”, each tank is protected by the _________.",insulation,vacuumed cargo hold,void space,ballast tanks,A
1194,"List caused by "Gravity" being off the centerline are the following, except: ",addition or removal of weight symmetrically about the centerline,unequal distribution of weight on either side of the centerline due to loading,shift of weight transversely,removing 400 tons from FOT # 4 -P ,A
1195,LNG carriers with spherical tanks or independent Type “B” tanks have their cargo tanks located where?,inside at the bottom center of the cargo tank,at the center on top and outside the cargo tank,at the aftermost position in the pump room under the manifold,under the cargo control room (CCR),A
1196,"LNG containment insulation performs all of the following functions, except which of the following?",Increases the dew point of the hold space atmosphere,Protects the hull against low temperature,Limits the heat leak to the cargo,Absorbs loads imposed by the cargo,A
1197,"Materials which at least contain some fine particles and some moisture, usually water, although they need not be visibly wet in appearance are called:",Cargoes which may liquefy,Flow state,Concentrates,Wet cargoes,A
1198,"Measured across the curvature of the deck, measured from the deck height at centerline to deck height at side, at amidships.",deck camber,moon deck,sheer deck,tumble home deck,A
1199,Minimum number of bolt required in a temporary bolted flange oil hose coupling?,4,6,5,7,A
1200,Molded depth is measured from the:, inside of the shell, top of the center vertical keel,outside of the shell, top of the garboard strake,A
1201,Must be considered when dealing with loss of stability and change of trim is termed ___________.,icing allowance,Free surface effects of slack tanks,squat effect in shallow waters,All of these choices are correct,A
1202,"On a cargo crane, the boom indicator tells the operator what angle the boom angle is compared to the ______.",Horizontal position, Vertical position,Boom at rest,Minimum radius angle,A
1203,"On a crane, the load chart relates the allowable load to the combination of the boom length and:", Load radius, Boom strength,Boom angle,Cable strength,A
1204,"On a hydraulic anchor windlass, a check run during long periods of inactivity should be carried out to:",renew the internal coating of lubrication,prevent chemical breakdown of hydraulic fluid,remove condensation from the fluid reservoir,prevent the anchor from seizing in the hawsepipe,A
1205,"On a LNG carrier, when the ship is alongside, no cargo operations or inerting should commence until the international “______” must be completed by the ship and terminal and it has been confirmed that such operations can be safely carried out.",Ship/Shore Safety Checklist,Cargo Transfer Operation Checklist,Dangerous Cargo Safety Checklist,Checklist for Transfer of Liquefied Gasses,A
1206,"On a LNG ship at anchor with cargo onboard, how is the vapor pressure in the cargo tanks controlled?","All boil-off vapor is normally burned in the boilers, and any excess steam generated is controlled by the "steam dump system".","Excess vapor is controlled by the "Thermo-regenerative saturation plant".",Excess vapor is vented to the atmosphere.,The vapor is compressed by the high duty gas compressor and returned to the tanks.,A
1207,"On a vessel of 10,000 tons displacement, compute the reduction in GM due to free surface in a hold having free water on the tank top, the size of the hold is 40 feet long and 50 feet wide.",1.2 feet,1.1 feet,1.4 feet,1.5 feet,A
1208,"On board ro-ro vessels, once all cargo units are on board,the stern ramp door, bow visor and forward cargo door are closed by hydraulic supervised by the duty officer.All openings to the hull, inclusive of shell doors are fitted with sensors to indicate to the bridge whether they are open or closed. What color of the light indicates that it is still open?",red,green,yellow,blue,A
1209,"On cargo booms, preventers are _______.",Auxiliary guy,Fairleads,Steel bands,Stoppers,A
1210,"On many modern tankers, which of the following devices is used to reduce cargo pump leakage to the pump room bilge?",Mechanical seals,Shaft sleeves,Clipper seals,Flinger rings,A
1211,On tankers ullages are measured from what point?,an above-deck datum such as the top of the ullage pipe,the tank ceiling aboard transversely framed vessels,the tank top,a thievage mark below the edge of the deck,A
1212,"On tankers using manually operated tank valves, what does the deck hand wheel indicator register?",Approximate number of turns the tank valve has been opened,"Exact lift position of the tank valve disk, through 100% of its operation",Oxygen content of the tank,Level of oil in the tank,A
1213,"On tankers with manually operated tank valves, which of the following is the type of valve most commonly used?",Gate valve,Globe valve,Check valve,Butterfly valve,A
1214,"On the fully containerized ship, approximately one-third or more of the cargo is on deck above the rolling center. Top stowed containers are subject to ________.",acceleration greater than on conventional vessel,accelerations less than on conventional vessels,accelerations the same as on conventional vessels,no accelerations,A
1215,One ton per cubic meter refers to:,mass density,specific volume,weight,specific gravity,A
1216,"Packages containing a harmful substance shall be durably marked with the correct technical name, and further shall be labeled to indicate that the substance is a ______.",Marine pollutant,Dangerous cargo,Hazardous cargo,Harmful substance,A
1217,"Packages containing dangerous goods shall be provided with ____________ , as appropriate, so as to make clear the dangerous properties of the goods contained therein.",number coding,cautionary bullets,distinctive labels,color coding,A
1218,Passenger ships are fitted with _______ to provide comfort of passengers and assist in the maneouverability at low speeds.,stabilizers and bow thrusters,anti-heeling tanks and bow thrusters,heeling fin and bow thrusters,SBT and bow thrusters,A
1219,Peck and Hale gear is used most commonly for securing _______.,automobiles,baled cargo,large wooden crates,palletized cargo,A
1220,Pedestal cranes have limit switches to restrict the movement of which function?,Slew travel limits,Luff rate limits,Slew rate limits,Swivel power limits,A
1221,"Present regulations require Bulk Carriers to be fitted with water level detectors on holds, ballast and dry space. Which statement is true? I. each cargo hold, giving audible and visual alarms when water level reaches a height of 0.5 m II. each cargo hold giving audible and visual alarms when water level reaches a height of not less than 15% of the depth of the cargo hold but not more than 2 meters III. water level detectors shall be fitted in the forward end of the cargo hold IV. for cargo holds which are used for water ballast, an alarm overriding","I, II and IV are true","I, II and III are true","I, II, III and IV are true","II, III and IV are true",A
1222,"Pressure in the line which takes into account friction and pipe restrictions such as valves, elbows measured at a specific location, the shore connection or deck manifold.",rail pressure,back pressure,net positive suction pressure,pressure at the discharge side,A
1223,Protection of cargo against tainting damage can be best obtained by ________.,segregation of cargo by using different hatches,coverage with separation and dunnage,proper use of paper separation damage,not ventilating the space,A
1224,Raising the boom of the crane will ___________,reduce the stress of the topping lift ,reduce the stress of the cargo runner,reduce the stress of the head block,reduce the stress of the heel block,A
1225,"Reference to freeboard categories, Type A vessels are those designed specifically for the carriage of _______.",liquid cargoes in bulk,dry bulk cargoes ,timber cargoes,general cargoes,A
1226,Rigid or flexible portable packaging other than specified in Chapter 6.1 are called:,Intermediate Bulk Containers, Composite packaging,Inner packaging,Inner receptacles,A
1227,Rolling is angular motion of the vessel about what axis?,Longitudinal ,Centerline,Transverse,Vertical,A
1228,Rudders that have the full area aft of the axis are called:,un-balanced rudders, semi-balanced rudders,conventional rudders,balanced rudders,A
1229,"Sacrificial anodes are good corrosion protection because zinc, aluminum or magnesium are_____ the electrochemical table than steel.",higher up,lower down,equal in,equal or less,A
1230,Saw dust is very useful dunnage of the following cargo:,Vegetable oil, Linseed oil,Camphor oil,Creosoted goods,A
1231,"Shell plating provides the greatest contribution to the longitudinal strength they are arranged in a fore and aft direction and welded together, horizontal welds are called:",seams,butts,strakes,tacks,A
1232,Shell plating that has a curvature in the direction and must be heated and hammered to shape over specially prepared forms called:,furnaced plates, rolled plates, flat plates,compound plates,A
1233,"Signs that a ship has entered shallow water conditions can be one or more of the following, EXCEPT:","Wave making decreases, especially at the forward end of the ship.",Ship becomes more sluggish to maneouver just like a porridge ,Draft indicators will indicate changes in the end drafts,Propeller rpm indicator will show a decrease,A
1234,Since when does a vessel aground may have negative GM?,Displacement lost acts at the point where the ship is aground,"Lost buoyancy method is used to calculate KM, and KB is reduced",Virtual rise of G is directly proportional to the remaining draft,Decrease in KM is equal to the loss of draft,A
1235,"SOLAS Regulation VII/6 requires that explosives, except ammunition shall be stowed in a ______ and shall be kept closed while at sea.", Magazine, Separate hold,Lower hold,Fore-most hold,A
1236,"Solve for the effect of adding 100 tons to cargo hold No. 1, 150 feet forward of the tipping center. ITM = 1,423 foot-tons and TPI = 53. Find the half trim.", 5.27 inches,6.22 inches,10.54 inches,12.44 inches,A
1237,Some cargoes can react with air to form unstable oxygen compounds which could cause them to do which of the following?,Explode,Polymerize,Form CO2,Form water,A
1238,"Specific requirement of the IMO Grain Code require that shifting boards shall have thickness of not less than _____, be grain tight and where necessary, supported by uprights.",50 mm, 120 mm,80 mm,20 mm,A
1239,Stability of a ship is affected by ice formation in the exposed hull and superstructures so that allowance for icing in the calculation of effective KG is contemplated. The full allowance should be applied to:,South of 60˚ S,"in the areas north of 61˚ N, Norweigian coast",Elsewhere in seasonal winter zones,Baltic Sea,A
1240,Stresses are created within the material if _________,external loads are applied to it,weights are distributed unevenly along the surface,two opposing forces are of different magnitudes,weight exceeds the designed load,A
1241,Striking plates are expected to be found _____________.,on the bottom of a fuel or ballast tank under the sounding tube,in the bow of the ship at the waterline,at the aft of the ship aligned with the propeller,all of the choices,A
1242,"Strong steel cylinders are used for the shipment of compressed gases. These containers are under pressure of up to 2,000 pounds or more per square inch. Cargo handlers must handle these containers carefully and stow them securely to prevent damage to the cylinder. Which statement is false?",The strong steel cylinders must be stowed in open spaces only away from open flame and any source of artificial heat,"Cylinders must be stowed on their sides unless boxes, cribs, or racks are provided for vertical stowage.","When stowed on deck, the cylinders must be protected from the direct rays of the sun by awnings or other protective structures. ",Cylinders stowed under deck must be placed in cool compartments or holds that can be ventilated or are of gastight construction protected from open flame and any source of artificial heat. ,A
1243,Substances that are liable to undergo at normal elevated temperature a strong exothermic decomposition caused by excessively high transport temperature or contamination are called:,Self-reactive flammable solids, Oxidizing substances,Flammable solids,Substances liable to spontaneous combustion,A
1244,Substances which are bio accumulated and liable to produce a hazard to aquatic life or human health falls under:,Category A,Category B,Category C,Category D,A
1245,"Tankers that are in service carrying "sour crudes" are faced with additional problems for their safe operation. One such problem is called "polyphoric oxidation" what does this result in?","Particles of rust in the tanks reaching a high temperature during "gas free" operations.",A lighter grade of crude being needed for tank washing.,Additional time for tank cleaning.,"A second scrubber, known as an alkaline scrubber, to be added in series to the "normal" scrubber.",A
1246,"The "Bill of Lading's" content gives _______________",the full account of the cargo,the title of ownership of the cargoes and chartered spaces of the vessel,the receipt of the cargoes used as collateral in charter party,the vessel the authority not to release the cargo at a port in question,A
1247,The advantage of a “slewing” derrick system is:, All of the choices., Cargo work is permitted on both sides of the vessel.,Two derricks at each hatch.,Quick discharge of loading.,A
1248,"The angle of heel at which openings in the hull, superstructures or deckhouses, which cannot be closed weather tight is immersed, is called:",Angle of Flooding, Angle of Heeling, Angle of Response,Angle of Immersion,A
1249,The angle of heel due to shift of grain shall not be greater than what angle?,12°,10°,15°,5°,A
1250,The angle of heel due to the shift of grain shall not be greater than ____degrees except that an Administration giving authorization in accordance with Regulation 10 of SOLAS 1992 require a lesser angle of heel if it considers that experience shows this to be necessary.,12,5,10,15,A
1251,"The angle of heel for which the openings in the hull, superstructure or deck houses, which cannot be closed weather tight is immersed, is called:", Angle of flooding, Angle of repose,Angle of immersion,Angle of heeling,A
1252,The areas within a zone which have seasonal weather condition and are somewhat different from the weather condition pertaining to the whole zone are called ______.,seasonal areas,freeboard,zone allowance,load line allowance,A
1253,The basic regulations covering the construction and means of closing hatches in weather type decks are contained in the:,Assignment of freeboard in the load line rules,Cargo hold plan,Addendum to the safety construction certificate,Assignment in the safety equipment certificate,A
1254,"The BC code provides guidance to Administration, Ship owners, Shippers and Masters in the standards to be applied in the safe stowage and shipment of solid bulk cargoes EXCEPT:","Grain",Pellets,Coal,Ores,A
1255,The best way to lift many small articles aboard your vessel is with a ______.,pallet,barrel hook,spreader,snotter,A
1256,"The blockage factor of a canal or river which can be considered "Confined Channel" in the calculation of Ship's Squat is:",0.100 to 0.265,.085 to 0.100,0.365 to 0.786,.001 to .009,A
1257,The boom stops on a pedestal crane prevent the boom from:,being raised too high,swinging at sea,being lowered too low,overloading when not in use,A
1258,The Carriage of Grain Cargo in Bulk come under what International Regulations?,"SOLAS 74, Chapter VI","UNCLOS, Carriages of Bulk Cargoes","SOLAS 74, Chapter V","SOLAS 74, Chapter IV",A
1259,The center around which a vessel is trimmed is called:, tipping center,metacenter,center of buoyancy,turning center,A
1260,The center of gravity of a vessel will shift away from a cargo that is being handled in which of the following cases?,when discharging weight from a vessel,when shifting weight fore and aft,when loading weight into the vessel,when shifting weight vertically,A
1261,The change of displacement tonnage required to change the mean draft of the ship by one centimeter.,TPC,TPI,FWA,MCTC,A
1262,The classification of organic peroxide is:,class 5.2,class 5.4,class 5.7,class 5.8,A
1263,The classification of substances that emit flammable gases when in contact with water is:,class 4.3,class 5.1,Class 5.7,Class 5.8,A
1264,The Code of Safe Practices for Solid Bulk Cargoes (BC Code) Section II is titled:, Stowage factors conversion table,Cargoes which may liquefy: test procedures,Transport of solid waste in bulk, Materials possessing chemical hazards,A
1265,The correction to KG for longitudinal free surface effects for a vessel can be found by dividing the vessels displacement into the:,sum of the longitudinal free surface of the vessel,longitudinal centerline of the vessel,transverse free surface correction of the vessel,the sum of the longitudinal moments,A
1266,The difference between the starboard and port drafts caused by shifting a weight transversely is:,List,Floatation,Heel,Trim,A
1267,The discharge into the sea of substance in category B is allowed provided the following are met EXCEPT:,the ship is enroute at a speed of at least 10 knots,"the tank has been prewashed, and the washing discharged to a reception facility ",the ship is enroute at a speed of at least 15 knots,any of the choices,A
1268,The discharged into the sea of substances of category D is allowed provided the following are met EXCEPT:,the effluent is more than 100 ppm,the ship is enroute at a speed of 7 knots,the effluent is more than 15 ppm,the ship is enroute at a speed of 10 knots,A
1269,"The displacement of your ship is 8,000 tons on salt water. The DBT measures 20 meters long x 16 meters wide, partly loaded with sea water. Calculate the free surface constant.",6997.33 meter-tons, 6585.14 meter-tons,6548.14 meter-tons,485.14 meter-tons,A
1270,The distance between the surface of the liquid and the tank top in a cargo tank is called _________.,breaking strength,lifting load,working load,operating strength,A
1271,The effects of free surface on a vessels initial stability do NOT depend upon the _______.,Amount of fluid in slack tanks,Specific gravity of fluid in the tanks,Dimensions of the surface of the liquid, Volume of displacement of the vessel,A
1272,The following products are volatile EXCEPT:,heavy fuel oil,benzene,coal tar,diesel fuel,A
1273,The force acting on a single cargo runner which is vertically lifting or lowering a hold is greater when ____________., Decelerating when lowering the load, Raising the load at constant speed,Decelerating when raising the load, Lowering the load at constant speed,A
1274,The foremost major watertight bulkhead is called:, collision bulkhead, scantling bulkhead, inboard bulkhead,main bulkhead,A
1275,The form of longitudinal deformation under stress in which the middle part of a ships structure sinks below the extremities is called _____.,Sagging,Hogging,Bending,Shearing,A
1276,The formation of bubbles on an aerofoil section in areas of reduced pressure. Can occur on heavily loaded ship propellers.,Cavitation,Caulker,Cartage,bubbles ,A
1277,The garboard strake is the _________.,Row of plating nearest the keel, Raised flange of the main deck edge,Riveted crack arrester strap on all welded ships,Riveting pattern most commonly used on ship construction,A
1278,"The GM of a vessel is 6.3 feet and her displacement in salt water is 3,200 tons, I is 2,880,000 ft4. If her KB is 5.9 feet, find her KG.", 25.3 feet, 23.5 feet,32.5 feet,53.2 feet,A
1279,"The greatest strain, when lifting a load with jumbo purchase, is on _____.", The hauling part because it must absorb the frictional losses of all the sheaves,"All of the parts, dividing the load equally",The parts in the movable block,The standing part because it is directly connected to the weights,A
1280,The hazard associated with tank ventilation identified in the Tanker Safety Guide is:,ventilation hazard,tank ventilation hazard,chemical hazard ,electrostatic hazard ,A
1281,The heaviest type of pallet and can withstand greater load is the _______.,Stevedoring pallet,Shipping pallet,Factory pallet,Warehouse pallet,A
1282,The heel block is located __________.,at the base of the boom,at the cargo hook,near the amidships guy,near the spider band,A
1283,The hoist Bravo will indicate ___________.,all of the choices,discharging explosives in containers,loading dangerous cargo,the vessel is bunkering,A
1284,The holds and tween decks of refrigerated ships are insulated by packing an insulating material between the frames. What are these isulating materials?,"fiber glass, silicate of cotton, slab or granulated cork",polypropelene plastic and asbestos fiber stuffed rigidly,Styrofoam and wood pulp mixed with plax (sheathing),brine sealed traps with battery of suitable refrigerants,A
1285,The horizontal flat surfaces where the upper stock joins the rudder are the:, rudder palms, lifting flanges, rudder keys, shoes of the rudder,A
1286,The horizontal port or starboard movement of a vessel is called _______.,Sway ,Yaw,Surge,Heave,A
1287,"The IMO Code requires protection against spillage of the most dangerous products (ethyl ether, antiknock lead compounds such as TML and TEL etc) by prescribing that:",they shall be carried in cargo tanks independent of the ships hull structure,they shall be carried in tanks surrounded by water ballast,they shall be carried with aluminum container ,they shall be carried with isolated tanks and approximately 20 meters away from the accommodation,A
1288,"The IMO Grain Rules allows ships not having board a document of authorization issued in accordance with A3, be permitted to load bulk grain provided that:", the total weight of the bulk grain shall not exceed one third of the deadweight of the ship, all hatches to filled compartments shall be trimmed,all filled compartments fitted with centerline divisions,all free grain surfaces in partly filled cargo space shall be trimmed vessel,A
1289,The IMO requires Cargo Securing Manuals on certain vessels. Which of the following are required to maintain this manual onboard?,RoRo Carriers,Liquid Bulk Carriers,LNG Carriers,Solid Bulk Carriers,A
1290,"The initial metacentric height (GM), after correction for the free surface effects of the liquids in tanks, shall not be less than:", 0.30 m, 0.40 m,0.60 m,0.50 m,A
1291,"The initial vertical center of gravity and displacement of a vessel is 12 meters and 50,000 tonnes respectively. A weight of 500 tonnes is discharged from the lower hold with a VCG of 3 meters. What will be the new VCG if weight of 500 tonnes is loaded on the same hold with a VCG of 5 meters?",12.02 meters,12.04 meters,11.98 meters,12.00 meters,A
1292,"The intact stability requirement of any ship carrying bulk grain should be such that the initial GM, after correction for free surface of liquids in tanks, shall not be less than _____.", 0.3 m,0.5 m,0.6 m,0.7 m,A
1293,"The internal volume of a cargo hold measured from the inside faces of the cargo battens, the lower side of the deck beams, and the top of the tank top ceiling is known as the __________.",bale cubic,stowage area,deadweight space,gross tonnage,A
1294,The joint formed when two steel shell plates are placed longitudinally side to side is called a:,seam,bond,strake,bevel,A
1295,The lifting at the end of a cargo line in tank that allows suction to be taken close to the bottom of a tank is a:,suction lines are fitted with non-return valve,separate lines are provided for filling and pumping these tanks,Pipe line must run vertically from the tank to a point above the margin line before turning fore or aft towards the pump, All tanks must be serve by the fewest possible number of pipes to reduce the possibility of rupture,A
