FUNCTION 1: NAVIGATION AT THE DECK MANAGEMENT LEVEL,,,,,,
No.,Questions,Choice A,Choice B,Choice C,Choice D,Answer
1747,As team leader of the #2 emergency squad you arrive at the scene of a fire in the Bosun's store room on the weather deck. How would you proceed to fight this fire?,"First, size up the fire situation before committing crew members and equipment and then relay accurate information to the Bridge.",Open the store room door before any boundary cooling is done to determine what is burning.,Pull the fixed fire suppressant system that covers the Bosun Store room to extinguish the fire.,Immediately start boundary cooling the adjacent compartment.,A
1748,"As the propeller turns, voids are formed on the trailing and leading edges of the propeller blades causing a loss of propulsive efficiency, pitting of the blades, and vibration. How are these voids commonly called?",cavitation,advance,edging,slip,A
1749,"As you go higher above the earth surface, the atmospheric pressure:",decreases,increases,remains the same,varies,A
1750,Ascending and descending air masses with different temperatures is part of an important heat transmitting process in our atmosphere called:,convection,barometric inversion,radiation,conduction,A
1751,"Assuming a 6% negative slip, how many revolutions per minute will the shaft have to turn if the speed necessary for reaching port at a designated time is 15.7 knots and the propeller's pitch is 23.4 feet.",64,68,72,76,A
1752,"Assuming a slip of negative 4%, determine how many RPM will the shaft have to turn if the speed necessary for reaching port at a designated time is 18.6 knots and the pitch of propeller is 26.2 feet.",69,72,75,78,A
1753,"At 0000H you fix your position and change course to 270deg. T. At 0030H, you again fix your position, and it is 0.5 miles east of your DR position. Which statement is true?","The set is 090, drift 1.0 knot","The set is 270, drift 1.0 knot","The set is 090, drift 0.5 knot","The set is 270, drift 0.5 knot",A
1754,"At 1337 Z on July 17, in DR position LAT 30° 56.8' S, LONG 039° 36.5' W; you observe amplitude of the Moon. The upper limb of the moon is on the visible horizon, bearing 263.0°psc. The variation is 20°W. What is the deviation? DECLINATION =19deg. 54' S",3.6°E,2.6°E,2.6°W,3.6°W,A
1755,"At 8.3 feet per second drift, for every 5 knots vessel's speed overboard on a 370 meters length vessel on the ship forecastle, speed 15 knots. How long will it take the fallen man to be abreast of the propeller?",48.74 seconds,14.86 seconds,24.9 seconds,Cannot be solved,A
1756,"At meridian passage, upper transit, the observer's latitude was found to be 43deg. 34.7' North, sun's declination is 1deg. 46.3' North. Find the Observed Altitude of the body. ",48deg. 11.6' S,41deg. 48.4 N,41deg. 48.4' S,48deg. 11.6' N,A
1757,"At the moment of impact of collision, the following should be noted:",the compass heading and approximate angle between the two ships,cargo damage on the other ship ,the Nationality of the other vessel ,the Nationality of the crew ,A
1758,Attempts to sever the towing hawser are unsuccessful. Which action should now be taken?,Slip the towline and allow it to run off the drum.,Pull the towing hawser to tighten.,Throw a preventer under the towing hawser and engage it.,Use a chain as a double to the towline to prevent it from breaking.,A
1759,"Basic signals and maneuvers are common in any parts of the world. The use of ship's whistle to communicate with tugs, one long blast means:",come ahead full slow ,tug dismissed,come astern slow ,stop,A
1760,"Before starting the ENC production process, what should be considered first? ",the source material to be encoded must be selected,the design format should be discussed first,the standard parameters must be selected first,None of these,A
1761,"Bow thrusters are essential propulsion device to make a vessel more maneuverable. However, the disadvantage is:",it has no effect on headway to slow down or hold a ship,it is not effective on slow moving ship,it does not provide greater power than tug,it has little effect on a fully loaded ship,A
1762,"Bow thrusters are essential propulsion device to make a vessel more maneuverable. However, they are generally ineffective at what speed?",Over 3 knots headway,At any speed astern,At any speed ahead,Over 1 knot sternway,A
1763,"By using the formula: I = 3.43 x 10⁶ x T x D² x K⁻₫, compute for the luminous intensity of the light in candelas for a luminous range of 2 nautical miles.",4.3 candelas,0.9 candela,12 candelas,27 candelas,A
1764,Calculate how fast the propeller is turning if its pitch is 21.5 feet? The speed of advance is 22.5 knots with a slip is -1.5%. ,104.5 RPM's,95.4 RPM's,92.2 RPM's,107.7 RPM's,A
1765,"Calculate how long will the three Oilers finish the engine work if they agree to work all together. Oiler No.1 can do a certain piece of engine work in 6.75 hours, and Oiler No.2 can do the same work in 12 hours, while Oiler No.3 can do the same work in 5.5 hours. ",2 hrs. 25 mins,2 hrs 42 mins,2 hrs 52mins,3 hrs 20 mins,A
1766,"Calculate the vessel's slip for the voyage if she has steamed a total distance of 6,350 nautical miles with an average of 90.4 RPM in 18 days, 10.5 hours. The pitch of the propeller is 17.5 feet.",8.07%,-8.07%,7.08%,9.01%,A
1767,"Calculate your vessel's speed of advance if you have an estimated slip of +10%, RPM of 70 and with a propeller's pitch of 19 feet.",11.81 knots,13.13 knots,12.37 knots,14.44 knots,A
1768,Can voyage planning be executed on ECDIS?,No,Yes,If approved by the Flag State,If approved by owner,A
1769,"Compared to a low pressure system, generally the air in a high is:","cool, more dense, and drier",muggy and cloudy,extremely moist with high relative humidity,"warmer, less dense, and less stable",A
1770,"Comparing manual and automatic acquisition in ARPA, which is most sensitive?",Manual acquisition,Not relevant,Automatic acquisition,Same sensitivity,A
1771,Compression ignition engine is also called:,gas turbine,diesel engine,gasoline engine,potential energy,A
1772,Compute for the engine speed if the vessel is turning 120 RPM and the pitch of the propeller is 10 feet and 9 inches.,12.73 knots,13.74 knots,13.47 knots,12.47 knots,A
1773,"Compute for the slip for the voyage if your vessel has turned an average of 90 RPM and has steamed a total distance of 4827 miles in 11 days, 00 hours, 30 minutes. The pitch of the propeller is 20.5 feet.",0%,-1.7%,1.7%,11.8%,A
1774,Compute the apparent slip of a vessel which has cruised 395 miles in 23 hours (observed distance) at an average RPM of 78. The propeller has a diameter of 19.9 feet and a pitch of 21.6 feet.,-3.2%,+3.2%,-12.0%,+12.0%,A
1775,"Compute the number of hours will the three Oilers finish the engine work if they agree to work all together. Oiler No.1 can do a certain piece of engine work in 4 hours, and Oiler No.2 can do the same work in 8 hours, while Oiler No.3 can do the same work in 10 hours. ",2 hrs. 6 mins,3 hrs 42 mins,2 hrs 42mins,4 hrs 42mins,A
1776,"Concerning a "vessel engaged in fishing", select the CORRECT statement?","The vessel may be using nets, lines or trawls",The vessel may be trolling,"The vessel shows 2 lights in a vertical line, white over red",All of the choices ,A
1777,"Concerning a conventional mooring winch, what statement is true? ","A high capacity brake is required to hold a load approaching the breaking strength of the mooring line, but it is required to slip at a lower tension to avoid mooring line breakage.","A high capacity brake is required to hold a load equal to the breaking strength of the mooring line. For reasons of safety, no slippage of the brake is permitted.","A high capacity brake is required to hold a load exceeding the breaking strength of the mooring line. For reasons of safety, no slippage of the brake is permitted.","A low capacity brake is required to hold a load far below the breaking strength of the mooring line, but it is required to slip at a lower tension to avoid mooring line breakage.",A
1778,Conjunction is only possible for which of the following planets? I. Mercury II. Venus III. Mars  IV. Jupiter  V. Saturn,"III, IV and V only",IV and V only,III and IV only,I and II only,A
1779,"Coral atolls, or a chain of islands at right angles to the radar beam, may show as a long line rather than as individual targets due to _______.",the effects of beam width,limitations on range resolution,the pulse length of the radar,the multiple-target resolution factor,A
1780,Countries are producing unique digital charts based on their interpretation of IHO standards _______.,S-57 standards,S-52 standards,S-75 standards,S-100 standards,A
1781,Database transformed by ECDIS; equivalent to up-to-date paper chart and may contain info from other sources.,SENC,ENC,SECN,ECN,A
1782,Depth anomalies may be expected due to low accuracy survey or data collected on an opportunity basis such as soundings on passage only. Which ZOC quality category does it fall?,ZOC C,ZOC D,ZOC U,ZOC B,A
1783,Describe how clouds form. ,"Clouds form as a mass of warm, humid air rises into the atmosphere and cools, condensing moisture into small droplets","Clouds form as winds blow across bodies of water, the sun causes the moisture to be absorbed and move upward forming clouds",Clouds form as dry air compresses moisture from the atmosphere into clouds,Clouds form when the relative humidity of the atmosphere is low,A
1784,Detergent and ____________ properties in lubricating oil are required in order to hold deposits in suspension and thus keep surfaces clean.,Dispersant,Coagulant,Acid,Base,A
1785,"Determine how long would it take for 3 pumps working simultaneously to empty a tank. In one pump, it can empty a tank in 12 hours, another pump can empty the same tank in 4 hours, and another can empty this tank in 9 hours.",2 hours and 15 minutes,2 hours and 45 minutes,3 hours and 15 minutes,4 hours and 15 minutes,A
1786,Determine how many revolutions per minute will the shaft have to turn if the speed necessary for reaching port at a designated time is 16.8 knots and the propeller's pitch is 22.3 feet. Assuming a 4% negative slip.,73,66,61,80,A
1787,Determine the luminous intensity of the light in candelas (cd) for a luminous range of 4 nautical miles using the formula: I = 3.43 x 10⁶ x T x D² x K⁻₫ as prescribed in Annex I Section 8 of the Rules.,27 candelas,0.9 candelas,52 candelas,94 candelas,A
1788,"Determine your course and distance by Mercator sailing if you are at LAT 07°05'N, LONG 81°45'W and you are to proceed to LAT 08°40'N, LONG 88°00'W. ","284.3˚T, 384.6 nm","238.1˚T, 381.2 nm","265.6˚T, 385.0 nm","186.8˚T, 387.4 nm",A
1789,"Diesel engines obtain combustion air through turbo chargers, blowers, or __________. ",natural aspiration,air receivers,carburetors ,air starters ,A
1790,"Differential GPS is a method of increasing the accuracy of positions derived from GPS receivers. With DGPS receivers, position accuracy is improved to ______________:",10 meters,100 meters,30 meters,90 meters,A
1791,"Distress received from any source, including communications equipment intended for alerting, when no distress situation actually exists, and a notification of distress should not have resulted.",False alert,False alarm,False Sequence,False Relay,A
1792,"During a helicopter evacuation, the helicopter lowers its winch wire to the deck. Which of the following should NOT be done with the winch wire?",All of the mentioned actions,Secure it to a strong point on deck,Secure it with the ship winch,Secure it along the railings,A
1793,"During a helicopter evacuation, the helicopter lowers its winch wire to the deck. Which of the listed should NOT be done with the winch wire?",All of the choices,Secure it to a strong point on deck,Touch the wire with bare hands,Secure it to the deck with a weak link,A
1794,"During a rescue operation, what should be taken onboard the Lifeboat or MOB?",VHF or W-T ,Blankets ,Food,Water,A
1795,"During a rescue operations, a helicopter uses a special device for hoisting or lowering persons with rescue sling and a seating belt from the water or deck. This method is called:",double lift method,combined lift method,multiple lift method,combo-lift method,A
1796,"During beaching operation, the approach should preferably be made at slow speed and at what angle to the beach?",Right angle,Oblique angle with the starboard side onshore,Acute Angle in the portside onshore,Transverse angle with the starboard side onshore,A
1797,"During helicopter evacuation of an injured man, what course should the ship steer?",as instructed by the helicopter pilot,with the wind astern so that the effect of the wind is reduced as much as possible,as instructed by the captain,as instructed by the man who secure the casualty,A
1798,"During the approach in the ship lightering operations, the off-taker ____________ the VLCC's quarter and comes alongside. ",Keeps clear of,Stays close to,Stays parallel to,Approaches near,A
1799,"During the day, what is the additional signal for trawlers when the net has come fast an obstruction as per Annex II of the Rules?","International code flag "PAPA"","International code flag "ZULU"","International code flag "GOLF"","International code flag "TANGO"",A
1800,"During the initial pull down of the box temperatures in a refrigeration system, which of the devices listed is used to prevent excessive gas pressure at the compressor suction?","Suction pressure hold back valve",High pressure cutout,Solenoid valve,Low pressure cutout,A
1801,"During the operation of a multi-box refrigeration system using a capacity controlled compressor, only one box is actively being cooled. Under this operating condition, the compressor lube oil pressure should be _________________.","the lowest normal pressure",in the midrange pressure,"the highest normal pressure","of no consequence as the compressor lube oil pressure is not used in the operation of the capacity unloading system.",A
1802,"During the towing of a survival craft, a lookout should be on station to:",release the towline in an emergency,help the helmsman steer,look for food and water,check the water level in the bilge,A
1803,During the voyage a vessel encountered boisterous winds and heavy weather during which time she acted heavily and to such an extent that at times it was necessary to change course. What is the proper term for this?,Labored ,Moved ,Hampered,Damaged,A
1804,Each cylinder in a two stroke cycle engine experiences combustion __________. ,once each crankshaft revolution, twice each crankshaft revolution , every other crankshaft revolution ,every fourth stroke,A
1805,ECDIS database issued by hydrographic office that contains all chart info needed for safe navigation and may contain supplemental info.,ENC,SENC,ECS,ECN,A
1806,ECDIS is set with a performance standard by IMO called:,DX90,DT40,DP90,TX50,A
1807,ECDIS level in info that cannot be removed from display; required at all times and not intended for safe navigation.,Display Base,Standard Display ,Standby Display ,Full Display,A
1808,ECDIS must give an alarm for which of the following cases?,When the specified limit for deviation from the planned route is exceeded,When the speed of a dangerous target exceeds a set limit,If the ship's ETA has changed beyond the set limit,All of the choices,A
1809,ECDIS must give an alarm for which of the following cases?,If the ship is going to reach a critical point on the planned route,When the speed of a dangerous target exceeds a set limit,If the ship's ETA has changed beyond the set limit,All of the above,A
1810,ECDIS must give an alarm for which of the following cases?,If the ship is going to reach a critical point on the planned route,When the speed of a dangerous target exceeds a set limit,If the ship's ETA has changed beyond the set limit,All of the above,A
1811,ECDIS must have the capability to preserve the record of the voyage track for the previous:,12 hours,6 hours,24 hours,4 hours,A
1812,ENCs can be encoded directly from _______________,any of these ,original survey material,databased information,existing paper charts,A
1813,"ENCs may include certain shoal soundings, escpecially reported depths, which have been encoded in such a way that they do not display in "Standard Mode" and might not activate an alarm even when the depth is less than the safety contour setting. How would you workaround in this situation?",operate in a Display mode where all soundings are shown,"use "pick report" function to detemine areas of foul ground that have no depth value",refer to Tidal Stream Atlases external to ECDIS to determine the correct sounding,Clarify any doubtful soundings via communications with VTS/Port authority,A
1814,"Entering from seaward, triangular-shaped daymarks are used to mark:",the starboard side of the channel,the centerline of the channel,an obstruction where the preferred channel is to starboard,special purpose areas,A
1815,"Find how many RPM will the shaft have to turn if the speed necessary for reaching port at a designated time is 17.4 knots, assuming a slip of positive 3%. The pitch of propeller is 25.6 feet.",71,67,63,75,A
1816,Find the engine speed of a vessel if her propeller is 4882 mm diameter with pitch of 4226 mm and the engine RPM is 122. ,16.70 knots,15.22 knots,18.44 knots,19.29 knots,A
1817,FIRST response you should do while you are fighting a fire in a smoke-filled compartment and one of your shipmates falls sustaining a severe laceration and ceases breathing is to __________.,remove him from the compartment,begin artificial respiration,treat for shock,concentration limits,A
1818,"Fix the vessel's position, the navigational officer should do the following except:",Primary position fixing method is selected in accordance with clear weather conditions,Position is fixed using the selected method,"Appropriate allowance is made for random, instrument, system and data errors",Time interval between fixes is appropriate to the prevailing navigational conditions,A
1819,"For a single-screw left handed propeller, the rudder has no effect:",if the vessel is underway but not making way on water,if the vessel is having headway then suddenly you gave full astern ,"if the vessel is moving sternway, then you gave a kick of full ahead on the engines",if the rudder is not put on either hard port or starboard (35 degrees on either side),A
1820,"For a vessel engaged in fishing, what is her fog signal?",DELTA,FOXTROT,MIKE,No signal required,A
1821,"For a vessel less than 75 meters in length, what is the fundamental frequency of the whistle signal as specified in Annex III of the International Rules?",250 - 700 Hertz,70 - 700 Hertz,70 - 200 Hertz,130 - 350 Hertz,A
1822,"For GMDSS, when may a compulsory vessel not be allowed to leave port?",When the vessel has replaced a required piece of GMDSS-related equipment but its performance has not been verified or logged,When the vessel is in an overloaded condition,When the vessel is carrying only two licensed GMDSS Radio Operators and is capable of performing all required functions,When the vessel has arranged for both duplication of equipment and shore-based maintenance,A
1823,"For reference purposes, how will you know the ENC symbology through a Navmaster help menu? ",ECDIS Chart 1,BA5011 (INT1),ECDIS SYMBOL AND ABBREV.,ECDIS Chart 5011 Conversion,A
1824,"From noon to noon, a vessel has made good a distance of 543 miles and turned an average of 80 RPM. Find the percent of slip for the day's run if the pitch of the propeller is 28 feet.",-2.4%,2.4%,0%,4.8%,A
1825,"From the point where the rudder is put over to any point on the turning circle, the distance a vessel moves parallel to the original course is known as:",advance,kick,transfer,head reach,A
1826,From those listed which should be the preferred method position fixing for greatest accuracy and certainly of position?,Taking a radar and visual bearing,Taking several radar bearings,Taking a radar range and radar bearing,Taking several radar ranges,A
1827,"General information about the location, characteristics, facilities, and services for U.S. and foreign ports may be obtained from which publication?",World Port Index,Sailing Directions,Distances Between Ports,Coast Pilot,A
1828,"Generally speaking, in the Northern Hemisphere, when winds are blowing from between SE and SW the barometric reading:",is somewhat lower than it would be for winds from a northern quadrant,is somewhat higher than it would be for winds from the northern quadrant,is uncertain and may fluctuate by increasing and decreasing,makes no change at all,A
1829,"Generally speaking, what kind of weather a ship steaming across the North Pacific from Japan to Seattle will likely to experience?",favorable currents for practically the entire crossing,adverse currents for practically the entire crossing,favorable currents in the summer months and adverse currents in the winter months,variable currents having no significant effect on the total steaming time,A
1830,"Handling a ship in a channel, a Pilot should break a sheer in narrow channel by:",increasing engine RPM,increasing rudder angle away from the bank,increasing rudder angle toward bank,reducing engine RPM,A
1831,"Having handed over the midwatch to the next watch officer, you then sign the Deck Log Book which is a true record of events that happened during your watch. Which of the following will be the next thing that you will do?","I would proceed below decks and start my "ship rounds" inspecting all the alleyways, store rooms, and domestic spaces for security",I would turn off the radar interference control so as not to confuse the relieving officer of the dangers to navigation,I would immediately leave the bridge and secure all my personal belongings inside my locker room,I would relinquish my watch to the Master as I have more important things to do in my cabin,A
1832,Heeling error is at its maximum when the course are:,north or south,east or west,"NE,SE,SW, or NW ",any course - effects are independent of the course,A
1833,How does a current flowing in the same direction as the wind affect the sea wave length and height?,It increases wave length and decreases wave height,It decreases wave length and wave height,It increases wave length and height,It decreases wave length and increases wave height,A
1834,How does combustion air enter the cylinder of a two-cycle diesel engine? ,Ports ,Cylinder head valves,Turbo chargers,Bleeder valves,A
1835,"How does the effect known as "bank suction" act on a single-screw vessel proceeding along a narrow channel? ",It pulls the stern toward the bank.,It heels the vessel toward the bank.,It pushes the entire vessel away from the bank.,It pulls the bow toward the bank.,A
1836,How is the AIS technical status checked?,Automatically,Manually,Both automatic and manual,Semi-automatic,A
1837,How is the circulation of water inside the boiler obtained?,By evaporation that has taken place during operation,By a separate circulating pump of the centrifugal type placed inside the boiler,The feed water pump is circulating the water inside the boiler,By the boiler design including placement of burners and direction of force draft,A
1838,How many over speed trip are fitted to the engine?,Three,two,One,Four,A
1839,How many percent is the appropriate energy in the fuel oil to the diesel engine lost in the exhaust gas?,30%,20%,10%,5%,A
1840,How many target parameters must be displayed in alpha numeric format in ARPA?,6,3,8,10,A
1841,How many targets can an Electronic Plotting Aid (EPA) track at the same time?,20,10,5,2,A
1842,How should signal appear on the PPI display if you are scanning the Radar screen for a buoy fitted with racon?,Starting with a dash and extending radially outward from the target,As a broken line from center of PPI to the target,Starting with a dot and extending radially inward from the target,Starting with a dot and extending to the right of the target,A
1843,How should you warm up a diesel engine that has not been run for some time?,Idle for a brief period of time and then warm up at half speed. ,Run it at minimum speed until warmed to operating temperature. ,Bring it up to top speed immediately and run until warmed up. ,Inject ether into the air intake to shorten warm up time. ,A
1844,How would the exhaust of a properly operating diesel engine appear? ,Perfectly clear,Light blue haze,Light brown haze,Light gray haze ,A
1845,IAMSAR defines this as any facility intended to serve as an intermediary between a person reporting an emergency and a rescue co-ordination centre or rescue sub-centre.,Alerting Post,Awareness stage,Alert Phase,Digital selective calling (DSC),A
1846,Identify the orientation and mode of display required by the Performance Standards.,North-up orientation and true motion mode.,Ships draft plus under keel clearance.,Overwriting of the track file every 24 hours.,Any orientation in either true or relative mode.,A
1847,"If a crewmember has fallen overboard during the hours of darkness and you immediately execute a Williamson turn, what is the primary advantage of this maneuver under these circumstance exams?",You will be in a reciprocal course and nearly on the track line run during the night,You will have enough time to maneuver to close in on the man for rescue,The turn provides the maximum coverage of the area to be searched,The turn enables you to reverse course in the shortest possible time,A
1848,"If a hydraulic pump is overheating, the cause may be ____________.","excessive internalslippage in the pump","low discharge pressureand fluid flow","excessive fluid level inthe hydraulic reservoir","operation of the pump at100% efficiency",A
1849,"If a magnetic compass is not affected by any magnetic field other than the Earth's, which statement is TRUE?",Compass error and variation are equal,Compass north will be true north,Variation will equal deviation,There will be no compass error,A
1850,"If a refrigeration system were short of refrigerant, the condition would result in ____________.","continuous running of the compressor",high suction pressure,high discharge pressure,"short cycling of the compressor on the water failure switch",A
1851,If a ship according to the rules of GMDSS is equipped with an MF/HF radio set a DSC listening watch must be kept on:,"8414.5 kHz and on at least one of the following DSC frequencies: 4207.5 kHz, 6312.0 kHz, 12577.0 kHz or 16804.5 kHz",all DSC distress frequencies,"8414.5 MHz and on at least two of the following DSC frequencies: 5207.5 MHz, 7312.0 MHz, 13577.0 MHz or 17804.5 MHz","8414.5 GHz and on at least two of the following DSC frequencies: 4207.5 GHz, 6312.0 GHz, 12577.0 GHz or 16804.5 GHz",A
1852,"If an engine shuts down due to high jacket water temperature, what action should be taken? ",Allow engine to cool gradually,Back flush the cooling water system,Open crankcase explosion covers,Slowly add cool water to the expansion tank,A
1853,"If an object falls on a contour line, it may fail to display in "Standard " Mode. What would you use to resolve this problem?","use the Mode "All" or "Other" function","use the "zoom" function","use the "look-ahead" function",no workaround is required for this,A
1854,"If it is thought or known that floating aids to navigation (buoys) have shifted, how should this be interpreted on ECDIS?","Physical buoy positions may differ from charted locations on ECDIS, as with any type of chart information.",Charted buoy locations are always more reliable than own ships GPS position information.,ECDIS always shows the actual location of buoys.,Buoy position changes are never included in ENC updates.,A
1855,"If the current and wind are in the same direction, the sea surface represents a wind speed:",lower than actually exists,that actually exists,higher than actually exists,that has no proportional relationship,A
1856,"If the draft is nearly equal to the depth of the water, a vessel traveling down a narrow channel may set off the nearer side. This effect is known as:",bank cushion,Smelling the bottom,squatting,bank suction,A
1857,"If the ECDIS monitors resolution is poor or improperly set, what may be affected on ECDIS?",All of the choices,Fineness of detail may be lost.,Chart features may not be shown in the intended color.,Chart scale may be misrepresented.,A
1858,"If the helmsman changes from right rudder to left rudder, or vice versa, in equal number of degrees. What is the helm command?",Shift your rudder,Swing your rudder,Meet her,Ease the rudder,A
1859,"If the magnetic heading is greater than the compass heading, the deviation is:",East,West,North,South,A
1860,"If the observer is at Tropic of Cancer, and the sun is at Vernal Equinox, at meridian passage, the sun will bear:",south,west,east,north,A
1861,"If the safety contour value in ECDIS is set to 30 meters, how is a wreck symbol of 20 meters depicted?",Isolated Danger Mark,Wreck,No Go Areas,Isolated Wreck Markings,A
1862,"If the safety contour value in ECDIS is set to 30 meters, how is a wreck symbol of 38 meters depicted?",Wreck,Isolated Danger Marks,No Go Areas,Dangerous Area of Concern (DAC),A
1863,If the ship's bow has penetrated the side of the other ship in a collision it would be safe to:,stay in place in order to plug the hole on the other vessel ,lower lifeboat in the water,communicate with the other vessel  ,come astern in order to get clear of the other vessel to avoid further damage  ,A
1864,"If the sky was clear, with the exception of a few cumulus clouds, it would indicate:",fair weather,rain,fog setting in,hurricane weather,A
1865,"If the Sun's observed altitude is 27°12', the zenith distance is:",62°48',27°12',152°48',43°12',A
1866,"If two mooring lines are to be placed on the same bollard, which method is BEST? ","Place the eye from either line on the bollard, and then bring the eye of the other line up through the eye of the first, and place it on the bollard.",Place the eye from the forward line on the bollard and then place the eye from the second line directly over the first.,It makes no difference how the lines are placed.,"Place both eyes on the bollard, in any manner, but lead both lines to the same winch head on the vessel and secure them on the winch.",A
1867,"If warmer air is replacing colder air, this is known as:",a warm front,an occluded front,a stationary front,a cold front,A
1868,"If you are in urgent need of a helicopter, which signal code should you send?",BR,BS,BT,BU,A
1869,"If you hear a fog signal forward of your beam, you must:",slow to bare steerageway,stop your vessel,alter course to starboard,reverse propulsion,A
1870,"If you notice that the barometric pressure is dropping and the wind direction is steady but its velocity is increasing, you are most probably in the:",direct path ahead of the storm center,dangerous semi-circle,navigable semi-circle,path behind the storm center,A
1871,"If you receive a message "A243" by any method of signaling, it would be referring to:",bearing,altitude,diving,speed,A
1872,"If you turn the handwheel clockwise of a spring-loaded, internal pilot, reducing valve, you will ____________.","compress the adjusting spring against the diaphragm","release spring tension from the diaphragm","increase steam pressure to the reducing valve","decrease spring tension in the main valve",A
1873,"If your ship is in collision and the ships are locked together, which of the following should NOT ALWAYS be done?",Go full astern to release the ships,Transmit distress or urgency signal,Sound tanks and assess damage,Prepare survival craft for abandon ship,A
1874,"If your ship is in collision in the waters of a foreign nations, which of the following is NOT a legal responsibility for the MASTER?",Go as soon as possible to the nearest appropriate port to report to the authorities,Inform the other vessel of the name of your ship and other details,Enter a witnessed statement in the official log book,"Render assistance to the other ship, if practicable",A
1875,"If your vessel is aground at the bow, it would be preferable that any weight removals be made from the:",bow,mid-section,stern,all of the choices,A
1876,If your vessel is making way through the water at a speed of 16 knots and has traveled 56 nautical miles in 3 hours 30 minutes. What current are you experiencing?,Current is slack,A head current of 0.5 knot,A head current of 1.5 knots,A following current of 2.2 knots,A
1877,"Immediately after abandoning the vessel, lookout should be posted aboard liferafts to look for _____________. ",survivors in the water,food and water,land ,bad weather,A
1878,"Immediately before the actual charging process is started, refrigerant oil charging lines should be loosely connected and _____________.","flushed with clean refrigerant oil","purged with refrigerant gas","washed with an ammonia and alcohol solution","grounded to the compressor",A
1879,"In a clarifier, no gravity disc is necessary since no __________ is formed. ",Interface ,Flow ,Back Pressure ,Purification ,A
1880,"In a hydraulic system, what pressure control valve is used to permit completion of one action before the second action is done?",Sequence valve ,Pressure reducing valve,Pressure relief valve,Unloading valve,A
1881,"In a man overboard situation, what is one major advantage of the round turn maneuver? ",It is the fastest method,It is easy for a single-screw vessel to perform,It requires the least ship handling skills to perform,It can be used in reduced visibility,A
1882,"In a microbarograph, the pen should be checked and the inkwell filled:",each time the chart is changed,once per month,once per week,daily,A
1883,"In a narrow channel or fairway, the maneuvering and warning signal of a vessel intending to overtake another vessel on her port side is:","single letter signal "ZULU"","single letter signal "TANGO"","single letter signal "ECHO"","single letter signal "BRAVO"",A
1884,"In a synoptic chart, a warm front will be colored:",red,blue,purple,alternating red and blue,A
1885,"In a tropical cyclone in the Northern Hemisphere, a vessel hove to with the wind shifting counterclockwise would be:",in the navigable semicircle,in the dangerous semicircle,directly in the path of the center,ahead of the storm,A
1886,"In a tropical cyclone, the barometric pressure will drop to the lowest point at the:",eye of the storm,wall of the storm,bar of the storm,perimeter of the storm,A
1887,"In accordance with SOLAS, 1974, as amended, Chapter V (Safety of Navigation), ships, other than passenger ships and tankers, of a gross tonnage of _____________ will be required to fit Automatic Information Systems (AIS). Ships fitted with AIS shall maintain AIS in operation at all times except where international agreements, rules or standards provide for the protection of navigational information."","300 gross tonnage and upwards but less than 50,000 gross tonnage","500 gross tonnage and upwards but less than 50,000 gross tonnage","700 gross tonnage and upwards but less than 50,000 gross tonnage","900 gross tonnage and upwards but less than 50,000 gross tonnage",A
1888,"In addition to removing water from a refrigerant, most dehydrators also effectively remove entrapped _____________.",acid,air,dichlorodifluoromethane,desiccant,A
1889,"In an electro-hydraulic steering system, rudder movement is maintained in close synchronization with the steering wheel position by means of the:",follow-up control ,trick wheel,six-way valve,rapson slide,A
1890,"In anchoring against a strong current or tidal stream, the anchor should be let-go in order to keep her head-to-stream. Best precautions during let-go is:",engine stopped and gradually paid out cables,engine at dead slow astern and paid out cable,engine at dead slow ahead and paid out cable,engine at slow ahead and paid out cable,A
1891,"In ARPA, which of the following should you consider in order to evaluate the information displayed?",Navigational constraints may require a target vessel to change course.,The target vessels generated course and speed are based solely on radar inputs.,The trial maneuver feature will automatically determine a course that will clear all targets.,You cannot determine if a small target has been lost due to sea return.,A
1892,"In Automatic Radar Plotting Aids (ARPA), which of the following analyses is TRUE? ",Successive bearings of a pip in radar does not necessarily give the course and speed of that pip,The nearest target on the radar screen is the most critical one,"Once the targets are properly marked, course and speed of same can be deduced from these observations","In a collision course observed in radar during fog, the vessel which has the right of way should continue her course and speed. ",A
1893,"In determining that the composition of navigational watch is adequate to ensure maintenance of a proper lookout, you should not consider:",Knowledge of and confidence in the professional negligence of the ships officers and crew,"The experience of each OOW, and the familiarity of the OOW with the ships equipment procedures and maneuvering capability.","Activities taking place on board the ship at any particular time, including radio communication activities",Availability of assistance to be summoned immediately to the bridge when necessary,A
1894,"In determining that the composition of navigational watch is adequate to ensure maintenance of a proper lookout, you should not consider:","The operational status of bridge instrumentation and controls, not to include alarm systems",Rudder and propeller control and ship maneuvering characteristics.,The size of the ship and the field of vision available from the conning position,"The configuration of the bridge, to the extent such configuration might inhibit a member of the watch from detecting by sight or hearing any external development.",A
1895,"in ECDIS, Hydrographic Office is responsible for ______",ensuring that mariners can obtain fully updated ENCs for all shipping routes and ports across the world ,preparation of digital data and subsequent updating for land of national jurisdiction.,assuring the high quality of its ENC services through the use of a CFR System (ISO 9001),all of the above,A
